
BA    1   CR         0   TR  0   CH 16   Tempo 155
BA    1   CR         0   TR  0   CH 16   Tempo 155
BA    1   CR         0   TR  0   CH 16   Tempo 155
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI out #5"
BA   18   CR     73/96   TR  4   CH  1   NT  A-          11/48   von=62   voff=62
BA   18   CR     73/96   TR  4   CH  1   NT  E           11/48   voff=62
BA   18   CR         1   TR  4   CH  1   NT  B           11/48   von=82   voff=82
BA   18   CR         1   TR  4   CH  1   NT  E           11/48   voff=82
BA   18   CR         1   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   18   CR         1   TR  7   CH 10   NT  B---        11/48   voff=98
BA   18   CR         1   TR  7   CH 10   NT  E---        11/48   voff=98
BA   18   CR         1   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   18   CR    1+1/48   TR  4   CH  1   NT  C#'         11/48   von=43   voff=43
BA   18   CR    1+1/48   TR  4   CH  1   NT  A           11/48   voff=43
BA   18   CR   1+25/96   TR  4   CH  1   NT  E           11/48   von=60   voff=60
BA   18   CR   1+25/96   TR  4   CH  1   NT  G#          11/48   voff=60
BA   18   CR     1+1/2   TR  1   CH  6   NT  D           47/96   voff=68
BA   18   CR     1+1/2   TR  3   CH  3   NT  F#-         23/48   voff=98
BA   18   CR     1+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   18   CR     1+1/2   TR  7   CH 10   NT  F#-         11/48   von=98   voff=98
BA   18   CR     1+3/4   TR  4   CH  1   NT  G#          11/48   von=82   voff=82
BA   18   CR     1+3/4   TR  4   CH  1   NT  E           11/48   voff=82
BA   18   CR     1+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   18   CR   1+73/96   TR  4   CH  1   NT  B           11/48   von=60   voff=60
BA   18   CR   1+73/96   TR  4   CH  1   NT  E'          11/48   voff=60
BA   18   CR         2   TR  1   CH  6   NT  C#          47/96   voff=68
BA   18   CR         2   TR  3   CH  3   NT  E-          23/48   voff=98
BA   18   CR         2   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   18   CR         2   TR  7   CH 10   NT  B---        11/48   voff=98
BA   18   CR    2+1/48   TR  4   CH  1   NT  A-          11/48   von=43   voff=43
BA   18   CR    2+1/48   TR  4   CH  1   NT  E           23/96   voff=60
BA   18   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   18   CR   2+25/96   TR  4   CH  1   NT  E           11/48   von=60   voff=43
BA   18   CR   2+25/96   TR  4   CH  1   NT  B           23/96   voff=82
BA   18   CR     2+1/2   TR  1   CH  6   NT  D           47/96   voff=68
BA   18   CR     2+1/2   TR  3   CH  3   NT  F#-         23/48   voff=98
BA   18   CR     2+1/2   TR  4   CH  1   NT  B           11/48   von=82   voff=60
BA   18   CR     2+1/2   TR  4   CH  1   NT  E'          11/48   voff=82
BA   18   CR     2+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   18   CR     2+1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   18   CR   2+25/48   TR  4   CH  1   NT  E           11/48   von=40   voff=40
BA   18   CR   2+25/48   TR  4   CH  1   NT  G#          11/48   voff=40
BA   18   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   18   CR         3   TR  1   CH  6   NT  F#          47/96   voff=68
BA   18   CR         3   TR  3   CH  3   NT  A-          23/48   voff=98
BA   18   CR         3   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   18   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   18   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   18   CR         3   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   18   CR    3+1/96   TR  4   CH  1   NT  E           11/48   von=60   voff=60
BA   18   CR    3+1/96   TR  4   CH  1   NT  G#          11/48   voff=60
BA   18   CR    3+1/48   TR  4   CH  1   NT  B           11/48   von=40   voff=40
BA   18   CR    3+1/48   TR  4   CH  1   NT  E'          11/48   voff=40
BA   18   CR     3+1/2   TR  1   CH  6   NT  G#          47/96   voff=68
BA   18   CR     3+1/2   TR  3   CH  3   NT  B-          23/48   voff=98
BA   18   CR     3+1/2   TR  4   CH  1   NT  G#          11/48   von=82   voff=82
BA   18   CR     3+1/2   TR  4   CH  1   NT  B-          11/48   voff=82
BA   18   CR     3+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   18   CR     3+1/2   TR  7   CH 10   NT  C#--        11/48   von=98   voff=98
BA   18   CR   3+25/48   TR  4   CH  1   NT  E           11/48   von=40   voff=40
BA   18   CR   3+25/48   TR  4   CH  1   NT  B           11/48   voff=40
BA   18   CR     3+3/4   TR  7   CH 10   NT  D--         11/48   voff=98
BA   18   CR   3+73/96   TR  4   CH  1   NT  E'          11/48   von=60   voff=60
BA   18   CR   3+73/96   TR  4   CH  1   NT  B           11/48   voff=60

BA   19   CR         0   TR  1   CH  6   NT  A           95/96   voff=68
BA   19   CR         0   TR  2   CH  4   NT  F#-       3+47/48   von=126   voff=126
BA   19   CR         0   TR  2   CH  4   NT  A-        3+47/48   voff=126
BA   19   CR         0   TR  2   CH  4   NT  C#        3+47/48   voff=126
BA   19   CR         0   TR  2   CH  4   NT  F#        3+47/48   voff=126
BA   19   CR         0   TR  3   CH  3   NT  C#          35/48   voff=98
BA   19   CR         0   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   19   CR         0   TR  7   CH 10   NT  B---        11/48   voff=98
BA   19   CR     13/48   TR  4   CH  1   NT  E           11/48   von=40   voff=40
BA   19   CR     13/48   TR  4   CH  1   NT  G#          11/48   voff=40
BA   19   CR       1/2   TR  4   CH  1   NT  A           11/48   von=82   voff=82
BA   19   CR       1/2   TR  4   CH  1   NT  F#          11/48   voff=82
BA   19   CR       1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   19   CR       1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   19   CR     73/96   TR  4   CH  1   NT  B-          11/48   von=60   voff=60
BA   19   CR     73/96   TR  4   CH  1   NT  G#          11/48   voff=60
BA   19   CR         1   TR  1   CH  6   NT  C#'         47/96   voff=68
BA   19   CR         1   TR  3   CH  3   NT  E           23/48   voff=98
BA   19   CR         1   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   19   CR         1   TR  7   CH 10   NT  B---        11/48   voff=98
BA   19   CR         1   TR  7   CH 10   NT  E---        11/48   voff=98
BA   19   CR         1   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   19   CR    1+1/48   TR  4   CH  1   NT  E'          11/48   von=40   voff=40
BA   19   CR    1+1/48   TR  4   CH  1   NT  B           11/48   voff=40
BA   19   CR     1+1/4   TR  4   CH  1   NT  C#          11/48   von=82   voff=82
BA   19   CR     1+1/4   TR  4   CH  1   NT  A-          11/48   voff=82
BA   19   CR     1+1/2   TR  1   CH  6   NT  E           95/96   voff=68
BA   19   CR     1+1/2   TR  3   CH  3   NT  B-          35/48   voff=98
BA   19   CR     1+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   19   CR     1+1/2   TR  7   CH 10   NT  F#-         11/48   von=98   voff=98
BA   19   CR     1+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   19   CR   1+73/96   TR  4   CH  1   NT  F#          23/96   von=60   voff=82
BA   19   CR   1+73/96   TR  4   CH  1   NT  A           11/48   voff=60
BA   19   CR         2   TR  4   CH  1   NT  F#          11/48   von=82   voff=60
BA   19   CR         2   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   19   CR         2   TR  7   CH 10   NT  B---        11/48   voff=98
BA   19   CR    2+1/48   TR  4   CH  1   NT  B-          11/48   von=40   voff=40
BA   19   CR    2+1/48   TR  4   CH  1   NT  G#          11/48   voff=40
BA   19   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   19   CR     2+1/2   TR  1   CH  6   NT  G#          47/96   voff=68
BA   19   CR     2+1/2   TR  3   CH  3   NT  C#          23/48   voff=98
BA   19   CR     2+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   19   CR     2+1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   19   CR   2+49/96   TR  4   CH  1   NT  A-          11/48   von=60   voff=60
BA   19   CR   2+49/96   TR  4   CH  1   NT  C#          11/48   voff=60
BA   19   CR     2+3/4   TR  4   CH  1   NT  C#'         11/48   von=82   voff=82
BA   19   CR     2+3/4   TR  4   CH  1   NT  A           11/48   voff=82
BA   19   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   19   CR         3   TR  1   CH  6   NT  A           95/96   voff=68
BA   19   CR         3   TR  3   CH  3   NT  E           35/48   voff=98
BA   19   CR         3   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   19   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   19   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   19   CR         3   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   19   CR    3+1/48   TR  4   CH  1   NT  F#          23/96   von=40   voff=60
BA   19   CR    3+1/48   TR  4   CH  1   NT  A           11/48   voff=40
BA   19   CR     3+1/4   TR  4   CH  1   NT  E           11/48   von=82   voff=82
BA   19   CR     3+1/4   TR  4   CH  1   NT  A-          11/48   voff=82
BA   19   CR   3+25/96   TR  4   CH  1   NT  F#          11/48   von=60   voff=40
BA   19   CR     3+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   19   CR     3+1/2   TR  7   CH 10   NT  C#--        11/48   von=98   voff=98
BA   19   CR     3+3/4   TR  7   CH 10   NT  D--         11/48   voff=98
BA   19   CR   3+37/48   TR  4   CH  1   NT  A-          11/48   von=40   voff=40
BA   19   CR   3+37/48   TR  4   CH  1   NT  C#          11/48   voff=40

BA   20   CR         0   TR  1   CH  6   NT  G#        3+95/96   voff=68
BA   20   CR         0   TR  2   CH  4   NT  D-        3+47/48   voff=126
BA   20   CR         0   TR  2   CH  4   NT  F#-       3+47/48   voff=126
BA   20   CR         0   TR  2   CH  4   NT  A-        3+47/48   voff=126
BA   20   CR         0   TR  2   CH  4   NT  D         3+47/48   voff=126
BA   20   CR         0   TR  3   CH  3   NT  E         2+47/48   voff=98
BA   20   CR         0   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   20   CR         0   TR  7   CH 10   NT  B---        11/48   voff=98
BA   20   CR      1/96   TR  4   CH  1   NT  A           11/48   von=60   voff=60
BA   20   CR      1/96   TR  4   CH  1   NT  C#'         11/48   voff=60
BA   20   CR       1/2   TR  4   CH  1   NT  D           11/48   von=82   voff=82
BA   20   CR       1/2   TR  4   CH  1   NT  A           11/48   voff=82
BA   20   CR       1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   20   CR       1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   20   CR     49/96   TR  4   CH  1   NT  A-          11/48   von=60   voff=60
BA   20   CR     49/96   TR  4   CH  1   NT  E           11/48   voff=60
BA   20   CR     25/48   TR  4   CH  1   NT  F#          11/48   von=40   voff=40
BA   20   CR         1   TR  4   CH  1   NT  D'          11/48   von=82   voff=82
BA   20   CR         1   TR  4   CH  1   NT  F#          11/48   voff=82
BA   20   CR         1   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   20   CR         1   TR  7   CH 10   NT  B---        11/48   voff=98
BA   20   CR         1   TR  7   CH 10   NT  E---        11/48   voff=98
BA   20   CR         1   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   20   CR   1+13/48   TR  4   CH  1   NT  A           11/48   von=40   voff=40
BA   20   CR   1+13/48   TR  4   CH  1   NT  C#'         11/48   voff=40
BA   20   CR     1+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   20   CR     1+1/2   TR  7   CH 10   NT  F#-         11/48   von=98   voff=98
BA   20   CR     1+3/4   TR  4   CH  1   NT  A           11/48   von=82   voff=60
BA   20   CR     1+3/4   TR  4   CH  1   NT  F#          11/48   voff=82
BA   20   CR     1+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   20   CR   1+73/96   TR  4   CH  1   NT  A            7/32   von=60   voff=60
BA   20   CR   1+73/96   TR  4   CH  1   NT  D           11/48   voff=60
BA   20   CR   1+37/48   TR  4   CH  1   NT  A-          11/48   von=40   voff=40
BA   20   CR   1+37/48   TR  4   CH  1   NT  E           11/48   voff=40
BA   20   CR         2   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   20   CR         2   TR  7   CH 10   NT  B---        11/48   voff=98
BA   20   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   20   CR   2+25/96   TR  4   CH  1   NT  F#          11/48   von=60   voff=60
BA   20   CR   2+25/96   TR  4   CH  1   NT  D'          11/48   voff=60
BA   20   CR     2+1/2   TR  4   CH  1   NT  E           11/48   von=82   voff=82
BA   20   CR     2+1/2   TR  4   CH  1   NT  C#          11/48   voff=82
BA   20   CR     2+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   20   CR     2+1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   20   CR     2+3/4   TR  4   CH  1   NT  C#          11/48   voff=82
BA   20   CR     2+3/4   TR  4   CH  1   NT  E-          11/48   voff=82
BA   20   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   20   CR         3   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   20   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   20   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   20   CR         3   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   20   CR    3+1/96   TR  4   CH  1   NT  F#          11/48   von=60   voff=60
BA   20   CR    3+1/96   TR  4   CH  1   NT  A           11/48   voff=40
BA   20   CR    3+1/48   TR  4   CH  1   NT  A            7/32   von=40   voff=40
BA   20   CR    3+1/48   TR  4   CH  1   NT  D           11/48   voff=40
BA   20   CR     3+1/2   TR  4   CH  1   NT  E           11/48   von=82   voff=82
BA   20   CR     3+1/2   TR  4   CH  1   NT  B-          11/48   voff=82
BA   20   CR     3+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   20   CR     3+1/2   TR  7   CH 10   NT  C#--        11/48   von=98   voff=98
BA   20   CR   3+25/48   TR  4   CH  1   NT  F#          11/48   von=40   voff=40
BA   20   CR   3+25/48   TR  4   CH  1   NT  D'          11/48   voff=40
BA   20   CR     3+3/4   TR  7   CH 10   NT  D--         11/48   voff=98
BA   20   CR   3+73/96   TR  4   CH  1   NT  C#          11/48   von=60   voff=60
BA   20   CR   3+73/96   TR  4   CH  1   NT  E           11/48   voff=60

BA   21   CR         0   TR  1   CH  6   NT  A           95/96   voff=68
BA   21   CR         0   TR  2   CH  4   NT  E-        3+47/48   voff=126
BA   21   CR         0   TR  2   CH  4   NT  E         3+47/48   voff=126
BA   21   CR         0   TR  2   CH  4   NT  A-        3+47/48   voff=126
BA   21   CR         0   TR  2   CH  4   NT  C#        3+47/48   voff=126
BA   21   CR         0   TR  3   CH  3   NT  C#          35/48   voff=98
BA   21   CR         0   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   21   CR         0   TR  7   CH 10   NT  B---        11/48   voff=98
BA   21   CR      1/96   TR  4   CH  1   NT  E-          11/48   voff=60
BA   21   CR      1/96   TR  4   CH  1   NT  C#          11/48   voff=60
BA   21   CR     13/48   TR  4   CH  1   NT  F#          11/48   von=40   voff=40
BA   21   CR     13/48   TR  4   CH  1   NT  A           11/48   voff=82
BA   21   CR       1/2   TR  4   CH  1   NT  E           11/48   von=82   voff=82
BA   21   CR       1/2   TR  4   CH  1   NT  A           11/48   voff=40
BA   21   CR       1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   21   CR       1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   21   CR     73/96   TR  4   CH  1   NT  B-          11/48   von=60   voff=60
BA   21   CR     73/96   TR  4   CH  1   NT  E           11/48   voff=60
BA   21   CR         1   TR  1   CH  6   NT  C#'         47/96   voff=68
BA   21   CR         1   TR  3   CH  3   NT  E           23/48   voff=98
BA   21   CR         1   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   21   CR         1   TR  7   CH 10   NT  B---        11/48   voff=98
BA   21   CR         1   TR  7   CH 10   NT  E---        11/48   voff=98
BA   21   CR         1   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   21   CR    1+1/48   TR  4   CH  1   NT  C#          11/48   von=40   voff=40
BA   21   CR    1+1/48   TR  4   CH  1   NT  E           11/48   voff=83
BA   21   CR     1+1/4   TR  4   CH  1   NT  E           11/48   von=83   voff=40
BA   21   CR     1+1/4   TR  4   CH  1   NT  A-          11/48   voff=83
BA   21   CR   1+13/48   TR  4   CH  1   NT  E-          11/48   von=40   voff=40
BA   21   CR   1+13/48   TR  4   CH  1   NT  C#          11/48   voff=40
BA   21   CR     1+1/2   TR  1   CH  6   NT  G#          95/96   voff=68
BA   21   CR     1+1/2   TR  3   CH  3   NT  B-          35/48   voff=98
BA   21   CR     1+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   21   CR     1+1/2   TR  7   CH 10   NT  F#-         11/48   von=98   voff=98
BA   21   CR     1+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   21   CR   1+73/96   TR  4   CH  1   NT  A           11/48   von=60   voff=60
BA   21   CR   1+73/96   TR  4   CH  1   NT  E           23/96   voff=85
BA   21   CR         2   TR  4   CH  1   NT  E           11/48   von=85   voff=40
BA   21   CR         2   TR  4   CH  1   NT  C#          11/48   voff=85
BA   21   CR         2   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   21   CR         2   TR  7   CH 10   NT  B---        11/48   voff=98
BA   21   CR    2+1/48   TR  4   CH  1   NT  B-          11/48   von=40   voff=40
BA   21   CR    2+1/48   TR  4   CH  1   NT  E            5/24   voff=40
BA   21   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   21   CR     2+1/2   TR  1   CH  6   NT  A           47/96   voff=68
BA   21   CR     2+1/2   TR  3   CH  3   NT  C#          23/48   voff=98
BA   21   CR     2+1/2   TR  4   CH  1   NT  A           11/48   von=86   voff=86
BA   21   CR     2+1/2   TR  4   CH  1   NT  C#'         11/48   voff=86
BA   21   CR     2+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   21   CR     2+1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   21   CR   2+49/96   TR  4   CH  1   NT  A-          11/48   von=61   voff=61
BA   21   CR   2+49/96   TR  4   CH  1   NT  E           11/48   voff=61
BA   21   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   21   CR         3   TR  1   CH  6   NT  E           95/96   voff=68
BA   21   CR         3   TR  3   CH  3   NT  A-          47/48   voff=98
BA   21   CR         3   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   21   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   21   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   21   CR         3   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   21   CR    3+1/48   TR  4   CH  1   NT  A           11/48   von=40   voff=40
BA   21   CR    3+1/48   TR  4   CH  1   NT  E           11/48   voff=40
BA   21   CR   3+25/96   TR  4   CH  1   NT  C#          11/48   von=61   voff=61
BA   21   CR   3+25/96   TR  4   CH  1   NT  E           23/96   voff=86
BA   21   CR     3+1/2   TR  4   CH  1   NT  E           11/48   von=86   voff=61
BA   21   CR     3+1/2   TR  4   CH  1   NT  A-          11/48   voff=86
BA   21   CR     3+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   21   CR     3+1/2   TR  7   CH 10   NT  C#--        11/48   von=98   voff=98
BA   21   CR     3+3/4   TR  7   CH 10   NT  D--         11/48   voff=98
BA   21   CR   3+73/96   TR  4   CH  1   NT  C#'         11/48   von=62   voff=62
BA   21   CR   3+73/96   TR  4   CH  1   NT  A           11/48   voff=62
BA   21   CR   3+37/48   TR  4   CH  1   NT  A-          11/48   von=41   voff=41
BA   21   CR   3+37/48   TR  4   CH  1   NT  E           11/48   voff=82

BA   22   CR         0   TR  1   CH  6   NT  F#          47/96   voff=68
BA   22   CR         0   TR  2   CH  4   NT  E-        3+47/48   voff=126
BA   22   CR         0   TR  2   CH  4   NT  G#-       3+47/48   voff=126
BA   22   CR         0   TR  2   CH  4   NT  B-        3+47/48   voff=126
BA   22   CR         0   TR  2   CH  4   NT  E         3+47/48   voff=126
BA   22   CR         0   TR  3   CH  3   NT  B-          23/48   voff=98
BA   22   CR         0   TR  4   CH  1   NT  G#          11/48   von=82   voff=82
BA   22   CR         0   TR  4   CH  1   NT  E           11/48   voff=41
BA   22   CR         0   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   22   CR         0   TR  7   CH 10   NT  B---        11/48   voff=98
BA   22   CR       1/2   TR  1   CH  6   NT  D           95/96   voff=68
BA   22   CR       1/2   TR  3   CH  3   NT  F#-         35/48   voff=98
BA   22   CR       1/2   TR  4   CH  1   NT  E'          11/48   voff=82
BA   22   CR       1/2   TR  4   CH  1   NT  B           11/48   voff=82
BA   22   CR       1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   22   CR       1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   22   CR     25/48   TR  4   CH  1   NT  C#          11/48   von=42   voff=42
BA   22   CR     25/48   TR  4   CH  1   NT  E           11/48   voff=42
BA   22   CR     73/96   TR  4   CH  1   NT  A-          11/48   von=62   voff=62
BA   22   CR     73/96   TR  4   CH  1   NT  E           11/48   voff=62
BA   22   CR         1   TR  4   CH  1   NT  B           11/48   von=82   voff=82
BA   22   CR         1   TR  4   CH  1   NT  E           11/48   voff=82
BA   22   CR         1   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   22   CR         1   TR  7   CH 10   NT  B---        11/48   voff=98
BA   22   CR         1   TR  7   CH 10   NT  E---        11/48   voff=98
BA   22   CR         1   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   22   CR    1+1/48   TR  4   CH  1   NT  C#'         11/48   von=43   voff=43
BA   22   CR    1+1/48   TR  4   CH  1   NT  A           11/48   voff=43
BA   22   CR   1+25/96   TR  4   CH  1   NT  E           11/48   von=60   voff=60
BA   22   CR   1+25/96   TR  4   CH  1   NT  G#          11/48   voff=60
BA   22   CR     1+1/2   TR  1   CH  6   NT  D           47/96   voff=68
BA   22   CR     1+1/2   TR  3   CH  3   NT  F#-         23/48   voff=98
BA   22   CR     1+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   22   CR     1+1/2   TR  7   CH 10   NT  F#-         11/48   von=98   voff=98
BA   22   CR     1+3/4   TR  4   CH  1   NT  G#          11/48   von=82   voff=82
BA   22   CR     1+3/4   TR  4   CH  1   NT  E           11/48   voff=82
BA   22   CR     1+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   22   CR   1+73/96   TR  4   CH  1   NT  B           11/48   von=60   voff=60
BA   22   CR   1+73/96   TR  4   CH  1   NT  E'          11/48   voff=60
BA   22   CR         2   TR  1   CH  6   NT  C#          47/96   voff=68
BA   22   CR         2   TR  3   CH  3   NT  E-          23/48   voff=98
BA   22   CR         2   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   22   CR         2   TR  7   CH 10   NT  B---        11/48   voff=98
BA   22   CR    2+1/48   TR  4   CH  1   NT  A-          11/48   von=43   voff=43
BA   22   CR    2+1/48   TR  4   CH  1   NT  E           23/96   voff=60
BA   22   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   22   CR   2+25/96   TR  4   CH  1   NT  E           11/48   von=60   voff=43
BA   22   CR   2+25/96   TR  4   CH  1   NT  B           23/96   voff=82
BA   22   CR     2+1/2   TR  1   CH  6   NT  D           47/96   voff=68
BA   22   CR     2+1/2   TR  3   CH  3   NT  F#-         23/48   voff=98
BA   22   CR     2+1/2   TR  4   CH  1   NT  B           11/48   von=82   voff=60
BA   22   CR     2+1/2   TR  4   CH  1   NT  E'          11/48   voff=82
BA   22   CR     2+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   22   CR     2+1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   22   CR   2+25/48   TR  4   CH  1   NT  E           11/48   von=40   voff=40
BA   22   CR   2+25/48   TR  4   CH  1   NT  G#          11/48   voff=40
BA   22   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   22   CR         3   TR  1   CH  6   NT  F#          47/96   voff=68
BA   22   CR         3   TR  3   CH  3   NT  A-          23/48   voff=98
BA   22   CR         3   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   22   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   22   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   22   CR         3   TR  7   CH 10   NT  E--         11/48   von=121   voff=121
BA   22   CR    3+1/96   TR  4   CH  1   NT  E           11/48   von=60   voff=60
BA   22   CR    3+1/96   TR  4   CH  1   NT  G#          11/48   voff=60
BA   22   CR    3+1/48   TR  4   CH  1   NT  B           11/48   von=40   voff=40
BA   22   CR    3+1/48   TR  4   CH  1   NT  E'          11/48   voff=40
BA   22   CR     3+1/2   TR  1   CH  6   NT  G#          47/96   voff=68
BA   22   CR     3+1/2   TR  3   CH  3   NT  B-          23/48   voff=98
BA   22   CR     3+1/2   TR  4   CH  1   NT  G#          11/48   von=82   voff=82
BA   22   CR     3+1/2   TR  4   CH  1   NT  B-          11/48   voff=82
BA   22   CR     3+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   22   CR     3+1/2   TR  7   CH 10   NT  C#--        11/48   von=98   voff=98
BA   22   CR   3+25/48   TR  4   CH  1   NT  E           11/48   von=40   voff=40
BA   22   CR   3+25/48   TR  4   CH  1   NT  B           11/48   voff=40
BA   22   CR     3+3/4   TR  7   CH 10   NT  D--         11/48   voff=98
BA   22   CR   3+73/96   TR  4   CH  1   NT  E'          11/48   von=60   voff=60
BA   22   CR   3+73/96   TR  4   CH  1   NT  B           11/48   voff=60

BA   23   CR         0   TR  1   CH  6   NT  A           95/96   voff=68
BA   23   CR         0   TR  2   CH  4   NT  A         3+47/48   voff=126
BA   23   CR         0   TR  2   CH  4   NT  C#-       3+47/48   voff=126
BA   23   CR         0   TR  2   CH  4   NT  F#-       3+47/48   voff=126
BA   23   CR         0   TR  2   CH  4   NT  A-        3+47/48   voff=126
BA   23   CR         0   TR  2   CH  4   NT  C#        3+47/48   voff=126
BA   23   CR         0   TR  3   CH  3   NT  C#          35/48   voff=98
BA   23   CR         0   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   23   CR         0   TR  7   CH 10   NT  B---        11/48   voff=98
BA   23   CR     13/48   TR  4   CH  1   NT  E           11/48   von=40   voff=40
BA   23   CR     13/48   TR  4   CH  1   NT  G#          11/48   voff=40
BA   23   CR       1/2   TR  4   CH  1   NT  A           11/48   von=82   voff=82
BA   23   CR       1/2   TR  4   CH  1   NT  F#          11/48   voff=82
BA   23   CR       1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   23   CR       1/2   TR  7   CH 10   NT  F#-         11/48   voff=98
BA   23   CR     73/96   TR  4   CH  1   NT  B-          11/48   von=60   voff=60
BA   23   CR     73/96   TR  4   CH  1   NT  G#          11/48   voff=60
BA   23   CR         1   TR  1   CH  6   NT  C#'         47/96   voff=68
BA   23   CR         1   TR  3   CH  3   NT  E           23/48   voff=98
BA   23   CR         1   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   23   CR         1   TR  7   CH 10   NT  B---        11/48   voff=98
