
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   Text type 3: "Survival From the Force"
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 5, crotchets/32ndnote 184
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Synth Lead"
BA   11   CR         0   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   11   CR       1/4   TR  2   CH  8   NT  E           1+1/2   voff=80
BA   11   CR       1/4   TR  2   CH  8   NT  E'          1+1/2   voff=80
BA   11   CR       1/4   TR  2   CH  8   NT  C'          1+1/2   voff=80
BA   11   CR       1/4   TR  2   CH  8   NT  C           1+1/2   voff=80
BA   11   CR       1/2   TR  7   CH  7   NT  A---          1/2   voff=80
BA   11   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   11   CR         1   TR  7   CH  7   NT  A---          1/2   voff=80
BA   11   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   11   CR         1   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   11   CR     1+1/2   TR  1   CH  1   NT  B-            1/4   voff=80
BA   11   CR     1+1/2   TR  1   CH  1   NT  D'            1/4   voff=80
BA   11   CR     1+1/2   TR  1   CH  1   NT  B             1/4   voff=80
BA   11   CR     1+1/2   TR  1   CH  1   NT  D             1/4   voff=80
BA   11   CR     1+1/2   TR  4   CH  3   NT  A             3/8   voff=80
BA   11   CR     1+1/2   TR  4   CH  3   NT  E             3/8   voff=80
BA   11   CR     1+1/2   TR  4   CH  3   NT  C             3/8   voff=80
BA   11   CR     1+1/2   TR  7   CH  7   NT  A---          1/4   voff=80
BA   11   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   11   CR     1+3/4   TR  1   CH  1   NT  C'            1/4   voff=80
BA   11   CR     1+3/4   TR  1   CH  1   NT  A             1/4   voff=80
BA   11   CR     1+3/4   TR  1   CH  1   NT  C             1/4   voff=80
BA   11   CR     1+3/4   TR  1   CH  1   NT  A-            1/4   voff=80
BA   11   CR     1+3/4   TR  2   CH  8   NT  B-            1/4   voff=80
BA   11   CR     1+3/4   TR  2   CH  8   NT  D'            1/4   voff=80
BA   11   CR     1+3/4   TR  2   CH  8   NT  B             1/4   voff=80
BA   11   CR     1+3/4   TR  2   CH  8   NT  D             1/4   voff=80
BA   11   CR     1+3/4   TR  7   CH  7   NT  A---          1/4   voff=80
BA   11   CR         2   TR  1   CH  1   NT  B-            1/2   voff=80
BA   11   CR         2   TR  1   CH  1   NT  D'            1/2   voff=80
BA   11   CR         2   TR  1   CH  1   NT  B             1/2   voff=80
BA   11   CR         2   TR  1   CH  1   NT  D             1/2   voff=80
BA   11   CR         2   TR  2   CH  8   NT  C'            1/4   voff=80
BA   11   CR         2   TR  2   CH  8   NT  A             1/4   voff=80
BA   11   CR         2   TR  2   CH  8   NT  C             1/4   voff=80
BA   11   CR         2   TR  2   CH  8   NT  A-            1/4   voff=80
BA   11   CR         2   TR  7   CH  7   NT  A---          1/2   voff=80
BA   11   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   11   CR         2   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   11   CR     2+1/4   TR  2   CH  8   NT  B-            1/2   voff=80
BA   11   CR     2+1/4   TR  2   CH  8   NT  D'            1/2   voff=80
BA   11   CR     2+1/4   TR  2   CH  8   NT  B             1/2   voff=80
BA   11   CR     2+1/4   TR  2   CH  8   NT  D             1/2   voff=80
BA   11   CR     2+1/2   TR  4   CH  3   NT  A             3/8   voff=80
BA   11   CR     2+1/2   TR  4   CH  3   NT  E             3/8   voff=80
BA   11   CR     2+1/2   TR  4   CH  3   NT  C             3/8   voff=80
BA   11   CR     2+1/2   TR  7   CH  7   NT  A---          1/2   voff=80
BA   11   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   11   CR     2+2/3   TR  1   CH  1   NT  C'            1/2   voff=80
BA   11   CR     2+2/3   TR  1   CH  1   NT  A             1/2   voff=80
BA   11   CR     2+2/3   TR  1   CH  1   NT  C             1/2   voff=80
BA   11   CR     2+2/3   TR  1   CH  1   NT  A-            1/2   voff=80
BA   11   CR   2+11/12   TR  2   CH  8   NT  C'            1/2   voff=80
BA   11   CR   2+11/12   TR  2   CH  8   NT  A             1/2   voff=80
BA   11   CR   2+11/12   TR  2   CH  8   NT  C             1/2   voff=80
BA   11   CR   2+11/12   TR  2   CH  8   NT  A-            1/2   voff=80
BA   11   CR         3   TR  7   CH  7   NT  A--           1/2   voff=80
BA   11   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   11   CR         3   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   11   CR     3+1/3   TR  1   CH  1   NT  B-            1/2   voff=80
BA   11   CR     3+1/3   TR  1   CH  1   NT  B             1/2   voff=80
BA   11   CR     3+1/3   TR  1   CH  1   NT  G#            1/2   voff=80
BA   11   CR     3+1/3   TR  1   CH  1   NT  G#-           1/2   voff=80
BA   11   CR     3+1/2   TR  7   CH  7   NT  A---          1/2   voff=80
BA   11   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   11   CR    3+7/12   TR  2   CH  8   NT  B-            2/3   voff=80
BA   11   CR    3+7/12   TR  2   CH  8   NT  B             2/3   voff=80
BA   11   CR    3+7/12   TR  2   CH  8   NT  G#            2/3   voff=80
BA   11   CR    3+7/12   TR  2   CH  8   NT  G#-           2/3   voff=80

BA   12   CR         0   TR  1   CH  1   NT  A             1/2   voff=80
BA   12   CR         0   TR  1   CH  1   NT  F             1/2   voff=80
BA   12   CR         0   TR  1   CH  1   NT  A-            1/2   voff=80
BA   12   CR         0   TR  1   CH  1   NT  F-            1/2   voff=80
BA   12   CR         0   TR  4   CH  3   NT  G#            3/8   voff=80
BA   12   CR         0   TR  4   CH  3   NT  E             3/8   voff=80
BA   12   CR         0   TR  4   CH  3   NT  B-            3/8   voff=80
BA   12   CR         0   TR  6   CH  6   NT  D               2   voff=80
BA   12   CR         0   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   12   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   12   CR         0   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   12   CR       1/4   TR  2   CH  8   NT  A             1/2   voff=80
BA   12   CR       1/4   TR  2   CH  8   NT  F             1/2   voff=80
BA   12   CR       1/4   TR  2   CH  8   NT  A-            1/2   voff=80
BA   12   CR       1/4   TR  2   CH  8   NT  F-            1/2   voff=80
BA   12   CR       1/2   TR  4   CH  3   NT  G#            3/8   voff=80
BA   12   CR       1/2   TR  4   CH  3   NT  E             3/8   voff=80
BA   12   CR       1/2   TR  4   CH  3   NT  B-            3/8   voff=80
BA   12   CR       1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   12   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   12   CR       2/3   TR  1   CH  1   NT  E             1/2   voff=80
BA   12   CR       2/3   TR  1   CH  1   NT  G#            1/2   voff=80
BA   12   CR       2/3   TR  1   CH  1   NT  G#-           1/2   voff=80
BA   12   CR       2/3   TR  1   CH  1   NT  E-            1/2   voff=80
BA   12   CR     11/12   TR  2   CH  8   NT  E             1/2   voff=80
BA   12   CR     11/12   TR  2   CH  8   NT  G#            1/2   voff=80
BA   12   CR     11/12   TR  2   CH  8   NT  G#-           1/2   voff=80
BA   12   CR     11/12   TR  2   CH  8   NT  E-            1/2   voff=80
BA   12   CR         1   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   12   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   12   CR         1   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   12   CR     1+1/3   TR  1   CH  1   NT  A             1/2   voff=80
BA   12   CR     1+1/3   TR  1   CH  1   NT  F             1/2   voff=80
BA   12   CR     1+1/3   TR  1   CH  1   NT  A-            1/2   voff=80
BA   12   CR     1+1/3   TR  1   CH  1   NT  F-            1/2   voff=80
BA   12   CR     1+1/2   TR  4   CH  3   NT  G#            3/8   voff=80
BA   12   CR     1+1/2   TR  4   CH  3   NT  E             3/8   voff=80
BA   12   CR     1+1/2   TR  4   CH  3   NT  B-            3/8   voff=80
BA   12   CR     1+1/2   TR  7   CH  7   NT  G#---         1/4   voff=80
BA   12   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   12   CR    1+7/12   TR  2   CH  8   NT  A             1/2   voff=80
BA   12   CR    1+7/12   TR  2   CH  8   NT  F             1/2   voff=80
BA   12   CR    1+7/12   TR  2   CH  8   NT  A-            1/2   voff=80
BA   12   CR    1+7/12   TR  2   CH  8   NT  F-            1/2   voff=80
BA   12   CR     1+3/4   TR  7   CH  7   NT  G#---         1/4   voff=80
BA   12   CR         2   TR  1   CH  1   NT  B-            1/2   voff=80
BA   12   CR         2   TR  1   CH  1   NT  B             1/2   voff=80
BA   12   CR         2   TR  1   CH  1   NT  G#            1/2   voff=80
BA   12   CR         2   TR  1   CH  1   NT  G#-           1/2   voff=80
BA   12   CR         2   TR  4   CH  3   NT  G#            3/8   voff=80
BA   12   CR         2   TR  4   CH  3   NT  E             3/8   voff=80
BA   12   CR         2   TR  4   CH  3   NT  B-            3/8   voff=80
BA   12   CR         2   TR  6   CH  6   NT  E               2   voff=80
BA   12   CR         2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   12   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   12   CR         2   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   12   CR     2+1/4   TR  2   CH  8   NT  B-            1/2   voff=80
BA   12   CR     2+1/4   TR  2   CH  8   NT  B             1/2   voff=80
BA   12   CR     2+1/4   TR  2   CH  8   NT  G#            1/2   voff=80
BA   12   CR     2+1/4   TR  2   CH  8   NT  G#-           1/2   voff=80
BA   12   CR     2+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   12   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   12   CR     2+2/3   TR  1   CH  1   NT  C'            1/2   voff=80
BA   12   CR     2+2/3   TR  1   CH  1   NT  A             1/2   voff=80
BA   12   CR     2+2/3   TR  1   CH  1   NT  C             1/2   voff=80
BA   12   CR     2+2/3   TR  1   CH  1   NT  A-            1/2   voff=80
BA   12   CR   2+11/12   TR  2   CH  8   NT  C'            1/2   voff=80
BA   12   CR   2+11/12   TR  2   CH  8   NT  A             1/2   voff=80
BA   12   CR   2+11/12   TR  2   CH  8   NT  C             1/2   voff=80
BA   12   CR   2+11/12   TR  2   CH  8   NT  A-            1/2   voff=80
BA   12   CR         3   TR  4   CH  3   NT  G#            3/8   voff=80
BA   12   CR         3   TR  7   CH  7   NT  G#--          1/2   voff=80
BA   12   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   12   CR         3   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   12   CR     3+1/3   TR  1   CH  1   NT  B-            1/2   voff=80
BA   12   CR     3+1/3   TR  1   CH  1   NT  D'            1/2   voff=80
BA   12   CR     3+1/3   TR  1   CH  1   NT  B             1/2   voff=80
BA   12   CR     3+1/3   TR  1   CH  1   NT  D             1/2   voff=80
BA   12   CR     3+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   12   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   12   CR    3+7/12   TR  2   CH  8   NT  B-            2/3   voff=80
BA   12   CR    3+7/12   TR  2   CH  8   NT  D'            2/3   voff=80
BA   12   CR    3+7/12   TR  2   CH  8   NT  B             2/3   voff=80
BA   12   CR    3+7/12   TR  2   CH  8   NT  D             2/3   voff=80

BA   13   CR         0   TR  1   CH  1   NT  G-              2   voff=80
BA   13   CR         0   TR  1   CH  1   NT  D-              2   voff=80
BA   13   CR         0   TR  1   CH  1   NT  G               2   voff=80
BA   13   CR         0   TR  1   CH  1   NT  D               2   voff=80
BA   13   CR         0   TR  4   CH  3   NT  G           1+3/8   voff=80
BA   13   CR         0   TR  4   CH  3   NT  D           1+3/8   voff=80
BA   13   CR         0   TR  4   CH  3   NT  B-          1+3/8   voff=80
BA   13   CR         0   TR  6   CH  6   NT  D               4   voff=80
BA   13   CR         0   TR  7   CH  7   NT  G---          1/2   voff=80
BA   13   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   13   CR         0   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   13   CR       1/4   TR  2   CH  8   NT  G-              2   voff=80
BA   13   CR       1/4   TR  2   CH  8   NT  D-              2   voff=80
BA   13   CR       1/4   TR  2   CH  8   NT  G               2   voff=80
BA   13   CR       1/4   TR  2   CH  8   NT  D               2   voff=80
BA   13   CR       1/2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   13   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   13   CR         1   TR  7   CH  7   NT  G---          1/2   voff=80
BA   13   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   13   CR         1   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   13   CR     1+1/2   TR  4   CH  3   NT  G             3/8   voff=80
BA   13   CR     1+1/2   TR  4   CH  3   NT  D             3/8   voff=80
BA   13   CR     1+1/2   TR  4   CH  3   NT  B-            3/8   voff=80
BA   13   CR     1+1/2   TR  7   CH  7   NT  G---          1/4   voff=80
BA   13   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   13   CR     1+3/4   TR  7   CH  7   NT  G---          1/4   voff=80
BA   13   CR         2   TR  1   CH  1   NT  G'            1/2   voff=80
BA   13   CR         2   TR  1   CH  1   NT  D'            1/2   voff=80
BA   13   CR         2   TR  1   CH  1   NT  G             1/2   voff=80
BA   13   CR         2   TR  1   CH  1   NT  D             1/2   voff=80
BA   13   CR         2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   13   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   13   CR         2   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   13   CR     2+1/4   TR  2   CH  8   NT  G'            1/2   voff=80
BA   13   CR     2+1/4   TR  2   CH  8   NT  D'            1/2   voff=80
BA   13   CR     2+1/4   TR  2   CH  8   NT  G             1/2   voff=80
BA   13   CR     2+1/4   TR  2   CH  8   NT  D             1/2   voff=80
BA   13   CR     2+1/2   TR  4   CH  3   NT  D             3/8   voff=80
BA   13   CR     2+1/2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   13   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   13   CR     2+2/3   TR  1   CH  1   NT  G-            1/2   voff=80
BA   13   CR     2+2/3   TR  1   CH  1   NT  D-            1/2   voff=80
BA   13   CR     2+2/3   TR  1   CH  1   NT  G             1/2   voff=80
BA   13   CR     2+2/3   TR  1   CH  1   NT  D             1/2   voff=80
BA   13   CR   2+11/12   TR  2   CH  8   NT  G-            1/2   voff=80
BA   13   CR   2+11/12   TR  2   CH  8   NT  D-            1/2   voff=80
BA   13   CR   2+11/12   TR  2   CH  8   NT  G             1/2   voff=80
BA   13   CR   2+11/12   TR  2   CH  8   NT  D             1/2   voff=80
BA   13   CR         3   TR  7   CH  7   NT  G--           1/2   voff=80
BA   13   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   13   CR         3   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   13   CR     3+1/3   TR  1   CH  1   NT  G'            1/2   voff=80
BA   13   CR     3+1/3   TR  1   CH  1   NT  D'            1/2   voff=80
BA   13   CR     3+1/3   TR  1   CH  1   NT  G             1/2   voff=80
BA   13   CR     3+1/3   TR  1   CH  1   NT  D             1/2   voff=80
BA   13   CR     3+1/2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   13   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   13   CR    3+7/12   TR  2   CH  8   NT  G'            2/3   voff=80
BA   13   CR    3+7/12   TR  2   CH  8   NT  D'            2/3   voff=80
BA   13   CR    3+7/12   TR  2   CH  8   NT  G             2/3   voff=80
BA   13   CR    3+7/12   TR  2   CH  8   NT  D             2/3   voff=80

BA   14   CR         0   TR  1   CH  1   NT  F#'         1+1/2   voff=80
BA   14   CR         0   TR  1   CH  1   NT  A               2   voff=80
BA   14   CR         0   TR  1   CH  1   NT  F#          1+1/2   voff=80
BA   14   CR         0   TR  1   CH  1   NT  A-              2   voff=80
BA   14   CR         0   TR  4   CH  3   NT  F#            3/8   voff=80
BA   14   CR         0   TR  4   CH  3   NT  D             3/8   voff=80
BA   14   CR         0   TR  4   CH  3   NT  A-            3/8   voff=80
BA   14   CR         0   TR  6   CH  6   NT  D               2   voff=80
BA   14   CR         0   TR  7   CH  7   NT  F#---         1/2   voff=80
BA   14   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   14   CR         0   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   14   CR       1/4   TR  2   CH  8   NT  F#'         1+1/2   voff=80
BA   14   CR       1/4   TR  2   CH  8   NT  A               2   voff=80
BA   14   CR       1/4   TR  2   CH  8   NT  F#          1+1/2   voff=80
BA   14   CR       1/4   TR  2   CH  8   NT  A-              2   voff=80
BA   14   CR       1/2   TR  4   CH  3   NT  F#            3/8   voff=80
BA   14   CR       1/2   TR  4   CH  3   NT  D             3/8   voff=80
BA   14   CR       1/2   TR  4   CH  3   NT  A-            3/8   voff=80
BA   14   CR       1/2   TR  7   CH  7   NT  F#---         1/2   voff=80
BA   14   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   14   CR         1   TR  7   CH  7   NT  F#---         1/2   voff=80
BA   14   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   14   CR         1   TR  8   CH 10   NT  Eb-           1/4   voff=80
BA   14   CR     1+1/2   TR  1   CH  1   NT  E             1/8   voff=80
BA   14   CR     1+1/2   TR  1   CH  1   NT  E'            1/8   voff=80
BA   14   CR     1+1/2   TR  4   CH  3   NT  F#            3/8   voff=80
BA   14   CR     1+1/2   TR  4   CH  3   NT  D             3/8   voff=80
BA   14   CR     1+1/2   TR  4   CH  3   NT  A-            3/8   voff=80
BA   14   CR     1+1/2   TR  7   CH  7   NT  F#---         1/4   voff=80
BA   14   CR     1+1/2   TR  8   CH 10   NT  D--           1/4   voff=80
BA   14   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   14   CR     1+2/3   TR  1   CH  1   NT  F#'           1/8   voff=80
BA   14   CR     1+2/3   TR  1   CH  1   NT  F#            1/8   voff=80
BA   14   CR     1+3/4   TR  2   CH  8   NT  E             1/8   voff=80
BA   14   CR     1+3/4   TR  2   CH  8   NT  E'            1/8   voff=80
BA   14   CR     1+3/4   TR  7   CH  7   NT  F#---         1/4   voff=80
BA   14   CR     1+3/4   TR  8   CH 10   NT  D--           1/4   voff=80
BA   14   CR     1+5/6   TR  1   CH  1   NT  E'            1/8   voff=80
BA   14   CR     1+5/6   TR  1   CH  1   NT  E             1/8   voff=80
BA   14   CR   1+11/12   TR  2   CH  8   NT  F#'           1/8   voff=80
BA   14   CR   1+11/12   TR  2   CH  8   NT  F#            1/8   voff=80
BA   14   CR         2   TR  1   CH  1   NT  A           1+7/8   voff=80
BA   14   CR         2   TR  1   CH  1   NT  D           1+7/8   voff=80
BA   14   CR         2   TR  1   CH  1   NT  A-          1+7/8   voff=80
BA   14   CR         2   TR  1   CH  1   NT  D-          1+7/8   voff=80
BA   14   CR         2   TR  4   CH  3   NT  F#          1+7/8   voff=80
BA   14   CR         2   TR  4   CH  3   NT  D           1+7/8   voff=80
BA   14   CR         2   TR  4   CH  3   NT  A-          1+7/8   voff=80
BA   14   CR         2   TR  6   CH  6   NT  A-              2   voff=80
BA   14   CR         2   TR  7   CH  7   NT  F#---         1/2   voff=80
BA   14   CR         2   TR  8   CH 10   NT  F-            1/4   voff=80
BA   14   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   14   CR         2   TR  8   CH 10   NT  D--           1/4   voff=80
BA   14   CR    2+1/24   TR  5   CH  2   NT  D             1/8   von=111   voff=80
BA   14   CR    2+1/12   TR  2   CH  8   NT  E'            1/8   voff=80
BA   14   CR    2+1/12   TR  2   CH  8   NT  E             1/8   voff=80
BA   14   CR    2+1/12   TR  5   CH  2   NT  C             1/8   voff=80
BA   14   CR     2+1/8   TR  5   CH  2   NT  B-            1/8   voff=80
BA   14   CR     2+1/6   TR  5   CH  2   NT  A-            1/8   voff=80
BA   14   CR    2+5/24   TR  5   CH  2   NT  G-            1/8   voff=80
BA   14   CR     2+1/4   TR  2   CH  8   NT  A           1+7/8   voff=80
BA   14   CR     2+1/4   TR  2   CH  8   NT  D           1+7/8   voff=80
BA   14   CR     2+1/4   TR  2   CH  8   NT  A-          1+7/8   voff=80
BA   14   CR     2+1/4   TR  2   CH  8   NT  D-          1+7/8   voff=80
BA   14   CR     2+1/4   TR  5   CH  2   NT  F-            1/8   voff=80
BA   14   CR    2+7/24   TR  5   CH  2   NT  E-            1/8   voff=80
BA   14   CR     2+1/3   TR  5   CH  2   NT  D-            1/8   voff=80
BA   14   CR     2+3/8   TR  5   CH  2   NT  C-            1/8   voff=80
BA   14   CR    2+5/12   TR  5   CH  2   NT  B--           1/8   voff=80
BA   14   CR   2+11/24   TR  5   CH  2   NT  A--           1/8   voff=80
BA   14   CR     2+1/2   TR  5   CH  2   NT  G--           1/8   voff=80
BA   14   CR     2+1/2   TR  7   CH  7   NT  F#---         1/2   voff=80
BA   14   CR     2+1/2   TR  8   CH 10   NT  C-            1/4   voff=80
BA   14   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   14   CR   2+13/24   TR  5   CH  2   NT  F--           1/8   voff=80
BA   14   CR    2+7/12   TR  5   CH  2   NT  E--           1/8   voff=80
BA   14   CR     2+3/4   TR  8   CH 10   NT  C-            1/4   voff=80
BA   14   CR         3   TR  7   CH  7   NT  F#--          1/2   voff=80
BA   14   CR         3   TR  8   CH 10   NT  C-            1/4   voff=80
BA   14   CR     3+1/6   TR  5   CH  2   NT  E--           1/8   voff=80
BA   14   CR    3+5/24   TR  5   CH  2   NT  F--           1/8   voff=80
BA   14   CR     3+1/4   TR  5   CH  2   NT  G--           1/8   voff=80
BA   14   CR     3+1/4   TR  8   CH 10   NT  C-            1/4   voff=80
BA   14   CR    3+7/24   TR  5   CH  2   NT  A--           1/8   voff=80
BA   14   CR     3+1/3   TR  5   CH  2   NT  B--           1/8   voff=80
BA   14   CR     3+3/8   TR  5   CH  2   NT  C-            1/8   voff=80
BA   14   CR    3+5/12   TR  5   CH  2   NT  D-            1/8   voff=80
BA   14   CR   3+11/24   TR  5   CH  2   NT  E-            1/8   voff=80
BA   14   CR     3+1/2   TR  5   CH  2   NT  F-            1/8   voff=80
BA   14   CR     3+1/2   TR  7   CH  7   NT  F#---         1/2   voff=80
BA   14   CR     3+1/2   TR  8   CH 10   NT  B--           1/4   voff=80
BA   14   CR   3+13/24   TR  5   CH  2   NT  G-            1/8   voff=80
BA   14   CR    3+7/12   TR  5   CH  2   NT  A-            1/8   voff=80
BA   14   CR     3+5/8   TR  5   CH  2   NT  B-            1/8   voff=80
BA   14   CR     3+2/3   TR  5   CH  2   NT  C             1/8   voff=80
BA   14   CR   3+17/24   TR  5   CH  2   NT  D             1/8   voff=80
BA   14   CR     3+3/4   TR  5   CH  2   NT  E             1/8   voff=80
BA   14   CR     3+3/4   TR  8   CH 10   NT  A--           1/4   voff=80
BA   14   CR   3+19/24   TR  5   CH  2   NT  F             1/8   voff=80
BA   14   CR     3+5/6   TR  5   CH  2   NT  G             1/8   voff=80
BA   14   CR     3+7/8   TR  5   CH  2   NT  A             1/8   voff=80
BA   14   CR   3+11/12   TR  5   CH  2   NT  B             1/8   voff=80

BA   15   CR         0   TR  3   CH  4   NT  C''             2   von=95   voff=80
BA   15   CR         0   TR  4   CH  3   NT  C'          1+7/8   voff=80
BA   15   CR         0   TR  4   CH  3   NT  A           1+7/8   voff=80
BA   15   CR         0   TR  4   CH  3   NT  F           1+7/8   voff=80
BA   15   CR         0   TR  7   CH  7   NT  F---          1/2   voff=80
BA   15   CR         0   TR  8   CH 10   NT  C#-           1/4   voff=80
BA   15   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   15   CR      1/24   TR  5   CH  2   NT  C'          1+1/2   voff=80
BA   15   CR       1/2   TR  7   CH  7   NT  F---          1/2   voff=80
BA   15   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   15   CR         1   TR  7   CH  7   NT  F--           1/4   voff=80
BA   15   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   15   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   15   CR     1+1/4   TR  7   CH  7   NT  F---          1/2   voff=80
BA   15   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   15   CR   1+13/24   TR  5   CH  2   NT  B             1/8   voff=80
BA   15   CR   1+17/24   TR  5   CH  2   NT  C'            1/8   voff=80
BA   15   CR     1+3/4   TR  7   CH  7   NT  F---          1/4   voff=80
BA   15   CR     1+7/8   TR  5   CH  2   NT  B             1/8   voff=80
BA   15   CR         2   TR  3   CH  4   NT  A'              2   voff=80
BA   15   CR         2   TR  4   CH  3   NT  C'            1/2   voff=80
BA   15   CR         2   TR  4   CH  3   NT  A             1/2   voff=80
BA   15   CR         2   TR  4   CH  3   NT  F             1/2   voff=80
BA   15   CR         2   TR  7   CH  7   NT  F---          1/2   voff=80
BA   15   CR         2   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   15   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   15   CR    2+1/24   TR  5   CH  2   NT  A             1/2   voff=80
BA   15   CR     2+1/2   TR  7   CH  7   NT  F---          1/2   voff=80
BA   15   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   15   CR     2+2/3   TR  4   CH  3   NT  B             1/2   voff=80
BA   15   CR     2+2/3   TR  4   CH  3   NT  A             1/2   voff=80
BA   15   CR     2+2/3   TR  4   CH  3   NT  F             1/2   voff=80
BA   15   CR   2+17/24   TR  5   CH  2   NT  B             1/2   voff=80
BA   15   CR         3   TR  7   CH  7   NT  F--           1/2   voff=80
BA   15   CR         3   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   15   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   15   CR     3+1/3   TR  4   CH  3   NT  C'            1/2   voff=80
BA   15   CR     3+1/3   TR  4   CH  3   NT  A             1/2   voff=80
BA   15   CR     3+1/3   TR  4   CH  3   NT  F             1/2   voff=80
BA   15   CR     3+3/8   TR  5   CH  2   NT  C'            5/8   voff=80
BA   15   CR     3+1/2   TR  7   CH  7   NT  F---          1/2   voff=80
BA   15   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80

BA   16   CR         0   TR  3   CH  4   NT  B'              2   voff=80
BA   16   CR         0   TR  4   CH  3   NT  D'          1+7/8   voff=80
BA   16   CR         0   TR  4   CH  3   NT  B           1+7/8   voff=80
BA   16   CR         0   TR  4   CH  3   NT  G           1+7/8   voff=80
BA   16   CR         0   TR  7   CH  7   NT  F---          1/2   voff=80
BA   16   CR         0   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   16   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   16   CR      1/24   TR  5   CH  2   NT  D'              2   voff=80
BA   16   CR       1/2   TR  7   CH  7   NT  F---          1/2   voff=80
BA   16   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   16   CR         1   TR  7   CH  7   NT  F--           1/4   voff=80
BA   16   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
