
BA    1   CR         0   TR  0   CH 16   Tempo 170
BA    1   CR         0   TR  0   CH 16   Text type 3: ""
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 5, crotchets/32ndnote 98
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Piste 1"
BA   12   CR   1+23/48   TR  8   CH 15   ST &EE &00 &40
BA   12   CR   1+39/80   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR   1+39/80   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 1+239/480   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR 1+239/480   TR  8   CH 15   ST &EE &00 &41
BA   12   CR     1+1/2   TR  2   CH  3   NT  E-            1/4   voff=80
BA   12   CR     1+1/2   TR  2   CH  3   NT  E--           1/4   voff=80
BA   12   CR     1+1/2   TR  4   CH 10   NT  F#--          1/4   voff=80
BA   12   CR     1+1/2   TR  4   CH 10   NT  B---          1/4   voff=80
BA   12   CR  1+81/160   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR  1+81/160   TR  8   CH 15   ST &EE &00 &42
BA   12   CR   1+31/60   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR   1+31/60   TR  8   CH 15   ST &EE &00 &43
BA   12   CR   1+21/40   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR   1+21/40   TR  8   CH 15   ST &EE &00 &43
BA   12   CR 1+257/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 1+257/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  1+87/160   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  1+87/160   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 1+133/240   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 1+133/240   TR  8   CH 15   ST &EE &00 &44
BA   12   CR    1+9/16   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR    1+9/16   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 1+137/240   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 1+137/240   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  1+93/160   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR  1+93/160   TR  8   CH 15   ST &EE &00 &43
BA   12   CR 1+283/480   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR 1+283/480   TR  8   CH 15   ST &EE &00 &43
BA   12   CR     1+3/5   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR     1+3/5   TR  8   CH 15   ST &EE &00 &42
BA   12   CR  1+73/120   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR  1+73/120   TR  8   CH 15   ST &EE &00 &41
BA   12   CR  1+99/160   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR  1+99/160   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 1+301/480   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR 1+301/480   TR  8   CH 15   ST &EE &00 &40
BA   12   CR   1+61/96   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR   1+61/96   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR   1+31/48   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR   1+31/48   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR 1+157/240   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 1+157/240   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR 1+319/480   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR 1+319/480   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 1+323/480   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR 1+323/480   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR   1+41/60   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   1+41/60   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR  1+83/120   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR  1+83/120   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR    1+7/10   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR    1+7/10   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR 1+341/480   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 1+341/480   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   1+23/32   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   1+23/32   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   1+35/48   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR   1+35/48   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR   1+59/80   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR   1+59/80   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 1+359/480   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 1+359/480   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR     1+3/4   TR  4   CH 10   NT  F#--          1/4   voff=80
BA   12   CR     1+3/4   TR  4   CH 10   NT  B---          1/4   voff=80
BA   12   CR 1+121/160   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR 1+121/160   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR   1+23/30   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR   1+23/30   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR   1+31/40   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR   1+31/40   TR  8   CH 15   ST &EE &00 &40
BA   12   CR   1+47/60   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR   1+47/60   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 1+127/160   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR 1+127/160   TR  8   CH 15   ST &EE &00 &42
BA   12   CR   1+77/96   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR   1+77/96   TR  8   CH 15   ST &EE &00 &42
BA   12   CR   1+13/16   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR   1+13/16   TR  8   CH 15   ST &EE &00 &43
BA   12   CR 1+197/240   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR 1+197/240   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 1+133/160   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 1+133/160   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 1+403/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 1+403/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   1+17/20   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   1+17/20   TR  8   CH 15   ST &EE &00 &45
BA   12   CR 1+103/120   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 1+103/120   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   1+13/15   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   1+13/15   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 1+421/480   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR 1+421/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   1+85/96   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR   1+85/96   TR  8   CH 15   ST &EE &00 &43
BA   12   CR   1+43/48   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR   1+43/48   TR  8   CH 15   ST &EE &00 &42
BA   12   CR 1+217/240   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR 1+217/240   TR  8   CH 15   ST &EE &00 &42
BA   12   CR 1+439/480   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR 1+439/480   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 1+443/480   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR 1+443/480   TR  8   CH 15   ST &EE &00 &40
BA   12   CR 1+149/160   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR 1+149/160   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR 1+113/120   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR 1+113/120   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR   1+19/20   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR   1+19/20   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR 1+461/480   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR 1+461/480   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR   1+31/32   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR   1+31/32   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   1+47/48   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   1+47/48   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   1+79/80   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   1+79/80   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR 1+239/240   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 1+239/240   TR  8   CH 15   ST &EE &00 &3B
BA   12   CR         2   TR  2   CH  3   NT  Eb-           1/4   voff=80
BA   12   CR         2   TR  2   CH  3   NT  Eb--          1/4   voff=80
BA   12   CR         2   TR  4   CH 10   NT  F#--          1/4   voff=80
BA   12   CR         2   TR  4   CH 10   NT  C--           1/4   voff=80
BA   12   CR   2+1/160   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+1/160   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+7/480   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+7/480   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR    2+1/40   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR    2+1/40   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR    2+1/30   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR    2+1/30   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR   2+7/160   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR   2+7/160   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR    2+5/96   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR    2+5/96   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR    2+1/16   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR    2+1/16   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR  2+17/240   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR  2+17/240   TR  8   CH 15   ST &EE &00 &40
BA   12   CR  2+19/240   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR  2+19/240   TR  8   CH 15   ST &EE &00 &41
BA   12   CR  2+43/480   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR  2+43/480   TR  8   CH 15   ST &EE &00 &42
BA   12   CR  2+47/480   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR  2+47/480   TR  8   CH 15   ST &EE &00 &43
BA   12   CR  2+13/120   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR  2+13/120   TR  8   CH 15   ST &EE &00 &43
BA   12   CR    2+7/60   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR    2+7/60   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  2+61/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  2+61/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   2+13/96   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+13/96   TR  8   CH 15   ST &EE &00 &45
BA   12   CR    2+7/48   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR    2+7/48   TR  8   CH 15   ST &EE &00 &45
BA   12   CR  2+37/240   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  2+37/240   TR  8   CH 15   ST &EE &00 &45
BA   12   CR   2+13/80   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+13/80   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  2+83/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  2+83/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  2+29/160   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR  2+29/160   TR  8   CH 15   ST &EE &00 &43
BA   12   CR  2+23/120   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR  2+23/120   TR  8   CH 15   ST &EE &00 &43
BA   12   CR     2+1/5   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR     2+1/5   TR  8   CH 15   ST &EE &00 &42
BA   12   CR 2+101/480   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR 2+101/480   TR  8   CH 15   ST &EE &00 &41
BA   12   CR    2+7/32   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR    2+7/32   TR  8   CH 15   ST &EE &00 &40
BA   12   CR 2+109/480   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR 2+109/480   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR   2+19/80   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR   2+19/80   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR  2+59/240   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR  2+59/240   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR     2+1/4   TR  4   CH 10   NT  Bb--          1/4   voff=80
BA   12   CR  2+41/160   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR  2+41/160   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 2+127/480   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+127/480   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+11/40   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+11/40   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+17/60   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+17/60   TR  8   CH 15   ST &EE &00 &3B
BA   12   CR    2+7/24   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR    2+7/24   TR  8   CH 15   ST &EE &00 &3B
BA   12   CR   2+29/96   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+29/96   TR  8   CH 15   ST &EE &00 &3B
BA   12   CR 2+149/480   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+149/480   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR  2+77/240   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR  2+77/240   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR  2+79/240   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR  2+79/240   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 2+163/480   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 2+163/480   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 2+167/480   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 2+167/480   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR  2+43/120   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR  2+43/120   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR   2+11/30   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR   2+11/30   TR  8   CH 15   ST &EE &00 &40
BA   12   CR     2+3/8   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR     2+3/8   TR  8   CH 15   ST &EE &00 &41
BA   12   CR   2+37/96   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR   2+37/96   TR  8   CH 15   ST &EE &00 &42
BA   12   CR  2+63/160   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR  2+63/160   TR  8   CH 15   ST &EE &00 &42
BA   12   CR  2+97/240   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR  2+97/240   TR  8   CH 15   ST &EE &00 &43
BA   12   CR   2+33/80   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+33/80   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 2+203/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 2+203/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  2+69/160   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  2+69/160   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  2+53/120   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  2+53/120   TR  8   CH 15   ST &EE &00 &45
BA   12   CR    2+9/20   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR    2+9/20   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   2+11/24   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+11/24   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   2+15/32   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+15/32   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 2+229/480   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR 2+229/480   TR  8   CH 15   ST &EE &00 &43
BA   12   CR   2+39/80   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR   2+39/80   TR  8   CH 15   ST &EE &00 &42
BA   12   CR 2+119/240   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR 2+119/240   TR  8   CH 15   ST &EE &00 &42
BA   12   CR     2+1/2   TR  2   CH  3   NT  E-            1/4   voff=80
BA   12   CR     2+1/2   TR  2   CH  3   NT  E--           1/4   voff=80
BA   12   CR     2+1/2   TR  4   CH 10   NT  F#--          1/4   voff=80
BA   12   CR     2+1/2   TR  4   CH 10   NT  B---          1/4   voff=80
BA   12   CR     2+1/2   TR  6   CH  9   NT  F             1/2   voff=80
BA   12   CR     2+1/2   TR  6   CH  9   NT  Eb            1/2   voff=80
BA   12   CR  2+81/160   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR  2+81/160   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 2+247/480   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR 2+247/480   TR  8   CH 15   ST &EE &00 &40
BA   12   CR 2+251/480   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR 2+251/480   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR    2+8/15   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR    2+8/15   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR   2+13/24   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR   2+13/24   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR   2+53/96   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR   2+53/96   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 2+269/480   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+269/480   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR 2+137/240   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+137/240   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR 2+139/240   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+139/240   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+47/80   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+47/80   TR  8   CH 15   ST &EE &00 &3B
BA   12   CR 2+287/480   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+287/480   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR  2+97/160   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR  2+97/160   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+37/60   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+37/60   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR     2+5/8   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR     2+5/8   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR   2+61/96   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR   2+61/96   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR 2+103/160   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 2+103/160   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR 2+157/240   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR 2+157/240   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR   2+53/80   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR   2+53/80   TR  8   CH 15   ST &EE &00 &40
BA   12   CR 2+161/240   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR 2+161/240   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 2+109/160   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR 2+109/160   TR  8   CH 15   ST &EE &00 &42
BA   12   CR 2+331/480   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR 2+331/480   TR  8   CH 15   ST &EE &00 &42
BA   12   CR    2+7/10   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR    2+7/10   TR  8   CH 15   ST &EE &00 &43
BA   12   CR   2+17/24   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+17/24   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   2+23/32   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+23/32   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 2+349/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 2+349/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   2+59/80   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   2+59/80   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 2+179/240   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 2+179/240   TR  8   CH 15   ST &EE &00 &44
BA   12   CR     2+3/4   TR  4   CH 10   NT  F#--          1/4   voff=80
BA   12   CR     2+3/4   TR  4   CH 10   NT  C--           1/4   voff=80
BA   12   CR 2+181/240   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 2+181/240   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 2+367/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR 2+367/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR 2+371/480   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR 2+371/480   TR  8   CH 15   ST &EE &00 &43
BA   12   CR   2+47/60   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR   2+47/60   TR  8   CH 15   ST &EE &00 &42
BA   12   CR   2+19/24   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR   2+19/24   TR  8   CH 15   ST &EE &00 &42
BA   12   CR   2+77/96   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR   2+77/96   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 2+389/480   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR 2+389/480   TR  8   CH 15   ST &EE &00 &40
BA   12   CR 2+131/160   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR 2+131/160   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR 2+199/240   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 2+199/240   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR   2+67/80   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR   2+67/80   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR 2+407/480   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR 2+407/480   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 2+137/160   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+137/160   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+13/15   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+13/15   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR     2+7/8   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR     2+7/8   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+53/60   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+53/60   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR 2+143/160   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+143/160   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR 2+433/480   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR 2+433/480   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR   2+73/80   TR  3   CH  6   ST &E5 &00 &3C
BA   12   CR   2+73/80   TR  8   CH 15   ST &EE &00 &3C
BA   12   CR 2+221/240   TR  3   CH  6   ST &E5 &00 &3D
BA   12   CR 2+221/240   TR  8   CH 15   ST &EE &00 &3D
BA   12   CR 2+149/160   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 2+149/160   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR 2+451/480   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR 2+451/480   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR   2+19/20   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR   2+19/20   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR   2+23/24   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR   2+23/24   TR  8   CH 15   ST &EE &00 &40
BA   12   CR   2+29/30   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR   2+29/30   TR  8   CH 15   ST &EE &00 &41
BA   12   CR 2+469/480   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR 2+469/480   TR  8   CH 15   ST &EE &00 &42
BA   12   CR 2+473/480   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR 2+473/480   TR  8   CH 15   ST &EE &00 &42
BA   12   CR 2+239/240   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR 2+239/240   TR  8   CH 15   ST &EE &00 &43
BA   12   CR         3   TR  2   CH  3   NT  F-            1/4   voff=80
BA   12   CR         3   TR  2   CH  3   NT  F--           1/4   voff=80
BA   12   CR         3   TR  4   CH 10   NT  F#--          1/4   voff=80
BA   12   CR         3   TR  4   CH 10   NT  D--           1/4   voff=80
BA   12   CR   3+1/240   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   3+1/240   TR  8   CH 15   ST &EE &00 &44
BA   12   CR   3+7/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR   3+7/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  3+11/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  3+11/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR    3+1/30   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR    3+1/30   TR  8   CH 15   ST &EE &00 &44
BA   12   CR    3+1/24   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR    3+1/24   TR  8   CH 15   ST &EE &00 &44
BA   12   CR    3+1/20   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR    3+1/20   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  3+29/480   TR  3   CH  6   ST &E5 &00 &44
BA   12   CR  3+29/480   TR  8   CH 15   ST &EE &00 &44
BA   12   CR  3+11/160   TR  3   CH  6   ST &E5 &00 &43
BA   12   CR  3+11/160   TR  8   CH 15   ST &EE &00 &43
BA   12   CR  3+19/240   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR  3+19/240   TR  8   CH 15   ST &EE &00 &42
BA   12   CR    3+7/80   TR  3   CH  6   ST &E5 &00 &42
BA   12   CR    3+7/80   TR  8   CH 15   ST &EE &00 &42
BA   12   CR  3+47/480   TR  3   CH  6   ST &E5 &00 &41
BA   12   CR  3+47/480   TR  8   CH 15   ST &EE &00 &41
BA   12   CR  3+17/160   TR  3   CH  6   ST &E5 &00 &40
BA   12   CR  3+17/160   TR  8   CH 15   ST &EE &00 &40
BA   12   CR   3+11/96   TR  3   CH  6   ST &E5 &00 &3F
BA   12   CR   3+11/96   TR  8   CH 15   ST &EE &00 &3F
BA   12   CR     3+1/8   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR     3+1/8   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR    3+2/15   TR  3   CH  6   ST &E5 &00 &3E
BA   12   CR    3+2/15   TR  8   CH 15   ST &EE &00 &3E
BA   12   CR  3+23/160   TR  3   CH  6   ST &E5 &00 &3D
