
BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   Text type 3: "Brave Way"
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 7, crotchets/32ndnote 161
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Strings 3 #5 (MIDI)"
BA   14   CR         2   TR  4   CH  4   NT  G-              2   voff=80
BA   14   CR         2   TR  5   CH  5   NT  G-              2   voff=80
BA   14   CR         2   TR  5   CH  5   NT  E-              2   voff=80
BA   14   CR         2   TR  6   CH  6   NT  C-              2   voff=80
BA   14   CR         2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   14   CR     2+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   14   CR     2+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   14   CR     2+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   14   CR     2+1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   14   CR     2+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   14   CR     3+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   14   CR     3+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   14   CR     3+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   14   CR     3+1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   14   CR     3+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   14   CR     3+3/4   TR  9   CH 10   NT  E--           1/8   von=79   voff=80

BA   15   CR         0   TR  1   CH  1   NT  A'              2   voff=80
BA   15   CR         0   TR  1   CH  1   NT  F#              2   voff=80
BA   15   CR         0   TR  1   CH  1   NT  A               2   voff=80
BA   15   CR         0   TR  1   CH  1   NT  D--           1/4   voff=80
BA   15   CR         0   TR  2   CH  2   NT  A-            1/4   voff=80
BA   15   CR         0   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   15   CR         0   TR  2   CH  2   NT  D-            1/4   voff=80
BA   15   CR         0   TR  3   CH  3   NT  A           1+7/8   voff=80
BA   15   CR         0   TR  4   CH  4   NT  A-              2   voff=80
BA   15   CR         0   TR  5   CH  5   NT  A-              2   voff=80
BA   15   CR         0   TR  5   CH  5   NT  F#-             2   voff=80
BA   15   CR         0   TR  6   CH  6   NT  D-              2   voff=80
BA   15   CR         0   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   15   CR       1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   15   CR       1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   15   CR       1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   15   CR       1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   15   CR       1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   15   CR         1   TR  9   CH 10   NT  E--           1/8   voff=80
BA   15   CR     1+1/8   TR  9   CH 10   NT  E--           1/8   voff=80
BA   15   CR     1+1/4   TR  9   CH 10   NT  E--           1/8   von=63   voff=80
BA   15   CR     1+1/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   15   CR    1+5/12   TR  9   CH 10   NT  E--          1/24   von=79   voff=80
BA   15   CR     1+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   15   CR     1+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   15   CR     1+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   15   CR     1+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   15   CR     1+1/2   TR  9   CH 10   NT  E--          1/24   voff=80
BA   15   CR    1+7/12   TR  9   CH 10   NT  E--          1/24   voff=80
BA   15   CR     1+2/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   15   CR         2   TR  1   CH  1   NT  B'              2   voff=80
BA   15   CR         2   TR  1   CH  1   NT  E               2   voff=80
BA   15   CR         2   TR  1   CH  1   NT  G               2   voff=80
BA   15   CR         2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   15   CR         2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   15   CR         2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   15   CR         2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   15   CR         2   TR  3   CH  3   NT  B           1+7/8   voff=80
BA   15   CR         2   TR  4   CH  4   NT  B-              2   voff=80
BA   15   CR         2   TR  5   CH  5   NT  G-              2   voff=80
BA   15   CR         2   TR  5   CH  5   NT  E-              2   voff=80
BA   15   CR         2   TR  6   CH  6   NT  C-              2   voff=80
BA   15   CR         2   TR 10   CH  9   NT  G---        1+7/8   voff=80
BA   15   CR    2+1/24   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   15   CR     2+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   15   CR     2+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   15   CR     2+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   15   CR     2+1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   15   CR   2+13/24   TR  9   CH 10   NT  E--           1/8   voff=80
BA   15   CR     3+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   15   CR     3+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   15   CR     3+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   15   CR     3+1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   15   CR   3+13/24   TR  9   CH 10   NT  E--           1/8   voff=80
BA   15   CR   3+19/24   TR  9   CH 10   NT  E--           1/8   voff=80

BA   16   CR         0   TR  1   CH  1   NT  A'            3/4   voff=80
BA   16   CR         0   TR  1   CH  1   NT  F#              2   voff=80
BA   16   CR         0   TR  1   CH  1   NT  A               2   voff=80
BA   16   CR         0   TR  1   CH  1   NT  D--           1/4   voff=80
BA   16   CR         0   TR  2   CH  2   NT  A-            1/4   voff=80
BA   16   CR         0   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   16   CR         0   TR  2   CH  2   NT  D-            1/4   voff=80
BA   16   CR         0   TR  3   CH  3   NT  A             5/8   voff=80
BA   16   CR         0   TR  4   CH  4   NT  A-            3/4   voff=80
BA   16   CR         0   TR  5   CH  5   NT  A-              2   voff=80
BA   16   CR         0   TR  5   CH  5   NT  F#-             2   voff=80
BA   16   CR         0   TR  6   CH  6   NT  D-              2   voff=80
BA   16   CR         0   TR  9   CH 10   NT  E--           1/8   voff=80
BA   16   CR       1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   16   CR       1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   16   CR       1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   16   CR       1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   16   CR       1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   16   CR       3/4   TR  1   CH  1   NT  G'            3/4   voff=80
BA   16   CR       3/4   TR  3   CH  3   NT  G             5/8   voff=80
BA   16   CR       3/4   TR  4   CH  4   NT  G-            3/4   voff=80
BA   16   CR     1+1/2   TR  1   CH  1   NT  F#'           1/2   voff=80
BA   16   CR     1+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   16   CR     1+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   16   CR     1+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   16   CR     1+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   16   CR     1+1/2   TR  3   CH  3   NT  F#            3/8   voff=80
BA   16   CR     1+1/2   TR  4   CH  4   NT  F#-           1/2   voff=80
BA   16   CR     1+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   16   CR         2   TR  1   CH  1   NT  E'              4   voff=80
BA   16   CR         2   TR  1   CH  1   NT  B               3   voff=80
BA   16   CR         2   TR  1   CH  1   NT  G               3   voff=80
BA   16   CR         2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   16   CR         2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   16   CR         2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   16   CR         2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   16   CR         2   TR  3   CH  3   NT  E           3+7/8   voff=80
BA   16   CR         2   TR  4   CH  4   NT  E-              4   voff=80
BA   16   CR         2   TR  5   CH  5   NT  B-              4   voff=80
BA   16   CR         2   TR  5   CH  5   NT  G-              4   voff=80
BA   16   CR         2   TR  6   CH  6   NT  E-              4   voff=80
BA   16   CR         2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   16   CR         2   TR 10   CH  9   NT  G---        1+7/8   voff=80
BA   16   CR     2+1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   16   CR     2+1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   16   CR     2+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   16   CR     2+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   16   CR     2+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   16   CR     3+1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   16   CR     3+1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   16   CR     3+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   16   CR     3+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   16   CR     3+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   16   CR     3+3/4   TR  9   CH 10   NT  E--           1/8   von=79   voff=80

BA   17   CR         0   TR  1   CH  1   NT  E--           1/4   voff=80
BA   17   CR         0   TR  2   CH  2   NT  B-            1/4   voff=80
BA   17   CR         0   TR  2   CH  2   NT  G-            1/4   voff=80
BA   17   CR         0   TR  2   CH  2   NT  E-            1/4   voff=80
BA   17   CR         0   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   17   CR         0   TR 10   CH  9   NT  E--           7/8   voff=80
BA   17   CR       1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   17   CR       1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   17   CR       1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   17   CR       1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   17   CR       1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   17   CR         1   TR  9   CH 10   NT  E--           1/8   voff=80
BA   17   CR         1   TR 10   CH  9   NT  E--           1/8   von=31   voff=80
BA   17   CR     1+1/8   TR  9   CH 10   NT  E--           1/8   voff=80
BA   17   CR     1+1/8   TR 10   CH  9   NT  E--           1/8   voff=80
BA   17   CR     1+1/4   TR  9   CH 10   NT  E--           1/8   von=63   voff=80
BA   17   CR     1+1/4   TR 10   CH  9   NT  E--           1/8   von=47   voff=80
BA   17   CR     1+1/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   17   CR     1+3/8   TR 10   CH  9   NT  E--           1/8   voff=80
BA   17   CR    1+5/12   TR  9   CH 10   NT  E--          1/24   von=79   voff=80
BA   17   CR     1+1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   17   CR     1+1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   17   CR     1+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   17   CR     1+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   17   CR     1+1/2   TR  9   CH 10   NT  E--          1/24   voff=80
BA   17   CR     1+1/2   TR 10   CH  9   NT  E--           1/8   von=63   voff=80
BA   17   CR    1+7/12   TR  9   CH 10   NT  E--          1/24   voff=80
BA   17   CR     1+5/8   TR 10   CH  9   NT  E--           1/8   von=79   voff=80
BA   17   CR     1+2/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   17   CR     1+3/4   TR 10   CH  9   NT  E--           1/8   von=95   voff=80
BA   17   CR     1+7/8   TR 10   CH  9   NT  E--           1/8   voff=80
BA   17   CR         2   TR  1   CH  1   NT  G''           3/4   voff=80
BA   17   CR         2   TR  1   CH  1   NT  G               4   voff=80
BA   17   CR         2   TR  1   CH  1   NT  C'              4   voff=80
BA   17   CR         2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   17   CR         2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   17   CR         2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   17   CR         2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   17   CR         2   TR  3   CH  3   NT  C           1+7/8   voff=80
BA   17   CR         2   TR  4   CH  4   NT  C-              2   voff=80
BA   17   CR         2   TR  5   CH  5   NT  G-              4   voff=80
BA   17   CR         2   TR  5   CH  5   NT  E-              4   voff=80
BA   17   CR         2   TR  6   CH  6   NT  C-              4   voff=80
BA   17   CR         2   TR  7   CH  7   NT  G''           3/4   von=95   voff=80
BA   17   CR         2   TR 10   CH  9   NT  E--             2   voff=80
BA   17   CR         2   TR 10   CH  9   NT  E---            2   voff=80
BA   17   CR    2+1/24   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   17   CR    2+1/24   TR  9   CH 10   NT  A-            1/8   voff=80
BA   17   CR     2+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   17   CR     2+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   17   CR     2+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   17   CR     2+1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   17   CR   2+13/24   TR  9   CH 10   NT  E--           1/8   voff=80
BA   17   CR     2+3/4   TR  1   CH  1   NT  F#''          3/4   voff=80
BA   17   CR     2+3/4   TR  7   CH  7   NT  F#''          3/4   voff=80
BA   17   CR     3+1/2   TR  1   CH  1   NT  E''           1/2   voff=80
BA   17   CR     3+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   17   CR     3+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   17   CR     3+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   17   CR     3+1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   17   CR     3+1/2   TR  7   CH  7   NT  E''           1/2   voff=80
BA   17   CR   3+13/24   TR  9   CH 10   NT  E--           1/8   voff=80
BA   17   CR   3+19/24   TR  9   CH 10   NT  E--           1/8   voff=80

BA   18   CR         0   TR  1   CH  1   NT  A'            3/4   voff=80
BA   18   CR         0   TR  1   CH  1   NT  C--           1/4   voff=80
BA   18   CR         0   TR  2   CH  2   NT  G-            1/4   voff=80
BA   18   CR         0   TR  2   CH  2   NT  E-            1/4   voff=80
BA   18   CR         0   TR  2   CH  2   NT  C-            1/4   voff=80
BA   18   CR         0   TR  3   CH  3   NT  D             7/8   voff=80
BA   18   CR         0   TR  4   CH  4   NT  D-              1   voff=80
BA   18   CR         0   TR  7   CH  7   NT  A'            3/4   voff=80
BA   18   CR         0   TR  9   CH 10   NT  E--           1/8   voff=80
BA   18   CR       1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   18   CR       1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   18   CR       1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   18   CR       1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   18   CR       1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   18   CR       3/4   TR  1   CH  1   NT  G'            3/4   voff=80
BA   18   CR       3/4   TR  7   CH  7   NT  G'            3/4   voff=80
BA   18   CR         1   TR  3   CH  3   NT  E             7/8   voff=80
BA   18   CR         1   TR  4   CH  4   NT  E-              1   voff=80
BA   18   CR     1+1/2   TR  1   CH  1   NT  F#'           1/2   voff=80
BA   18   CR     1+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   18   CR     1+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   18   CR     1+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   18   CR     1+1/2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   18   CR     1+1/2   TR  7   CH  7   NT  F#'           1/2   voff=80
BA   18   CR         2   TR  1   CH  1   NT  D'              4   voff=80
BA   18   CR         2   TR  1   CH  1   NT  A               4   voff=80
BA   18   CR         2   TR  1   CH  1   NT  F#              4   voff=80
BA   18   CR         2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   18   CR         2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   18   CR         2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   18   CR         2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   18   CR         2   TR  3   CH  3   NT  F#          1+7/8   voff=80
BA   18   CR         2   TR  4   CH  4   NT  F#-             2   voff=80
BA   18   CR         2   TR  5   CH  5   NT  A-              4   voff=80
BA   18   CR         2   TR  5   CH  5   NT  F#-             4   voff=80
BA   18   CR         2   TR  6   CH  6   NT  D-              4   voff=80
BA   18   CR         2   TR  7   CH  7   NT  D'              4   voff=80
BA   18   CR         2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   18   CR     2+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   18   CR     2+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   18   CR     2+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   18   CR     2+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   18   CR     2+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   18   CR     3+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   18   CR     3+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   18   CR     3+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   18   CR     3+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   18   CR     3+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   18   CR     3+3/4   TR  9   CH 10   NT  E--           1/8   von=79   voff=80

BA   19   CR         0   TR  1   CH  1   NT  D--           1/4   voff=80
BA   19   CR         0   TR  2   CH  2   NT  A-            1/4   voff=80
BA   19   CR         0   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   19   CR         0   TR  2   CH  2   NT  D-            1/4   voff=80
BA   19   CR         0   TR  3   CH  3   NT  A           1+7/8   voff=80
BA   19   CR         0   TR  4   CH  4   NT  A-              2   voff=80
BA   19   CR         0   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   19   CR       1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   19   CR       1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   19   CR       1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   19   CR       1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   19   CR       1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   19   CR         1   TR  9   CH 10   NT  E--           1/8   voff=80
BA   19   CR     1+1/8   TR  9   CH 10   NT  E--           1/8   voff=80
BA   19   CR     1+1/4   TR  9   CH 10   NT  E--           1/8   von=63   voff=80
BA   19   CR     1+1/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   19   CR    1+5/12   TR  9   CH 10   NT  E--          1/24   von=79   voff=80
BA   19   CR     1+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   19   CR     1+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   19   CR     1+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   19   CR     1+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   19   CR     1+1/2   TR  9   CH 10   NT  E--          1/24   voff=80
BA   19   CR    1+7/12   TR  9   CH 10   NT  E--          1/24   voff=80
BA   19   CR     1+2/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   19   CR         2   TR  1   CH  1   NT  E'              2   voff=80
BA   19   CR         2   TR  1   CH  1   NT  B               4   voff=80
BA   19   CR         2   TR  1   CH  1   NT  G               4   voff=80
BA   19   CR         2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   19   CR         2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   19   CR         2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   19   CR         2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   19   CR         2   TR  3   CH  3   NT  G           1+3/8   voff=80
BA   19   CR         2   TR  4   CH  4   NT  G-          1+1/2   voff=80
BA   19   CR         2   TR  5   CH  5   NT  B-              4   voff=80
BA   19   CR         2   TR  5   CH  5   NT  G-              4   voff=80
BA   19   CR         2   TR  6   CH  6   NT  E-              4   voff=80
BA   19   CR         2   TR  7   CH  7   NT  E'              2   voff=80
BA   19   CR    2+1/24   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   19   CR     2+1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   19   CR     2+1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   19   CR     2+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   19   CR     2+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   19   CR   2+13/24   TR  9   CH 10   NT  E--           1/8   voff=80
BA   19   CR     3+1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   19   CR     3+1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   19   CR     3+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   19   CR     3+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   19   CR     3+1/2   TR  3   CH  3   NT  D'          1+3/8   voff=80
BA   19   CR     3+1/2   TR  4   CH  4   NT  D           1+1/2   voff=80
BA   19   CR   3+13/24   TR  9   CH 10   NT  E--           1/8   voff=80
BA   19   CR   3+19/24   TR  9   CH 10   NT  E--           1/8   voff=80

BA   20   CR         0   TR  1   CH  1   NT  F#'             1   voff=80
BA   20   CR         0   TR  1   CH  1   NT  E--           1/4   voff=80
BA   20   CR         0   TR  2   CH  2   NT  B-            1/4   voff=80
BA   20   CR         0   TR  2   CH  2   NT  G-            1/4   voff=80
BA   20   CR         0   TR  2   CH  2   NT  E-            1/4   voff=80
BA   20   CR         0   TR  7   CH  7   NT  F#'             1   voff=80
BA   20   CR         0   TR  9   CH 10   NT  E--           1/8   voff=80
BA   20   CR       1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   20   CR       1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   20   CR       1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   20   CR       1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   20   CR       1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   20   CR         1   TR  1   CH  1   NT  G'              1   voff=80
BA   20   CR         1   TR  3   CH  3   NT  G           2+7/8   voff=80
BA   20   CR         1   TR  4   CH  4   NT  G-              3   voff=80
BA   20   CR         1   TR  7   CH  7   NT  G'              1   voff=80
BA   20   CR     1+1/2   TR  1   CH  1   NT  E--           1/4   voff=80
BA   20   CR     1+1/2   TR  2   CH  2   NT  B-            1/4   voff=80
BA   20   CR     1+1/2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   20   CR     1+1/2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   20   CR     1+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   20   CR         2   TR  1   CH  1   NT  A'              4   voff=80
BA   20   CR         2   TR  1   CH  1   NT  A               4   voff=80
BA   20   CR         2   TR  1   CH  1   NT  G           1+1/2   voff=80
BA   20   CR         2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   20   CR         2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   20   CR         2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   20   CR         2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   20   CR         2   TR  5   CH  5   NT  G-              2   voff=80
BA   20   CR         2   TR  5   CH  5   NT  A-              4   voff=80
BA   20   CR         2   TR  6   CH  6   NT  D-              4   voff=80
BA   20   CR         2   TR  7   CH  7   NT  A'              4   voff=80
BA   20   CR         2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   20   CR     2+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   20   CR     2+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   20   CR     2+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   20   CR     2+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   20   CR     2+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   20   CR     3+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   20   CR     3+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   20   CR     3+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   20   CR     3+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   20   CR     3+1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   20   CR     3+3/4   TR  9   CH 10   NT  E--           1/8   von=79   voff=80

BA   21   CR         0   TR  1   CH  1   NT  F#          1+1/2   voff=80
BA   21   CR         0   TR  1   CH  1   NT  D--           1/4   voff=80
BA   21   CR         0   TR  2   CH  2   NT  A-            1/4   voff=80
BA   21   CR         0   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   21   CR         0   TR  2   CH  2   NT  D-            1/4   voff=80
BA   21   CR         0   TR  3   CH  3   NT  F#          1+7/8   voff=80
BA   21   CR         0   TR  4   CH  4   NT  F#-             2   voff=80
BA   21   CR         0   TR  5   CH  5   NT  F#-             2   voff=80
BA   21   CR         0   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   21   CR       1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   21   CR       1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   21   CR       1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   21   CR       1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   21   CR       1/2   TR  9   CH 10   NT  E--           1/8   voff=80
BA   21   CR         1   TR  9   CH 10   NT  E--           1/8   voff=80
BA   21   CR     1+1/8   TR  9   CH 10   NT  E--           1/8   voff=80
BA   21   CR     1+1/4   TR  9   CH 10   NT  E--           1/8   von=63   voff=80
BA   21   CR     1+1/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   21   CR    1+5/12   TR  9   CH 10   NT  E--          1/24   von=79   voff=80
BA   21   CR     1+1/2   TR  1   CH  1   NT  D--           1/4   voff=80
BA   21   CR     1+1/2   TR  2   CH  2   NT  A-            1/4   voff=80
BA   21   CR     1+1/2   TR  2   CH  2   NT  F#-           1/4   voff=80
BA   21   CR     1+1/2   TR  2   CH  2   NT  D-            1/4   voff=80
BA   21   CR     1+1/2   TR  9   CH 10   NT  E--          1/24   voff=80
BA   21   CR    1+7/12   TR  9   CH 10   NT  E--          1/24   voff=80
BA   21   CR     1+2/3   TR  9   CH 10   NT  E--          1/24   voff=80
BA   21   CR         2   TR  1   CH  1   NT  G''           3/4   voff=80
BA   21   CR         2   TR  1   CH  1   NT  G               4   voff=80
BA   21   CR         2   TR  1   CH  1   NT  C'              4   voff=80
BA   21   CR         2   TR  1   CH  1   NT  C--           1/4   voff=80
BA   21   CR         2   TR  2   CH  2   NT  G-            1/4   voff=80
BA   21   CR         2   TR  2   CH  2   NT  E-            1/4   voff=80
BA   21   CR         2   TR  2   CH  2   NT  C-            1/4   voff=80
BA   21   CR         2   TR  3   CH  3   NT  C           1+7/8   voff=80
BA   21   CR         2   TR  4   CH  4   NT  C-              2   voff=80
BA   21   CR         2   TR  5   CH  5   NT  G-              4   voff=80
BA   21   CR         2   TR  5   CH  5   NT  E-              4   voff=80
BA   21   CR         2   TR  6   CH  6   NT  C-              4   voff=80
BA   21   CR         2   TR  7   CH  7   NT  G''           3/4   voff=80
BA   21   CR         2   TR 10   CH  9   NT  G---        1+7/8   voff=80
BA   21   CR    2+1/24   TR  9   CH 10   NT  E--           1/8   von=95   voff=80
BA   21   CR     2+1/2   TR  1   CH  1   NT  C--           1/4   voff=80
