
BA    1   CR         0   TR  0   CH 16   Tempo 95
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "bass"
BA    7   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA    7   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA    7   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA    7   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA    7   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA    7   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA    7   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA    7   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA    7   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA    7   CR       3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA    7   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA    7   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA    7   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA    7   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA    7   CR         1   TR  4   CH  4   NT  A--         71/96   voff=99
BA    7   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA    7   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA    7   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA    7   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA    7   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA    7   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA    7   CR     1+3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA    7   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA    7   CR         2   TR  4   CH  4   NT  A--         23/96   voff=99
BA    7   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA    7   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA    7   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA    7   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA    7   CR     2+1/2   TR  4   CH  4   NT  A--         23/96   voff=99
BA    7   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA    7   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA    7   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA    7   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA    7   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA    7   CR         3   TR  4   CH  4   NT  F--         23/96   voff=99
BA    7   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA    7   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA    7   CR     3+1/2   TR  4   CH  4   NT  C--         23/96   voff=99
BA    7   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA    8   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA    8   CR         0   TR  4   CH  4   NT  C-        2+95/96   voff=99
BA    8   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA    8   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA    8   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA    8   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA    8   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA    8   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA    8   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA    8   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA    8   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA    8   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA    8   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA    8   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA    8   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA    8   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA    8   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA    8   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA    8   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA    8   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA    8   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA    8   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA    8   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA    8   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA    8   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA    8   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA    8   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA    8   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA    8   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA    8   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA    8   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA    8   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA    8   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA    8   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102
BA    8   CR     3+3/4   TR  4   CH  4   NT  D-          23/96   voff=99

BA    9   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA    9   CR         0   TR  4   CH  4   NT  Eb-         71/96   voff=99
BA    9   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA    9   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA    9   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA    9   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA    9   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA    9   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA    9   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA    9   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA    9   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA    9   CR       3/4   TR  4   CH  4   NT  D-          23/96   voff=99
BA    9   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA    9   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA    9   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA    9   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA    9   CR         1   TR  4   CH  4   NT  C-          71/96   voff=99
BA    9   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA    9   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA    9   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA    9   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA    9   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA    9   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA    9   CR     1+3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA    9   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA    9   CR         2   TR  4   CH  4   NT  A--         23/96   voff=99
BA    9   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA    9   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA    9   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA    9   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA    9   CR     2+1/2   TR  4   CH  4   NT  C-          23/96   voff=99
BA    9   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA    9   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA    9   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA    9   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA    9   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA    9   CR         3   TR  4   CH  4   NT  G#--        23/96   voff=99
BA    9   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA    9   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA    9   CR     3+1/2   TR  4   CH  4   NT  A--         23/96   voff=99
BA    9   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   10   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   10   CR         0   TR  4   CH  4   NT  F--       2+95/96   voff=99
BA   10   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   10   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   10   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   10   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   10   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   10   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   10   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   10   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   10   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   10   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   10   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   10   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   10   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   10   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   10   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   10   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   10   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   10   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   10   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   10   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   10   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA   10   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA   10   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   10   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA   10   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   10   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA   10   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA   10   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   10   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA   10   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   10   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   10   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102

BA   11   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   11   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   11   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   11   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   11   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   11   CR       1/2   TR  5   CH  5   NT  F'          11/96   von=99   voff=99
BA   11   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   11   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   11   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   11   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   11   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   11   CR       3/4   TR  5   CH  5   NT  F'          11/96   voff=99
BA   11   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   11   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   11   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   11   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   11   CR         1   TR  5   CH  5   NT  A'          19/96   voff=99
BA   11   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   11   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   11   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   11   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   11   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   11   CR     1+1/2   TR  5   CH  5   NT  C''         19/96   voff=99
BA   11   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   11   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   11   CR         2   TR  5   CH  5   NT  B'          95/96   voff=99
BA   11   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA   11   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   11   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA   11   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   11   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   11   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   11   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA   11   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA   11   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   11   CR         3   TR  5   CH  5   NT  A'          23/96   voff=99
BA   11   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   11   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   11   CR     3+1/2   TR  5   CH  5   NT  C''         23/96   voff=99
BA   11   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   12   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   12   CR         0   TR  5   CH  5   NT  C''          5/96   voff=99
BA   12   CR      1/16   TR  5   CH  5   NT  B'          89/96   voff=99
BA   12   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   12   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   12   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   12   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   12   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   12   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   12   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   12   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   12   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   12   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   12   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   12   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   12   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   12   CR         1   TR  5   CH  5   NT  A'          23/96   voff=99
BA   12   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   12   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   12   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   12   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   12   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   12   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   12   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   12   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA   12   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA   12   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   12   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA   12   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   12   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA   12   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA   12   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   12   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA   12   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   12   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   12   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102

BA   13   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   13   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   13   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   13   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   13   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   13   CR       1/2   TR  5   CH  5   NT  F'          11/96   voff=99
BA   13   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   13   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   13   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   13   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   13   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   13   CR       3/4   TR  5   CH  5   NT  F'          11/96   voff=99
BA   13   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   13   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   13   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   13   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   13   CR         1   TR  5   CH  5   NT  A'          19/96   voff=99
BA   13   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   13   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   13   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   13   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   13   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   13   CR     1+1/2   TR  5   CH  5   NT  C''         19/96   voff=99
BA   13   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   13   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   13   CR         2   TR  5   CH  5   NT  B'          95/96   voff=99
BA   13   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA   13   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   13   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA   13   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   13   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   13   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   13   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA   13   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA   13   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   13   CR         3   TR  5   CH  5   NT  A'          23/96   voff=99
BA   13   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   13   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   13   CR     3+1/2   TR  5   CH  5   NT  C''         23/96   voff=99
BA   13   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99

BA   14   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   14   CR         0   TR  5   CH  5   NT  C''          5/96   voff=99
BA   14   CR      1/16   TR  5   CH  5   NT  B'          89/96   voff=99
BA   14   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   14   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   14   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   14   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   14   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   14   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   14   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   14   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   14   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   14   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   14   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   14   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   14   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   14   CR         1   TR  5   CH  5   NT  F'          23/96   voff=99
BA   14   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   14   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   14   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   14   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   14   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   14   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   14   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   14   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA   14   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA   14   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   14   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA   14   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   14   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA   14   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA   14   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   14   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA   14   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   14   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   14   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=60   voff=60
BA   14   CR     3+3/4   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99

BA   15   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   15   CR         0   TR  4   CH  4   NT  A--         71/96   voff=99
BA   15   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   15   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   15   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   15   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   15   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   15   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   15   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   15   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   15   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   15   CR       3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA   15   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   15   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   15   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   15   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   15   CR         1   TR  4   CH  4   NT  A--         71/96   voff=99
BA   15   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   15   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   15   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   15   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   15   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   15   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   15   CR     1+3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA   15   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   15   CR         2   TR  4   CH  4   NT  A--         23/96   voff=99
BA   15   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA   15   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   15   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA   15   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   15   CR     2+1/2   TR  4   CH  4   NT  A--         23/96   voff=99
BA   15   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   15   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   15   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA   15   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA   15   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   15   CR         3   TR  4   CH  4   NT  F--         23/96   voff=99
BA   15   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   15   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   15   CR     3+1/2   TR  4   CH  4   NT  C--         23/96   voff=99
BA   15   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   16   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   16   CR         0   TR  4   CH  4   NT  C-        2+95/96   voff=99
BA   16   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   16   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   16   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   16   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   16   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   16   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   16   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   16   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   16   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   16   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   16   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   16   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   16   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   16   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   16   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   16   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   16   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   16   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   16   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   16   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   16   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA   16   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA   16   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   16   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA   16   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
