
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  1   CH 16   Text type 3: "Tremelo Strings Pan Right"
BA    4   CR   2+35/96   TR 11   CH 11   ST &BA &0A &4E
BA    4   CR     2+3/8   TR  6   CH  6   NT  G--         59/96   von=62   voff=62
BA    4   CR     2+3/8   TR  6   CH  6   NT  Eb-         59/96   voff=62
BA    4   CR     2+3/8   TR 11   CH 11   ST &BA &0A &4D
BA    4   CR   2+37/96   TR 11   CH 11   ST &BA &0A &4C
BA    4   CR   2+37/96   TR 11   CH 11   ST &EA &4C &3C
BA    4   CR   2+19/48   TR 11   CH 11   ST &BA &0A &4B
BA    4   CR   2+13/32   TR 11   CH 11   ST &BA &0A &4A
BA    4   CR    2+5/12   TR 11   CH 11   ST &BA &0A &49
BA    4   CR   2+41/96   TR 11   CH 11   ST &BA &0A &48
BA    4   CR   2+41/96   TR 11   CH 11   ST &EA &45 &3C
BA    4   CR    2+7/16   TR 11   CH 11   ST &BA &0A &47
BA    4   CR   2+43/96   TR 11   CH 11   ST &BA &0A &46
BA    4   CR   2+11/24   TR 11   CH 11   ST &BA &0A &45
BA    4   CR   2+15/32   TR 11   CH 11   ST &BA &0A &44
BA    4   CR   2+15/32   TR 11   CH 11   ST &EA &3E &3C
BA    4   CR   2+23/48   TR 11   CH 11   ST &BA &0A &43
BA    4   CR   2+47/96   TR 11   CH 11   ST &BA &0A &42
BA    4   CR     2+1/2   TR  6   CH  6   NT  F#--        59/96   von=79   voff=79
BA    4   CR     2+1/2   TR  7   CH  7   NT  E           23/96   von=105   voff=105
BA    4   CR     2+1/2   TR  8   CH  8   NT  E           23/96   von=105   voff=105
BA    4   CR     2+1/2   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA    4   CR     2+1/2   TR 10   CH 10   NT  C#          23/96   von=81   voff=81
BA    4   CR     2+1/2   TR 11   CH 11   ST &BA &0A &41
BA    4   CR     2+1/2   TR 11   CH 11   ST &EA &37 &3C
BA    4   CR     2+1/2   TR 13   CH 13   NT  A---        23/96   von=80   voff=80
BA    4   CR   2+49/96   TR 11   CH 11   ST &BA &0A &40
BA    4   CR   2+25/48   TR 11   CH 11   ST &BA &0A &3F
BA    4   CR   2+17/32   TR 11   CH 11   ST &BA &0A &3E
BA    4   CR   2+13/24   TR 11   CH 11   ST &BA &0A &3D
BA    4   CR   2+13/24   TR 11   CH 11   ST &EA &30 &3C
BA    4   CR   2+53/96   TR 11   CH 11   ST &BA &0A &3C
BA    4   CR    2+9/16   TR 11   CH 11   ST &BA &0A &3B
BA    4   CR   2+55/96   TR 11   CH 11   ST &BA &0A &3A
BA    4   CR    2+7/12   TR 11   CH 11   ST &BA &0A &39
BA    4   CR    2+7/12   TR 11   CH 11   ST &EA &29 &3C
BA    4   CR   2+19/32   TR 11   CH 11   ST &BA &0A &38
BA    4   CR   2+29/48   TR 11   CH 11   ST &BA &0A &37
BA    4   CR   2+59/96   TR 11   CH 11   ST &BA &0A &36
BA    4   CR     2+5/8   TR  6   CH  6   NT  Bb--        59/96   von=82   voff=82
BA    4   CR     2+5/8   TR 11   CH 11   ST &BA &0A &35
BA    4   CR     2+5/8   TR 11   CH 11   ST &EA &23 &3C
BA    4   CR   2+61/96   TR 11   CH 11   ST &BA &0A &34
BA    4   CR   2+31/48   TR 11   CH 11   ST &BA &0A &33
BA    4   CR   2+21/32   TR 11   CH 11   ST &BA &0A &32
BA    4   CR   2+21/32   TR 11   CH 11   ST &EA &1C &3C
BA    4   CR     2+2/3   TR 11   CH 11   ST &BA &0A &30
BA    4   CR   2+65/96   TR 11   CH 11   ST &BA &0A &2F
BA    4   CR   2+11/16   TR 11   CH 11   ST &BA &0A &2E
BA    4   CR   2+67/96   TR 11   CH 11   ST &BA &0A &2D
BA    4   CR   2+67/96   TR 11   CH 11   ST &EA &15 &3C
BA    4   CR   2+17/24   TR 11   CH 11   ST &BA &0A &2C
BA    4   CR   2+23/32   TR 11   CH 11   ST &BA &0A &2B
BA    4   CR   2+35/48   TR 11   CH 11   ST &BA &0A &2A
BA    4   CR   2+71/96   TR 11   CH 11   ST &BA &0A &29
BA    4   CR   2+71/96   TR 11   CH 11   ST &EA &0E &3C
BA    4   CR     2+3/4   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA    4   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=86   voff=86
BA    4   CR     2+3/4   TR 11   CH 11   ST &BA &0A &28
BA    4   CR     2+3/4   TR 13   CH 13   NT  A---        23/96   von=75   voff=75
BA    4   CR   2+73/96   TR 11   CH 11   ST &BA &0A &27
BA    4   CR   2+37/48   TR 11   CH 11   ST &BA &0A &26
BA    4   CR   2+37/48   TR 11   CH 11   ST &EA &07 &3C
BA    4   CR   2+25/32   TR 11   CH 11   ST &BA &0A &25
BA    4   CR   2+19/24   TR 11   CH 11   ST &BA &0A &24
BA    4   CR   2+77/96   TR 11   CH 11   ST &BA &0A &23
BA    4   CR   2+13/16   TR 11   CH 11   ST &BA &0A &22
BA    4   CR   2+13/16   TR 11   CH 11   ST &EA &00 &3C
BA    4   CR   2+79/96   TR 11   CH 11   ST &BA &0A &21
BA    4   CR     2+5/6   TR 11   CH 11   ST &BA &0A &20
BA    4   CR   2+27/32   TR 11   CH 11   ST &BA &0A &1F
BA    4   CR   2+41/48   TR 11   CH 11   ST &BA &0A &1E
BA    4   CR   2+41/48   TR 11   CH 11   ST &EA &7A &3B
BA    4   CR   2+83/96   TR 11   CH 11   ST &BA &0A &1D
BA    4   CR     2+7/8   TR 11   CH 11   ST &BA &0A &1C
BA    4   CR   2+85/96   TR 11   CH 11   ST &BA &0A &1B
BA    4   CR   2+85/96   TR 11   CH 11   ST &EA &73 &3B
BA    4   CR   2+43/48   TR 11   CH 11   ST &BA &0A &1A
BA    4   CR   2+29/32   TR 11   CH 11   ST &BA &0A &19
BA    4   CR   2+11/12   TR 11   CH 11   ST &BA &0A &18
BA    4   CR   2+89/96   TR 11   CH 11   ST &BA &0A &17
BA    4   CR   2+89/96   TR 11   CH 11   ST &EA &6C &3B
BA    4   CR   2+15/16   TR 11   CH 11   ST &BA &0A &16
BA    4   CR   2+91/96   TR 11   CH 11   ST &BA &0A &15
BA    4   CR   2+23/24   TR 11   CH 11   ST &BA &0A &14
BA    4   CR   2+31/32   TR 11   CH 11   ST &BA &0A &13
BA    4   CR   2+31/32   TR 11   CH 11   ST &EA &65 &3B
BA    4   CR   2+47/48   TR 11   CH 11   ST &BA &0A &12
BA    4   CR   2+95/96   TR 11   CH 11   ST &BA &0A &11
BA    4   CR         3   TR  7   CH  7   NT  Eb          23/96   von=102   voff=102
BA    4   CR         3   TR  8   CH  8   NT  Eb          23/96   von=102   voff=102
BA    4   CR         3   TR 10   CH 10   NT  C#--        23/96   von=103   voff=103
BA    4   CR         3   TR 10   CH 10   NT  A---        23/96   von=41   voff=41
BA    4   CR         3   TR 10   CH 10   NT  D           23/96   von=89   voff=89
BA    4   CR         3   TR 11   CH 11   ST &BA &0A &0E
BA    4   CR         3   TR 11   CH 11   ST &EA &5E &3B
BA    4   CR         3   TR 13   CH 13   NT  A---        23/96   von=58   voff=58
BA    4   CR         3   TR 14   CH 14   NT  C''         11/96   von=69   voff=69
BA    4   CR         3   TR 14   CH 14   NT  E'          11/96   von=89   voff=89
BA    4   CR         3   TR 14   CH 14   NT  E''         11/96   voff=89
BA    4   CR    3+1/96   TR 11   CH 11   ST &BA &0A &0F
BA    4   CR    3+1/48   TR 11   CH 11   ST &BA &0A &10
BA    4   CR    3+1/32   TR 11   CH 11   ST &BA &0A &11
BA    4   CR    3+1/24   TR 11   CH 11   ST &BA &0A &12
BA    4   CR    3+1/24   TR 11   CH 11   ST &EA &58 &3B
BA    4   CR    3+5/96   TR 11   CH 11   ST &BA &0A &13
BA    4   CR    3+1/16   TR 11   CH 11   ST &BA &0A &14
BA    4   CR    3+7/96   TR 11   CH 11   ST &BA &0A &15
BA    4   CR    3+1/12   TR 11   CH 11   ST &BA &0A &16
BA    4   CR    3+1/12   TR 11   CH 11   ST &EA &51 &3B
BA    4   CR    3+3/32   TR 11   CH 11   ST &BA &0A &17
BA    4   CR    3+5/48   TR 11   CH 11   ST &BA &0A &18
BA    4   CR   3+11/96   TR 11   CH 11   ST &BA &0A &19
BA    4   CR     3+1/8   TR  6   CH  6   NT  G--         59/96   von=84   voff=84
BA    4   CR     3+1/8   TR 11   CH 11   ST &BA &0A &1A
BA    4   CR     3+1/8   TR 11   CH 11   ST &EA &4A &3B
BA    4   CR   3+13/96   TR 11   CH 11   ST &BA &0A &1B
BA    4   CR    3+7/48   TR 11   CH 11   ST &BA &0A &1C
BA    4   CR    3+5/32   TR 11   CH 11   ST &BA &0A &1D
BA    4   CR    3+5/32   TR 11   CH 11   ST &EA &43 &3B
BA    4   CR     3+1/6   TR 11   CH 11   ST &BA &0A &1F
BA    4   CR   3+17/96   TR 11   CH 11   ST &BA &0A &20
BA    4   CR    3+3/16   TR 11   CH 11   ST &BA &0A &21
BA    4   CR   3+19/96   TR 11   CH 11   ST &BA &0A &22
BA    4   CR   3+19/96   TR 11   CH 11   ST &EA &3C &3B
BA    4   CR    3+5/24   TR 11   CH 11   ST &BA &0A &23
BA    4   CR    3+7/32   TR 11   CH 11   ST &BA &0A &24
BA    4   CR   3+11/48   TR 11   CH 11   ST &BA &0A &25
BA    4   CR   3+23/96   TR 11   CH 11   ST &BA &0A &26
BA    4   CR   3+23/96   TR 11   CH 11   ST &EA &35 &3B
BA    4   CR     3+1/4   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA    4   CR     3+1/4   TR 10   CH 10   NT  D           23/96   von=91   voff=91
BA    4   CR     3+1/4   TR 11   CH 11   ST &BA &0A &27
BA    4   CR     3+1/4   TR 13   CH 13   NT  A---        23/96   von=78   voff=78
BA    4   CR   3+25/96   TR 11   CH 11   ST &BA &0A &28
BA    4   CR   3+13/48   TR 11   CH 11   ST &BA &0A &29
BA    4   CR   3+13/48   TR 11   CH 11   ST &EA &2F &3B
BA    4   CR    3+9/32   TR 11   CH 11   ST &BA &0A &2A
BA    4   CR    3+7/24   TR 11   CH 11   ST &BA &0A &2B
BA    4   CR   3+29/96   TR 11   CH 11   ST &BA &0A &2C
BA    4   CR    3+5/16   TR 11   CH 11   ST &BA &0A &2D
BA    4   CR    3+5/16   TR 11   CH 11   ST &EA &28 &3B
BA    4   CR   3+31/96   TR 11   CH 11   ST &BA &0A &2E
BA    4   CR     3+1/3   TR 11   CH 11   ST &BA &0A &30
BA    4   CR   3+11/32   TR 11   CH 11   ST &BA &0A &31
BA    4   CR   3+17/48   TR 11   CH 11   ST &BA &0A &32
BA    4   CR   3+17/48   TR 11   CH 11   ST &EA &21 &3B
BA    4   CR   3+35/96   TR 11   CH 11   ST &BA &0A &33
BA    4   CR     3+3/8   TR  6   CH  6   NT  E-          59/96   voff=84
BA    4   CR     3+3/8   TR  6   CH  6   NT  G#--        59/96   voff=84
BA    4   CR     3+3/8   TR 11   CH 11   ST &BA &0A &34
BA    4   CR   3+37/96   TR 11   CH 11   ST &BA &0A &35
BA    4   CR   3+37/96   TR 11   CH 11   ST &EA &1A &3B
BA    4   CR   3+19/48   TR 11   CH 11   ST &BA &0A &36
BA    4   CR   3+13/32   TR 11   CH 11   ST &BA &0A &37
BA    4   CR    3+5/12   TR 11   CH 11   ST &BA &0A &38
BA    4   CR   3+41/96   TR 11   CH 11   ST &BA &0A &39
BA    4   CR   3+41/96   TR 11   CH 11   ST &EA &13 &3B
BA    4   CR    3+7/16   TR 11   CH 11   ST &BA &0A &3A
BA    4   CR   3+43/96   TR 11   CH 11   ST &BA &0A &3B
BA    4   CR   3+11/24   TR 11   CH 11   ST &BA &0A &3C
BA    4   CR   3+15/32   TR 11   CH 11   ST &BA &0A &3D
BA    4   CR   3+15/32   TR 11   CH 11   ST &EA &0C &3B
BA    4   CR   3+23/48   TR 11   CH 11   ST &BA &0A &3E
BA    4   CR   3+47/96   TR 11   CH 11   ST &BA &0A &3F
BA    4   CR     3+1/2   TR  7   CH  7   NT  E           23/96   von=111   voff=111
BA    4   CR     3+1/2   TR  8   CH  8   NT  E           23/96   von=111   voff=111
BA    4   CR     3+1/2   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA    4   CR     3+1/2   TR 10   CH 10   NT  Bb          23/96   von=100   voff=100
BA    4   CR     3+1/2   TR 11   CH 11   ST &BA &0A &41
BA    4   CR     3+1/2   TR 11   CH 11   ST &EA &06 &3B
BA    4   CR     3+1/2   TR 13   CH 13   NT  A---        23/96   von=77   voff=77
BA    4   CR     3+1/2   TR 15   CH 15   NT  E           11/96   von=77   voff=77
BA    4   CR     3+1/2   TR 15   CH 15   NT  E-          11/96   voff=77
BA    4   CR     3+1/2   TR 15   CH 15   NT  C           11/96   von=61   voff=61
BA    4   CR   3+49/96   TR 11   CH 11   ST &BA &0A &42
BA    4   CR   3+25/48   TR 11   CH 11   ST &BA &0A &43
BA    4   CR   3+17/32   TR 11   CH 11   ST &BA &0A &44
BA    4   CR   3+13/24   TR 11   CH 11   ST &BA &0A &45
BA    4   CR   3+13/24   TR 11   CH 11   ST &EA &7F &3A
BA    4   CR   3+53/96   TR 11   CH 11   ST &BA &0A &46
BA    4   CR    3+9/16   TR 11   CH 11   ST &BA &0A &47
BA    4   CR   3+55/96   TR 11   CH 11   ST &BA &0A &48
BA    4   CR    3+7/12   TR 11   CH 11   ST &BA &0A &49
BA    4   CR    3+7/12   TR 11   CH 11   ST &EA &78 &3A
BA    4   CR   3+19/32   TR 11   CH 11   ST &BA &0A &4A
BA    4   CR   3+29/48   TR 11   CH 11   ST &BA &0A &4B
BA    4   CR   3+59/96   TR 11   CH 11   ST &BA &0A &4C
BA    4   CR     3+5/8   TR 11   CH 11   ST &BA &0A &4D
BA    4   CR     3+5/8   TR 11   CH 11   ST &EA &71 &3A
BA    4   CR   3+61/96   TR 11   CH 11   ST &BA &0A &4E
BA    4   CR   3+31/48   TR 11   CH 11   ST &BA &0A &4F
BA    4   CR   3+21/32   TR 11   CH 11   ST &BA &0A &50
BA    4   CR   3+21/32   TR 11   CH 11   ST &EA &6A &3A
BA    4   CR     3+2/3   TR 11   CH 11   ST &BA &0A &52
BA    4   CR   3+65/96   TR 11   CH 11   ST &BA &0A &53
BA    4   CR   3+11/16   TR 11   CH 11   ST &BA &0A &54
BA    4   CR   3+67/96   TR 11   CH 11   ST &BA &0A &55
BA    4   CR   3+67/96   TR 11   CH 11   ST &EA &63 &3A
BA    4   CR   3+17/24   TR 11   CH 11   ST &BA &0A &56
BA    4   CR   3+23/32   TR 11   CH 11   ST &BA &0A &57
BA    4   CR   3+35/48   TR 11   CH 11   ST &BA &0A &58
BA    4   CR   3+71/96   TR 11   CH 11   ST &BA &0A &59
BA    4   CR   3+71/96   TR 11   CH 11   ST &EA &5D &3A
BA    4   CR     3+3/4   TR 10   CH 10   NT  A---        23/96   von=68   voff=68
BA    4   CR     3+3/4   TR 10   CH 10   NT  Bb          23/96   von=102   voff=102
BA    4   CR     3+3/4   TR 11   CH 11   ST &BA &0A &5A
BA    4   CR     3+3/4   TR 13   CH 13   NT  A---        23/96   von=86   voff=86
BA    4   CR   3+73/96   TR 11   CH 11   ST &BA &0A &5B
BA    4   CR   3+37/48   TR 11   CH 11   ST &BA &0A &5C
BA    4   CR   3+37/48   TR 11   CH 11   ST &EA &56 &3A
BA    4   CR   3+25/32   TR 11   CH 11   ST &BA &0A &5D
BA    4   CR   3+19/24   TR 11   CH 11   ST &BA &0A &5E
BA    4   CR   3+77/96   TR 11   CH 11   ST &BA &0A &5F
BA    4   CR   3+13/16   TR 11   CH 11   ST &BA &0A &60
BA    4   CR   3+13/16   TR 11   CH 11   ST &EA &4F &3A
BA    4   CR   3+79/96   TR 11   CH 11   ST &BA &0A &61
BA    4   CR     3+5/6   TR 11   CH 11   ST &BA &0A &63
BA    4   CR   3+27/32   TR 11   CH 11   ST &BA &0A &64
BA    4   CR   3+41/48   TR 11   CH 11   ST &BA &0A &65
BA    4   CR   3+41/48   TR 11   CH 11   ST &EA &48 &3A
BA    4   CR   3+83/96   TR 11   CH 11   ST &BA &0A &66
BA    4   CR     3+7/8   TR 11   CH 11   ST &BA &0A &67
BA    4   CR   3+85/96   TR 11   CH 11   ST &BA &0A &68
BA    4   CR   3+85/96   TR 11   CH 11   ST &EA &41 &3A
BA    4   CR   3+43/48   TR 11   CH 11   ST &BA &0A &69
BA    4   CR   3+29/32   TR 11   CH 11   ST &BA &0A &6A
BA    4   CR   3+11/12   TR 11   CH 11   ST &BA &0A &6B
BA    4   CR   3+89/96   TR 11   CH 11   ST &BA &0A &6C
BA    4   CR   3+89/96   TR 11   CH 11   ST &EA &3B &3A
BA    4   CR   3+15/16   TR 11   CH 11   ST &BA &0A &6D
BA    4   CR   3+91/96   TR 11   CH 11   ST &BA &0A &6E
BA    4   CR   3+23/24   TR 11   CH 11   ST &BA &0A &6F
BA    4   CR   3+31/32   TR 11   CH 11   ST &BA &0A &70
BA    4   CR   3+31/32   TR 11   CH 11   ST &EA &34 &3A
BA    4   CR   3+47/48   TR 11   CH 11   ST &BA &0A &71
BA    4   CR   3+95/96   TR 11   CH 11   ST &BA &0A &72

BA    5   CR         0   TR  6   CH  6   NT  F--         59/96   von=103   voff=103
BA    5   CR         0   TR  7   CH  7   NT  F           47/96   von=112   voff=112
BA    5   CR         0   TR  8   CH  8   NT  F           47/96   von=112   voff=112
BA    5   CR         0   TR 10   CH 10   NT  C#--        23/96   von=103   voff=103
BA    5   CR         0   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA    5   CR         0   TR 11   CH 11   ST &BA &0A &74
BA    5   CR         0   TR 11   CH 11   ST &EA &00 &40
BA    5   CR         0   TR 11   CH 11   NT  F#'       3+95/96   voff=111
BA    5   CR         0   TR 13   CH 13   NT  A---        47/96   von=81   voff=81
BA    5   CR         0   TR 14   CH 14   NT  B'          11/96   von=66   voff=66
BA    5   CR         0   TR 14   CH 14   NT  Eb''        11/96   von=86   voff=86
BA    5   CR         0   TR 14   CH 14   NT  Eb'         11/96   voff=86
BA    5   CR         0   TR 15   CH 15   NT  B-          11/96   voff=61
BA    5   CR         0   TR 15   CH 15   NT  Eb-         11/96   von=77   voff=77
BA    5   CR         0   TR 15   CH 15   NT  Eb          11/96   voff=77
BA    5   CR      1/96   TR 11   CH 11   ST &BA &0A &73
BA    5   CR      1/48   TR 11   CH 11   ST &BA &0A &72
BA    5   CR      1/32   TR 11   CH 11   ST &BA &0A &71
BA    5   CR      1/24   TR 11   CH 11   ST &BA &0A &70
BA    5   CR      1/24   TR 11   CH 11   ST &EA &7A &3F
BA    5   CR      5/96   TR 11   CH 11   ST &BA &0A &6F
BA    5   CR      1/16   TR 11   CH 11   ST &BA &0A &6E
BA    5   CR      7/96   TR 11   CH 11   ST &BA &0A &6D
BA    5   CR      1/12   TR 11   CH 11   ST &BA &0A &6C
BA    5   CR      1/12   TR 11   CH 11   ST &EA &73 &3F
BA    5   CR      3/32   TR 11   CH 11   ST &BA &0A &6B
BA    5   CR      5/48   TR 11   CH 11   ST &BA &0A &6A
BA    5   CR     11/96   TR 11   CH 11   ST &BA &0A &69
BA    5   CR       1/8   TR 11   CH 11   ST &BA &0A &68
BA    5   CR       1/8   TR 11   CH 11   ST &EA &6C &3F
BA    5   CR     13/96   TR 11   CH 11   ST &BA &0A &67
BA    5   CR      7/48   TR 11   CH 11   ST &BA &0A &66
BA    5   CR      5/32   TR 11   CH 11   ST &BA &0A &65
BA    5   CR       1/6   TR 11   CH 11   ST &BA &0A &64
BA    5   CR       1/6   TR 11   CH 11   ST &EA &65 &3F
BA    5   CR     17/96   TR 11   CH 11   ST &BA &0A &63
BA    5   CR      3/16   TR 11   CH 11   ST &BA &0A &62
BA    5   CR     19/96   TR 11   CH 11   ST &BA &0A &61
BA    5   CR      5/24   TR 11   CH 11   ST &BA &0A &5F
BA    5   CR      5/24   TR 11   CH 11   ST &EA &5E &3F
BA    5   CR      7/32   TR 11   CH 11   ST &BA &0A &5E
BA    5   CR     11/48   TR 11   CH 11   ST &BA &0A &5D
BA    5   CR     23/96   TR 11   CH 11   ST &BA &0A &5C
BA    5   CR       1/4   TR  6   CH  6   NT  C#-         59/96   von=97   voff=97
BA    5   CR       1/4   TR 10   CH 10   NT  A---        23/96   von=53   voff=53
BA    5   CR       1/4   TR 11   CH 11   ST &BA &0A &5B
BA    5   CR       1/4   TR 11   CH 11   ST &EA &58 &3F
BA    5   CR       1/4   TR 15   CH 15   NT  B-          11/96   von=61   voff=61
BA    5   CR       1/4   TR 15   CH 15   NT  Eb-         11/96   von=77   voff=77
BA    5   CR       1/4   TR 15   CH 15   NT  Eb          11/96   voff=77
BA    5   CR     25/96   TR 11   CH 11   ST &BA &0A &5A
BA    5   CR     13/48   TR 11   CH 11   ST &BA &0A &59
BA    5   CR      9/32   TR 11   CH 11   ST &BA &0A &58
BA    5   CR      7/24   TR 11   CH 11   ST &BA &0A &57
BA    5   CR      7/24   TR 11   CH 11   ST &EA &51 &3F
BA    5   CR     29/96   TR 11   CH 11   ST &BA &0A &56
BA    5   CR      5/16   TR 11   CH 11   ST &BA &0A &55
BA    5   CR     31/96   TR 11   CH 11   ST &BA &0A &54
BA    5   CR       1/3   TR 11   CH 11   ST &BA &0A &53
BA    5   CR       1/3   TR 11   CH 11   ST &EA &4A &3F
BA    5   CR     11/32   TR 11   CH 11   ST &BA &0A &52
BA    5   CR     17/48   TR 11   CH 11   ST &BA &0A &51
BA    5   CR     35/96   TR 11   CH 11   ST &BA &0A &50
BA    5   CR     35/96   TR 11   CH 11   ST &EA &43 &3F
BA    5   CR       3/8   TR 11   CH 11   ST &BA &0A &4F
BA    5   CR     37/96   TR 11   CH 11   ST &BA &0A &4E
BA    5   CR     19/48   TR 11   CH 11   ST &BA &0A &4D
BA    5   CR     13/32   TR 11   CH 11   ST &BA &0A &4B
BA    5   CR     13/32   TR 11   CH 11   ST &EA &3C &3F
BA    5   CR      5/12   TR 11   CH 11   ST &BA &0A &4A
BA    5   CR     41/96   TR 11   CH 11   ST &BA &0A &49
BA    5   CR      7/16   TR 11   CH 11   ST &BA &0A &48
BA    5   CR     43/96   TR 11   CH 11   ST &BA &0A &47
BA    5   CR     43/96   TR 11   CH 11   ST &EA &35 &3F
BA    5   CR     11/24   TR 11   CH 11   ST &BA &0A &46
BA    5   CR     15/32   TR 11   CH 11   ST &BA &0A &45
BA    5   CR     23/48   TR 11   CH 11   ST &BA &0A &44
BA    5   CR     47/96   TR 11   CH 11   ST &BA &0A &43
BA    5   CR     47/96   TR 11   CH 11   ST &EA &2F &3F
BA    5   CR       1/2   TR  6   CH  6   NT  A-          59/96   von=99   voff=99
BA    5   CR       1/2   TR  6   CH  6   NT  G--         59/96   voff=99
BA    5   CR       1/2   TR  7   CH  7   NT  E           23/96   von=119   voff=119
BA    5   CR       1/2   TR  8   CH  8   NT  E           23/96   von=119   voff=119
BA    5   CR       1/2   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA    5   CR       1/2   TR 10   CH 10   NT  C#          23/96   von=92   voff=92
BA    5   CR       1/2   TR 11   CH 11   ST &BA &0A &42
BA    5   CR       1/2   TR 13   CH 13   NT  A---        23/96   von=92   voff=92
BA    5   CR       1/2   TR 15   CH 15   NT  Eb          11/96   voff=77
BA    5   CR       1/2   TR 15   CH 15   NT  Eb-         11/96   voff=77
BA    5   CR       1/2   TR 15   CH 15   NT  B-          11/96   von=61   voff=61
BA    5   CR     49/96   TR 11   CH 11   ST &BA &0A &41
BA    5   CR     25/48   TR 11   CH 11   ST &BA &0A &40
BA    5   CR     17/32   TR 11   CH 11   ST &BA &0A &3F
BA    5   CR     17/32   TR 11   CH 11   ST &EA &28 &3F
BA    5   CR     13/24   TR 11   CH 11   ST &BA &0A &3E
BA    5   CR     53/96   TR 11   CH 11   ST &BA &0A &3D
BA    5   CR      9/16   TR 11   CH 11   ST &BA &0A &3C
BA    5   CR     55/96   TR 11   CH 11   ST &BA &0A &3B
BA    5   CR     55/96   TR 11   CH 11   ST &EA &21 &3F
BA    5   CR      7/12   TR 11   CH 11   ST &BA &0A &3A
BA    5   CR     19/32   TR 11   CH 11   ST &BA &0A &39
BA    5   CR     29/48   TR 11   CH 11   ST &BA &0A &37
BA    5   CR     59/96   TR 11   CH 11   ST &BA &0A &36
BA    5   CR     59/96   TR 11   CH 11   ST &EA &1A &3F
BA    5   CR       5/8   TR 11   CH 11   ST &BA &0A &35
BA    5   CR     61/96   TR 11   CH 11   ST &BA &0A &34
BA    5   CR     31/48   TR 11   CH 11   ST &BA &0A &33
BA    5   CR     21/32   TR 11   CH 11   ST &BA &0A &32
BA    5   CR     21/32   TR 11   CH 11   ST &EA &13 &3F
BA    5   CR       2/3   TR 11   CH 11   ST &BA &0A &31
BA    5   CR     65/96   TR 11   CH 11   ST &BA &0A &30
BA    5   CR     11/16   TR 11   CH 11   ST &BA &0A &2F
BA    5   CR     11/16   TR 11   CH 11   ST &EA &0C &3F
BA    5   CR     67/96   TR 11   CH 11   ST &BA &0A &2E
BA    5   CR     17/24   TR 11   CH 11   ST &BA &0A &2D
BA    5   CR     23/32   TR 11   CH 11   ST &BA &0A &2C
BA    5   CR     35/48   TR 11   CH 11   ST &BA &0A &2B
BA    5   CR     35/48   TR 11   CH 11   ST &EA &06 &3F
BA    5   CR     71/96   TR 11   CH 11   ST &BA &0A &2A
BA    5   CR       3/4   TR  6   CH  6   NT  G#--        59/96   von=93   voff=93
BA    5   CR       3/4   TR  6   CH  6   NT  D-          59/96   voff=93
BA    5   CR       3/4   TR  7   CH  7   NT  E           23/96   von=113   voff=113
BA    5   CR       3/4   TR  8   CH  8   NT  E           23/96   von=113   voff=113
BA    5   CR       3/4   TR 10   CH 10   NT  C#--        23/96   von=103   voff=103
BA    5   CR       3/4   TR 10   CH 10   NT  A---        23/96   von=41   voff=41
BA    5   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=77   voff=77
BA    5   CR       3/4   TR 11   CH 11   ST &BA &0A &29
BA    5   CR       3/4   TR 13   CH 13   NT  A---        23/96   von=76   voff=76
BA    5   CR       3/4   TR 14   CH 14   NT  B'          11/96   von=63   voff=63
BA    5   CR       3/4   TR 14   CH 14   NT  Eb'         11/96   von=85   voff=85
BA    5   CR       3/4   TR 14   CH 14   NT  Eb''        11/96   voff=85
BA    5   CR     73/96   TR 11   CH 11   ST &BA &0A &28
BA    5   CR     37/48   TR 11   CH 11   ST &BA &0A &27
BA    5   CR     37/48   TR 11   CH 11   ST &EA &7F &3E
BA    5   CR     25/32   TR 11   CH 11   ST &BA &0A &26
BA    5   CR     19/24   TR 11   CH 11   ST &BA &0A &25
BA    5   CR     77/96   TR 11   CH 11   ST &BA &0A &23
BA    5   CR     13/16   TR 11   CH 11   ST &BA &0A &22
BA    5   CR     13/16   TR 11   CH 11   ST &EA &78 &3E
BA    5   CR     79/96   TR 11   CH 11   ST &BA &0A &21
BA    5   CR       5/6   TR 11   CH 11   ST &BA &0A &20
BA    5   CR     27/32   TR 11   CH 11   ST &BA &0A &1F
BA    5   CR     41/48   TR 11   CH 11   ST &BA &0A &1E
BA    5   CR     41/48   TR 11   CH 11   ST &EA &71 &3E
BA    5   CR     83/96   TR 11   CH 11   ST &BA &0A &1D
BA    5   CR       7/8   TR 11   CH 11   ST &BA &0A &1C
BA    5   CR     85/96   TR 11   CH 11   ST &BA &0A &1B
BA    5   CR     43/48   TR 11   CH 11   ST &BA &0A &1A
BA    5   CR     43/48   TR 11   CH 11   ST &EA &6A &3E
