
BA    1   CR         0   TR  0   CH 16   Tempo 213
BA    1   CR         0   TR  0   CH 16   Text type 3: ""
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 4, crotchets/32ndnote 76
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Guitar I"
BA   18   CR         1   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   18   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   18   CR     1+1/2   TR  2   CH  3   NT  A'          1+1/2   voff=80
BA   18   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   18   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   18   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   18   CR         3   TR  3   CH  5   NT  D--             1   voff=80
BA   18   CR         3   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   18   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   18   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   19   CR         0   TR  1   CH  1   NT  Bb-             4   voff=80
BA   19   CR         0   TR  1   CH  1   NT  F-              4   voff=80
BA   19   CR         0   TR  1   CH  1   NT  Bb--            4   voff=80
BA   19   CR         0   TR  2   CH  3   NT  E'            1/2   voff=80
BA   19   CR         0   TR  3   CH  5   NT  Bb---           3   voff=80
BA   19   CR         0   TR  4   CH  7   NT  Bb              4   voff=80
BA   19   CR         0   TR  4   CH  7   NT  F               4   voff=80
BA   19   CR         0   TR  4   CH  7   NT  Bb-             4   voff=80
BA   19   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   19   CR       1/2   TR  2   CH  3   NT  D'            1/2   voff=80
BA   19   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   19   CR         1   TR  2   CH  3   NT  E'            1/2   voff=80
BA   19   CR         1   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   19   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   19   CR     1+1/2   TR  2   CH  3   NT  A'          1+1/2   voff=80
BA   19   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   19   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   19   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   19   CR         3   TR  3   CH  5   NT  Bb---           1   voff=80
BA   19   CR         3   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   19   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   19   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   20   CR         0   TR  1   CH  1   NT  G-              4   voff=80
BA   20   CR         0   TR  1   CH  1   NT  D-              4   voff=80
BA   20   CR         0   TR  1   CH  1   NT  G--             4   voff=80
BA   20   CR         0   TR  2   CH  3   NT  E'            1/2   voff=80
BA   20   CR         0   TR  3   CH  5   NT  G---            3   voff=80
BA   20   CR         0   TR  4   CH  7   NT  G               4   voff=80
BA   20   CR         0   TR  4   CH  7   NT  D               4   voff=80
BA   20   CR         0   TR  4   CH  7   NT  G-              4   voff=80
BA   20   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   20   CR       1/2   TR  2   CH  3   NT  D'            1/2   voff=80
BA   20   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   20   CR         1   TR  2   CH  3   NT  E'            1/2   voff=80
BA   20   CR         1   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   20   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   20   CR     1+1/2   TR  2   CH  3   NT  A'          1+1/2   voff=80
BA   20   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   20   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   20   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   20   CR         3   TR  3   CH  5   NT  G---            1   voff=80
BA   20   CR         3   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   20   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   20   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   21   CR         0   TR  1   CH  1   NT  A-              4   voff=80
BA   21   CR         0   TR  1   CH  1   NT  E-              4   voff=80
BA   21   CR         0   TR  1   CH  1   NT  A--             4   voff=80
BA   21   CR         0   TR  2   CH  3   NT  A'            1/2   voff=80
BA   21   CR         0   TR  3   CH  5   NT  A---            3   voff=80
BA   21   CR         0   TR  4   CH  7   NT  A               4   voff=80
BA   21   CR         0   TR  4   CH  7   NT  E               4   voff=80
BA   21   CR         0   TR  4   CH  7   NT  A-              4   voff=80
BA   21   CR         0   TR  7   CH 10   NT  C#-           1/2   voff=80
BA   21   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   21   CR       1/2   TR  2   CH  3   NT  Bb'           1/2   voff=80
BA   21   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   21   CR         1   TR  2   CH  3   NT  A'            1/2   voff=80
BA   21   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   21   CR     1+1/2   TR  2   CH  3   NT  G'            1/2   voff=80
BA   21   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   21   CR         2   TR  2   CH  3   NT  A'            1/2   voff=80
BA   21   CR         2   TR  7   CH 10   NT  A-            1/2   voff=80
BA   21   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   21   CR     2+1/2   TR  2   CH  3   NT  G'            1/2   voff=80
BA   21   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   21   CR         3   TR  2   CH  3   NT  F'            1/2   voff=80
BA   21   CR         3   TR  3   CH  5   NT  A---            1   voff=80
BA   21   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   21   CR     3+1/2   TR  2   CH  3   NT  E'            1/2   voff=80
BA   21   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   22   CR         0   TR  1   CH  1   NT  D               3   voff=80
BA   22   CR         0   TR  1   CH  1   NT  A-              3   voff=80
BA   22   CR         0   TR  1   CH  1   NT  D-              3   voff=80
BA   22   CR         0   TR  2   CH  3   NT  F'            1/2   voff=80
BA   22   CR         0   TR  3   CH  5   NT  D--             3   voff=80
BA   22   CR         0   TR  4   CH  7   NT  D'              4   voff=80
BA   22   CR         0   TR  4   CH  7   NT  A               4   voff=80
BA   22   CR         0   TR  4   CH  7   NT  D               4   voff=80
BA   22   CR         0   TR  7   CH 10   NT  C#-           1/2   voff=80
BA   22   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   22   CR       1/2   TR  2   CH  3   NT  E'            1/2   voff=80
BA   22   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   22   CR         1   TR  2   CH  3   NT  D'            1/2   voff=80
BA   22   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   22   CR     1+1/2   TR  2   CH  3   NT  A           1+1/2   voff=80
BA   22   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   22   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   22   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   22   CR         3   TR  1   CH  1   NT  D               1   voff=80
BA   22   CR         3   TR  1   CH  1   NT  A-              1   voff=80
BA   22   CR         3   TR  1   CH  1   NT  D-              1   voff=80
BA   22   CR         3   TR  3   CH  5   NT  D--             1   voff=80
BA   22   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   22   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   23   CR         0   TR  1   CH  1   NT  Bb-             3   voff=80
BA   23   CR         0   TR  1   CH  1   NT  F-              3   voff=80
BA   23   CR         0   TR  1   CH  1   NT  Bb--            3   voff=80
BA   23   CR         0   TR  2   CH  3   NT  F'            1/2   voff=80
BA   23   CR         0   TR  3   CH  5   NT  Bb---           3   voff=80
BA   23   CR         0   TR  4   CH  7   NT  Bb              4   voff=80
BA   23   CR         0   TR  4   CH  7   NT  F               4   voff=80
BA   23   CR         0   TR  4   CH  7   NT  Bb-             4   voff=80
BA   23   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   23   CR       1/2   TR  2   CH  3   NT  E'            1/2   voff=80
BA   23   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   23   CR         1   TR  2   CH  3   NT  D'            1/2   voff=80
BA   23   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   23   CR     1+1/2   TR  2   CH  3   NT  A           1+1/2   voff=80
BA   23   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   23   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   23   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   23   CR         3   TR  1   CH  1   NT  Bb-             1   voff=80
BA   23   CR         3   TR  1   CH  1   NT  F-              1   voff=80
BA   23   CR         3   TR  1   CH  1   NT  Bb--            1   voff=80
BA   23   CR         3   TR  3   CH  5   NT  Bb---           1   voff=80
BA   23   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   23   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   24   CR         0   TR  1   CH  1   NT  C               3   voff=80
BA   24   CR         0   TR  1   CH  1   NT  G-              3   voff=80
BA   24   CR         0   TR  1   CH  1   NT  C-              3   voff=80
BA   24   CR         0   TR  2   CH  3   NT  F'            1/2   voff=80
BA   24   CR         0   TR  3   CH  5   NT  C--             3   voff=80
BA   24   CR         0   TR  4   CH  7   NT  C'              4   voff=80
BA   24   CR         0   TR  4   CH  7   NT  G               4   voff=80
BA   24   CR         0   TR  4   CH  7   NT  C               4   voff=80
BA   24   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   24   CR       1/2   TR  2   CH  3   NT  E'            1/2   voff=80
BA   24   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   24   CR         1   TR  2   CH  3   NT  D'            1/2   voff=80
BA   24   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   24   CR     1+1/2   TR  2   CH  3   NT  C'          1+1/2   voff=80
BA   24   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   24   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   24   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   24   CR         3   TR  1   CH  1   NT  C               1   voff=80
BA   24   CR         3   TR  1   CH  1   NT  G-              1   voff=80
BA   24   CR         3   TR  1   CH  1   NT  C-              1   voff=80
BA   24   CR         3   TR  2   CH  3   NT  E'            1/2   voff=80
BA   24   CR         3   TR  3   CH  5   NT  C--             1   voff=80
BA   24   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   24   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   25   CR         0   TR  1   CH  1   NT  E-          1+1/2   voff=80
BA   25   CR         0   TR  1   CH  1   NT  B--         1+1/2   voff=80
BA   25   CR         0   TR  1   CH  1   NT  E--         1+1/2   voff=80
BA   25   CR         0   TR  2   CH  3   NT  E'          1+1/2   voff=80
BA   25   CR         0   TR  3   CH  5   NT  E---            3   voff=80
BA   25   CR         0   TR  4   CH  7   NT  E               4   voff=80
BA   25   CR         0   TR  4   CH  7   NT  B-              4   voff=80
BA   25   CR         0   TR  4   CH  7   NT  E-              4   voff=80
BA   25   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   25   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   25   CR         1   TR  7   CH 10   NT  E--           1/2   voff=80
BA   25   CR     1+1/2   TR  1   CH  1   NT  E--             1   voff=80
BA   25   CR     1+1/2   TR  2   CH  3   NT  D'          1+1/2   voff=80
BA   25   CR     1+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   25   CR         2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   25   CR     2+1/2   TR  1   CH  1   NT  E--           1/2   voff=80
BA   25   CR     2+1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   25   CR         3   TR  1   CH  1   NT  G-              1   voff=80
BA   25   CR         3   TR  1   CH  1   NT  D-              1   voff=80
BA   25   CR         3   TR  1   CH  1   NT  G--             1   voff=80
BA   25   CR         3   TR  2   CH  3   NT  A'              1   voff=80
BA   25   CR         3   TR  3   CH  5   NT  G---            1   voff=80
BA   25   CR         3   TR  7   CH 10   NT  E--           1/2   voff=80
BA   25   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   26   CR         0   TR  1   CH  1   NT  A-              1   voff=80
BA   26   CR         0   TR  1   CH  1   NT  E-              1   voff=80
BA   26   CR         0   TR  1   CH  1   NT  A--             1   voff=80
BA   26   CR         0   TR  3   CH  5   NT  A---        1+1/2   voff=80
BA   26   CR         0   TR  4   CH  7   NT  A               4   von=127   voff=80
BA   26   CR         0   TR  4   CH  7   NT  E               4   voff=80
BA   26   CR         0   TR  4   CH  7   NT  A-              4   voff=80
BA   26   CR         0   TR  7   CH 10   NT  C#-         1+1/2   voff=80
BA   26   CR         0   TR  7   CH 10   NT  C--         1+1/2   voff=80
BA   26   CR     1+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   26   CR     1+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   26   CR     1+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   26   CR     1+1/2   TR  3   CH  5   NT  A---            1   voff=80
BA   26   CR     1+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   26   CR     1+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   26   CR     2+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   26   CR     2+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   26   CR     2+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   26   CR     2+1/2   TR  3   CH  5   NT  A---            1   voff=80
BA   26   CR     2+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   26   CR     2+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   26   CR     3+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   26   CR     3+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   26   CR     3+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   26   CR     3+1/2   TR  3   CH  5   NT  A---          1/2   voff=80
BA   26   CR     3+1/2   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   26   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   27   CR         0   TR  1   CH  1   NT  Bb-             1   voff=80
BA   27   CR         0   TR  1   CH  1   NT  F-              1   voff=80
BA   27   CR         0   TR  1   CH  1   NT  Bb--            1   voff=80
BA   27   CR         0   TR  3   CH  5   NT  Bb---       1+1/2   voff=80
BA   27   CR         0   TR  4   CH  7   NT  Bb              4   voff=80
BA   27   CR         0   TR  4   CH  7   NT  F               4   voff=80
BA   27   CR         0   TR  4   CH  7   NT  Bb-             4   voff=80
BA   27   CR         0   TR  7   CH 10   NT  C#-         1+1/2   voff=80
BA   27   CR         0   TR  7   CH 10   NT  C--         1+1/2   voff=80
BA   27   CR     1+1/2   TR  1   CH  1   NT  Bb-           1/4   voff=80
BA   27   CR     1+1/2   TR  1   CH  1   NT  F-            1/4   voff=80
BA   27   CR     1+1/2   TR  1   CH  1   NT  Bb--          1/4   voff=80
BA   27   CR     1+1/2   TR  3   CH  5   NT  Bb---           1   voff=80
BA   27   CR     1+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   27   CR     1+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   27   CR     2+1/2   TR  1   CH  1   NT  Bb-           1/4   voff=80
BA   27   CR     2+1/2   TR  1   CH  1   NT  F-            1/4   voff=80
BA   27   CR     2+1/2   TR  1   CH  1   NT  Bb--          1/4   voff=80
BA   27   CR     2+1/2   TR  3   CH  5   NT  Bb---           1   voff=80
BA   27   CR     2+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   27   CR     2+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   27   CR     3+1/2   TR  1   CH  1   NT  Bb-           1/4   voff=80
BA   27   CR     3+1/2   TR  1   CH  1   NT  F-            1/4   voff=80
BA   27   CR     3+1/2   TR  1   CH  1   NT  Bb--          1/4   voff=80
BA   27   CR     3+1/2   TR  3   CH  5   NT  Bb---         1/2   voff=80
BA   27   CR     3+1/2   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   27   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   28   CR         0   TR  1   CH  1   NT  C               1   voff=80
BA   28   CR         0   TR  1   CH  1   NT  G-              1   voff=80
BA   28   CR         0   TR  1   CH  1   NT  C-              1   voff=80
BA   28   CR         0   TR  3   CH  5   NT  C--         1+1/2   voff=80
BA   28   CR         0   TR  4   CH  7   NT  C'              4   voff=80
BA   28   CR         0   TR  4   CH  7   NT  G               4   voff=80
BA   28   CR         0   TR  4   CH  7   NT  C               4   voff=80
BA   28   CR         0   TR  7   CH 10   NT  C#-         1+1/2   voff=80
BA   28   CR         0   TR  7   CH 10   NT  C--         1+1/2   voff=80
BA   28   CR     1+1/2   TR  1   CH  1   NT  C             1/4   voff=80
BA   28   CR     1+1/2   TR  1   CH  1   NT  G-            1/4   voff=80
BA   28   CR     1+1/2   TR  1   CH  1   NT  C-            1/4   voff=80
BA   28   CR     1+1/2   TR  3   CH  5   NT  C--             1   voff=80
BA   28   CR     1+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   28   CR     1+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   28   CR     2+1/2   TR  1   CH  1   NT  C             1/4   voff=80
BA   28   CR     2+1/2   TR  1   CH  1   NT  G-            1/4   voff=80
BA   28   CR     2+1/2   TR  1   CH  1   NT  C-            1/4   voff=80
BA   28   CR     2+1/2   TR  3   CH  5   NT  C--             1   voff=80
BA   28   CR     2+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   28   CR     2+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   28   CR     3+1/2   TR  1   CH  1   NT  C             1/4   voff=80
BA   28   CR     3+1/2   TR  1   CH  1   NT  G-            1/4   voff=80
BA   28   CR     3+1/2   TR  1   CH  1   NT  C-            1/4   voff=80
BA   28   CR     3+1/2   TR  3   CH  5   NT  C--           1/2   voff=80
BA   28   CR     3+1/2   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   28   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   29   CR         0   TR  1   CH  1   NT  Bb-             1   voff=80
BA   29   CR         0   TR  1   CH  1   NT  F-              1   voff=80
BA   29   CR         0   TR  1   CH  1   NT  Bb--            1   voff=80
BA   29   CR         0   TR  3   CH  5   NT  Bb---       1+1/2   voff=80
BA   29   CR         0   TR  4   CH  7   NT  Bb              4   voff=80
BA   29   CR         0   TR  4   CH  7   NT  F               4   voff=80
BA   29   CR         0   TR  4   CH  7   NT  Bb-             4   voff=80
BA   29   CR         0   TR  7   CH 10   NT  C#-         1+1/2   voff=80
BA   29   CR         0   TR  7   CH 10   NT  C--         1+1/2   voff=80
BA   29   CR     1+1/2   TR  1   CH  1   NT  Bb-           1/4   voff=80
BA   29   CR     1+1/2   TR  1   CH  1   NT  F-            1/4   voff=80
BA   29   CR     1+1/2   TR  1   CH  1   NT  Bb--          1/4   voff=80
BA   29   CR     1+1/2   TR  3   CH  5   NT  Bb---           1   voff=80
BA   29   CR     1+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   29   CR     1+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   29   CR     2+1/2   TR  1   CH  1   NT  Bb-           1/4   voff=80
BA   29   CR     2+1/2   TR  1   CH  1   NT  F-            1/4   voff=80
BA   29   CR     2+1/2   TR  1   CH  1   NT  Bb--          1/4   voff=80
BA   29   CR     2+1/2   TR  3   CH  5   NT  Bb---           1   voff=80
BA   29   CR     2+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   29   CR     2+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   29   CR     3+1/2   TR  1   CH  1   NT  Bb-           1/4   voff=80
BA   29   CR     3+1/2   TR  1   CH  1   NT  F-            1/4   voff=80
BA   29   CR     3+1/2   TR  1   CH  1   NT  Bb--          1/4   voff=80
BA   29   CR     3+1/2   TR  3   CH  5   NT  Bb---         1/2   voff=80
BA   29   CR     3+1/2   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   29   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   30   CR         0   TR  1   CH  1   NT  A-              1   voff=80
BA   30   CR         0   TR  1   CH  1   NT  E-              1   voff=80
BA   30   CR         0   TR  1   CH  1   NT  A--             1   voff=80
BA   30   CR         0   TR  3   CH  5   NT  A---        1+1/2   voff=80
BA   30   CR         0   TR  4   CH  7   NT  A               4   voff=80
BA   30   CR         0   TR  4   CH  7   NT  E               4   voff=80
BA   30   CR         0   TR  4   CH  7   NT  A-              4   voff=80
BA   30   CR         0   TR  7   CH 10   NT  C#-         1+1/2   voff=80
BA   30   CR         0   TR  7   CH 10   NT  C--         1+1/2   voff=80
BA   30   CR     1+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   30   CR     1+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   30   CR     1+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   30   CR     1+1/2   TR  3   CH  5   NT  A---            1   voff=80
BA   30   CR     1+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   30   CR     1+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   30   CR     2+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   30   CR     2+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   30   CR     2+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   30   CR     2+1/2   TR  3   CH  5   NT  A---            1   voff=80
BA   30   CR     2+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   30   CR     2+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   30   CR     3+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   30   CR     3+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   30   CR     3+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   30   CR     3+1/2   TR  3   CH  5   NT  A---          1/2   voff=80
BA   30   CR     3+1/2   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   30   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   31   CR         0   TR  1   CH  1   NT  A-              1   voff=80
BA   31   CR         0   TR  1   CH  1   NT  E-              1   voff=80
BA   31   CR         0   TR  1   CH  1   NT  A--             1   voff=80
BA   31   CR         0   TR  3   CH  5   NT  A---        1+1/2   voff=80
BA   31   CR         0   TR  4   CH  7   NT  A               4   voff=80
BA   31   CR         0   TR  4   CH  7   NT  E               4   voff=80
BA   31   CR         0   TR  4   CH  7   NT  A-              4   voff=80
BA   31   CR         0   TR  7   CH 10   NT  C#-         1+1/2   voff=80
BA   31   CR         0   TR  7   CH 10   NT  C--         1+1/2   voff=80
BA   31   CR     1+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   31   CR     1+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   31   CR     1+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   31   CR     1+1/2   TR  3   CH  5   NT  A---            1   voff=80
BA   31   CR     1+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   31   CR     1+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   31   CR     2+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   31   CR     2+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   31   CR     2+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   31   CR     2+1/2   TR  3   CH  5   NT  A---            1   voff=80
BA   31   CR     2+1/2   TR  7   CH 10   NT  Bb--            1   voff=80
BA   31   CR     2+1/2   TR  7   CH 10   NT  C--             1   voff=80
BA   31   CR     3+1/2   TR  1   CH  1   NT  A-            1/4   voff=80
BA   31   CR     3+1/2   TR  1   CH  1   NT  E-            1/4   voff=80
BA   31   CR     3+1/2   TR  1   CH  1   NT  A--           1/4   voff=80
BA   31   CR     3+1/2   TR  3   CH  5   NT  A---          1/2   voff=80
BA   31   CR     3+1/2   TR  7   CH 10   NT  Bb--          1/2   voff=80
BA   31   CR     3+1/2   TR  7   CH 10   NT  C--           1/2   voff=80

BA   32   CR         0   TR  1   CH  1   NT  A-          1+1/2   voff=80
BA   32   CR         0   TR  1   CH  1   NT  E-          1+1/2   voff=80
BA   32   CR         0   TR  1   CH  1   NT  A--         1+1/2   voff=80
BA   32   CR         0   TR  2   CH  4   NT  A               3   voff=80
BA   32   CR         0   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR         0   TR  3   CH  5   NT  A---        1+1/2   voff=80
BA   32   CR         0   TR  4   CH  7   NT  A               4   voff=80
BA   32   CR         0   TR  4   CH  7   NT  E               4   voff=80
BA   32   CR         0   TR  4   CH  7   NT  A-              4   voff=80
BA   32   CR         0   TR  7   CH 10   NT  C#-           1/2   voff=80
BA   32   CR         0   TR  7   CH 10   NT  C--           1/2   voff=80
BA   32   CR      1/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      1/24   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      1/16   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      1/12   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      5/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       1/8   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      7/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       1/6   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      3/16   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      5/24   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     11/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       1/4   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     13/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      7/24   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      5/16   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       1/3   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     17/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       3/8   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     19/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      5/12   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      7/16   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     11/24   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     23/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       1/2   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       1/2   TR  7   CH 10   NT  C--           1/2   voff=80
BA   32   CR     25/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     13/24   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      9/16   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR      7/12   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     29/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       5/8   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR     31/48   TR  2   CH  4   ST &E3 &00 &40
BA   32   CR       2/3   TR  2   CH  4   ST &E3 &00 &40
