
BA    1   CR         0   TR  0   CH 16   Tempo 138
BA    1   CR         0   TR  0   CH 16   Tempo 138
BA    1   CR         0   TR  0   CH 16   Tempo 138
BA    1   CR         0   TR  1   CH 16   Text type 3: "Piano Beginning"
BA    2   CR         3   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    2   CR         3   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    2   CR         3   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    2   CR         3   TR 10   CH 10   NT  Eb--        11/96   voff=71
BA    2   CR     3+1/4   TR  1   CH  1   NT  C'          23/96   von=42   voff=42
BA    2   CR     3+1/4   TR  1   CH  1   NT  G           23/96   voff=42
BA    2   CR     3+1/4   TR  5   CH  5   NT  G-          23/96   von=74   voff=74
BA    2   CR     3+1/4   TR  5   CH  5   NT  C           23/96   voff=74
BA    2   CR     3+1/4   TR  6   CH  6   NT  G-          23/96   von=81   voff=81
BA    2   CR     3+1/4   TR  6   CH  6   NT  C           23/96   voff=81
BA    2   CR     3+1/4   TR  7   CH  7   NT  C''         23/96   von=40   voff=40
BA    2   CR     3+1/4   TR  7   CH  7   NT  G'          23/96   voff=40
BA    2   CR     3+1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA    2   CR     3+1/2   TR  1   CH  1   NT  E'          23/96   von=87   voff=87
BA    2   CR     3+1/2   TR  1   CH  1   NT  C'          23/96   voff=87
BA    2   CR     3+1/2   TR  2   CH  2   NT  E'          23/96   von=93   voff=93
BA    2   CR     3+1/2   TR  3   CH  3   NT  E'          23/96   von=93   voff=93
BA    2   CR     3+1/2   TR  4   CH  4   NT  G--         23/96   voff=82
BA    2   CR     3+1/2   TR  7   CH  7   NT  E''         23/96   von=78   voff=78
BA    2   CR     3+1/2   TR  7   CH  7   NT  C''         23/96   voff=78
BA    2   CR     3+1/2   TR 10   CH 10   NT  C           23/96   von=62   voff=62
BA    2   CR     3+1/2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA    2   CR     3+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    2   CR     3+3/4   TR  1   CH  1   NT  C'          23/96   von=69   voff=69
BA    2   CR     3+3/4   TR  1   CH  1   NT  E'          23/96   voff=69
BA    2   CR     3+3/4   TR  2   CH  2   NT  E'          23/96   von=81   voff=81
BA    2   CR     3+3/4   TR  3   CH  3   NT  E'          23/96   von=81   voff=81
BA    2   CR     3+3/4   TR  7   CH  7   NT  C''         23/96   von=61   voff=61
BA    2   CR     3+3/4   TR  7   CH  7   NT  E''         23/96   voff=61

BA    3   CR         0   TR  1   CH  1   NT  C'          23/96   von=51   voff=51
BA    3   CR         0   TR  1   CH  1   NT  E'          23/96   voff=51
BA    3   CR         0   TR  5   CH  5   NT  G-          23/96   von=81   voff=81
BA    3   CR         0   TR  5   CH  5   NT  B-          23/96   voff=81
BA    3   CR         0   TR  6   CH  6   NT  G-          23/96   von=80   voff=80
BA    3   CR         0   TR  6   CH  6   NT  B-          23/96   voff=80
BA    3   CR         0   TR  7   CH  7   NT  C''         23/96   von=40   voff=40
BA    3   CR         0   TR  7   CH  7   NT  E''         23/96   voff=40
BA    3   CR         0   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA    3   CR         0   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    3   CR       1/4   TR  1   CH  1   NT  G'          23/96   von=69   voff=69
BA    3   CR       1/4   TR  1   CH  1   NT  D'          23/96   voff=69
BA    3   CR       1/4   TR  4   CH  4   NT  C--         23/96   voff=82
BA    3   CR       1/4   TR  5   CH  5   NT  G-          23/96   von=93   voff=93
BA    3   CR       1/4   TR  5   CH  5   NT  C           23/96   voff=93
BA    3   CR       1/4   TR  6   CH  6   NT  G-          23/96   von=99   voff=99
BA    3   CR       1/4   TR  6   CH  6   NT  C           23/96   voff=99
BA    3   CR       1/4   TR  7   CH  7   NT  G''         23/96   von=77   voff=77
BA    3   CR       1/4   TR  7   CH  7   NT  D''         23/96   voff=77
BA    3   CR       1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA    3   CR       1/2   TR  2   CH  2   NT  G'          47/96   von=110   voff=110
BA    3   CR       1/2   TR  3   CH  3   ST &E2 &00 &40
BA    3   CR       1/2   TR  3   CH  3   NT  G'          47/96   von=108   voff=108
BA    3   CR       1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    3   CR       3/4   TR  1   CH  1   NT  D'          23/96   von=68   voff=68
BA    3   CR       3/4   TR  1   CH  1   NT  G'          23/96   voff=68
BA    3   CR       3/4   TR  4   CH  4   NT  D--         23/96   voff=82
BA    3   CR       3/4   TR  5   CH  5   NT  C           23/96   von=99   voff=99
BA    3   CR       3/4   TR  5   CH  5   NT  G-          23/96   voff=99
BA    3   CR       3/4   TR  6   CH  6   NT  C           23/96   von=105   voff=105
BA    3   CR       3/4   TR  6   CH  6   NT  G-          23/96   voff=105
BA    3   CR       3/4   TR  7   CH  7   NT  D''         23/96   von=78   voff=78
BA    3   CR       3/4   TR  7   CH  7   NT  G''         23/96   voff=78
BA    3   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA    3   CR       3/4   TR 10   CH 10   NT  C--         11/96   von=76   voff=76
BA    3   CR         1   TR  1   CH  1   NT  E'          23/96   von=67   voff=67
BA    3   CR         1   TR  1   CH  1   NT  A'          23/96   voff=67
BA    3   CR         1   TR  2   CH  2   NT  F#'         23/96   von=91   voff=91
BA    3   CR         1   TR  3   CH  3   NT  F#'         23/96   von=91   voff=91
BA    3   CR         1   TR  4   CH  4   NT  E--         23/96   voff=82
BA    3   CR         1   TR  7   CH  7   NT  E''         23/96   von=71   voff=71
BA    3   CR         1   TR  7   CH  7   NT  A''         23/96   voff=71
BA    3   CR         1   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    3   CR         1   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    3   CR         1   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    3   CR         1   TR 10   CH 10   NT  Eb--        11/96   von=72   voff=72
BA    3   CR     1+1/4   TR  5   CH  5   NT  G-          23/96   von=90   voff=90
BA    3   CR     1+1/4   TR  5   CH  5   NT  C           23/96   voff=90
BA    3   CR     1+1/4   TR  6   CH  6   NT  G-          23/96   von=87   voff=87
BA    3   CR     1+1/4   TR  6   CH  6   NT  C           23/96   voff=87
BA    3   CR     1+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    3   CR     1+1/2   TR  1   CH  1   NT  E'          23/96   voff=67
BA    3   CR     1+1/2   TR  1   CH  1   NT  C'          23/96   voff=67
BA    3   CR     1+1/2   TR  2   CH  2   NT  E'          23/96   von=78   voff=78
BA    3   CR     1+1/2   TR  3   CH  3   NT  E'          23/96   von=78   voff=78
BA    3   CR     1+1/2   TR  4   CH  4   NT  C--         23/96   voff=82
BA    3   CR     1+1/2   TR  5   CH  5   NT  G-          23/96   von=77   voff=77
BA    3   CR     1+1/2   TR  5   CH  5   NT  C           23/96   voff=77
BA    3   CR     1+1/2   TR  6   CH  6   NT  G-          23/96   von=82   voff=82
BA    3   CR     1+1/2   TR  6   CH  6   NT  C           23/96   voff=82
BA    3   CR     1+1/2   TR  7   CH  7   NT  E''         23/96   von=74   voff=74
BA    3   CR     1+1/2   TR  7   CH  7   NT  C''         23/96   voff=74
BA    3   CR     1+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA    3   CR     1+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    3   CR         2   TR  1   CH  1   NT  D'          23/96   von=51   voff=51
BA    3   CR         2   TR  2   CH  2   NT  D'          23/96   von=92   voff=92
BA    3   CR         2   TR  3   CH  3   NT  D'          23/96   von=92   voff=92
BA    3   CR         2   TR  4   CH  4   NT  D--         23/96   voff=82
BA    3   CR         2   TR  7   CH  7   NT  D''         23/96   von=78   voff=78
BA    3   CR         2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA    3   CR         2   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    3   CR     2+1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA    3   CR     2+1/2   TR  1   CH  1   NT  A           23/96   von=22   voff=22
BA    3   CR     2+1/2   TR  5   CH  5   NT  D           23/96   von=82   voff=82
BA    3   CR     2+1/2   TR  5   CH  5   NT  A-          23/96   voff=82
BA    3   CR     2+1/2   TR  6   CH  6   NT  D           23/96   voff=82
BA    3   CR     2+1/2   TR  6   CH  6   NT  A-          23/96   voff=82
BA    3   CR     2+1/2   TR  7   CH  7   NT  A'          23/96   von=33   voff=33
BA    3   CR     2+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    3   CR     2+3/4   TR  1   CH  1   NT  D'          23/96   von=52   voff=52
BA    3   CR     2+3/4   TR  2   CH  2   NT  A           23/96   von=78   voff=78
BA    3   CR     2+3/4   TR  3   CH  3   NT  A           23/96   von=78   voff=78
BA    3   CR     2+3/4   TR  4   CH  4   NT  F#--        23/96   voff=82
BA    3   CR     2+3/4   TR  7   CH  7   NT  D''         23/96   von=79   voff=79
BA    3   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA    3   CR         3   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    3   CR         3   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    3   CR         3   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    3   CR         3   TR 10   CH 10   NT  Eb--        11/96   von=68   voff=68
BA    3   CR     3+1/4   TR  1   CH  1   NT  A           23/96   von=20   voff=20
BA    3   CR     3+1/4   TR  5   CH  5   NT  D           23/96   von=77   voff=77
BA    3   CR     3+1/4   TR  5   CH  5   NT  A-          23/96   voff=77
BA    3   CR     3+1/4   TR  6   CH  6   NT  D           23/96   von=77   voff=77
BA    3   CR     3+1/4   TR  6   CH  6   NT  A-          23/96   voff=77
BA    3   CR     3+1/4   TR  7   CH  7   NT  A'          23/96   von=36   voff=36
BA    3   CR     3+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    3   CR     3+1/2   TR  1   CH  1   NT  D'          23/96   von=49   voff=49
BA    3   CR     3+1/2   TR  2   CH  2   NT  F#          23/96   voff=78
BA    3   CR     3+1/2   TR  3   CH  3   NT  F#          23/96   voff=78
BA    3   CR     3+1/2   TR  4   CH  4   NT  G--         23/96   voff=82
BA    3   CR     3+1/2   TR  7   CH  7   NT  D''         23/96   von=79   voff=79
BA    3   CR     3+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA    3   CR     3+1/2   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA    3   CR     3+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58

BA    4   CR         0   TR  2   CH  2   NT  B           23/96   voff=78
BA    4   CR         0   TR  3   CH  3   NT  B           23/96   voff=78
BA    4   CR         0   TR  4   CH  4   NT  G--         23/96   von=69   voff=69
BA    4   CR         0   TR  5   CH  5   NT  A-          23/96   von=81   voff=81
BA    4   CR         0   TR  5   CH  5   NT  C#          23/96   voff=81
BA    4   CR         0   TR  6   CH  6   NT  A-          23/96   von=81   voff=81
BA    4   CR         0   TR  6   CH  6   NT  C#          23/96   voff=81
BA    4   CR         0   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA    4   CR         0   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    4   CR       1/4   TR  2   CH  2   NT  B           23/96   voff=78
BA    4   CR       1/4   TR  3   CH  3   NT  B           23/96   voff=78
BA    4   CR       1/4   TR  4   CH  4   NT  G#--        23/96   von=82   voff=82
BA    4   CR       1/4   TR  5   CH  5   NT  D           23/96   von=93   voff=93
BA    4   CR       1/4   TR  5   CH  5   NT  A-          23/96   voff=93
BA    4   CR       1/4   TR  6   CH  6   NT  D           23/96   von=93   voff=93
BA    4   CR       1/4   TR  6   CH  6   NT  A-          23/96   voff=93
BA    4   CR       1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA    4   CR       1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    4   CR       3/4   TR  2   CH  2   NT  B           23/96   voff=78
BA    4   CR       3/4   TR  3   CH  3   NT  B           23/96   voff=78
BA    4   CR       3/4   TR  4   CH  4   NT  G#--        23/96   von=57   voff=57
BA    4   CR       3/4   TR  5   CH  5   NT  D           23/96   von=100   voff=100
BA    4   CR       3/4   TR  5   CH  5   NT  A-          23/96   voff=100
BA    4   CR       3/4   TR  6   CH  6   NT  D           23/96   von=100   voff=100
BA    4   CR       3/4   TR  6   CH  6   NT  A-          23/96   voff=100
BA    4   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA    4   CR       3/4   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA    4   CR         1   TR  4   CH  4   NT  A--         23/96   von=82   voff=82
BA    4   CR         1   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    4   CR         1   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    4   CR         1   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    4   CR         1   TR 10   CH 10   NT  Eb--        11/96   von=69   voff=69
BA    4   CR     1+1/4   TR  2   CH  2   NT  B           23/96   von=49   voff=49
BA    4   CR     1+1/4   TR  3   CH  3   NT  B           23/96   von=49   voff=49
BA    4   CR     1+1/4   TR  5   CH  5   NT  D           23/96   von=101   voff=101
BA    4   CR     1+1/4   TR  5   CH  5   NT  A-          23/96   voff=101
BA    4   CR     1+1/4   TR  6   CH  6   NT  D           23/96   von=101   voff=101
BA    4   CR     1+1/4   TR  6   CH  6   NT  A-          23/96   voff=101
BA    4   CR     1+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    4   CR     1+1/2   TR  2   CH  2   NT  Bb          23/96   von=78   voff=78
BA    4   CR     1+1/2   TR  3   CH  3   NT  Bb          23/96   von=78   voff=78
BA    4   CR     1+1/2   TR  4   CH  4   NT  A--         23/96   voff=82
BA    4   CR     1+1/2   TR  5   CH  5   NT  A-          23/96   voff=101
BA    4   CR     1+1/2   TR  5   CH  5   NT  D           23/96   voff=101
BA    4   CR     1+1/2   TR  6   CH  6   NT  A-          23/96   voff=101
BA    4   CR     1+1/2   TR  6   CH  6   NT  D           23/96   voff=101
BA    4   CR     1+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA    4   CR     1+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    4   CR     1+3/4   TR  2   CH  2   NT  B           23/96   voff=78
BA    4   CR     1+3/4   TR  3   CH  3   NT  B           23/96   voff=78
BA    4   CR         2   TR  1   CH  1   NT  E           23/96   von=61   voff=61
BA    4   CR         2   TR  1   CH  1   NT  G           23/96   voff=61
BA    4   CR         2   TR  2   CH  2   NT  C'          23/96   von=82   voff=82
BA    4   CR         2   TR  3   CH  3   NT  C'          23/96   von=82   voff=82
BA    4   CR         2   TR  4   CH  4   NT  C--         23/96   voff=82
BA    4   CR         2   TR  7   CH  7   NT  G'          23/96   von=58   voff=58
BA    4   CR         2   TR  7   CH  7   NT  E'          23/96   voff=58
BA    4   CR         2   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    4   CR         2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA    4   CR     2+1/4   TR  1   CH  1   NT  E           23/96   von=46   voff=46
BA    4   CR     2+1/4   TR  1   CH  1   NT  G           23/96   voff=46
BA    4   CR     2+1/4   TR  2   CH  2   NT  C'          23/96   von=63   voff=63
BA    4   CR     2+1/4   TR  3   CH  3   NT  C'          23/96   von=63   voff=63
BA    4   CR     2+1/4   TR  7   CH  7   NT  G'          23/96   von=40   voff=40
BA    4   CR     2+1/4   TR  7   CH  7   NT  E'          23/96   voff=40
BA    4   CR     2+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    4   CR     2+1/2   TR  1   CH  1   NT  E           23/96   von=31   voff=31
BA    4   CR     2+1/2   TR  1   CH  1   NT  G           23/96   voff=31
BA    4   CR     2+1/2   TR  5   CH  5   NT  G-          23/96   von=78   voff=78
BA    4   CR     2+1/2   TR  5   CH  5   NT  C           23/96   voff=78
BA    4   CR     2+1/2   TR  6   CH  6   NT  G-          23/96   von=78   voff=78
BA    4   CR     2+1/2   TR  6   CH  6   NT  C           23/96   voff=78
BA    4   CR     2+1/2   TR  7   CH  7   NT  G'          23/96   von=23   voff=23
BA    4   CR     2+1/2   TR  7   CH  7   NT  E'          23/96   voff=23
BA    4   CR     2+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    4   CR     2+3/4   TR  1   CH  1   NT  C'          23/96   von=72   voff=72
BA    4   CR     2+3/4   TR  1   CH  1   NT  G           23/96   voff=72
BA    4   CR     2+3/4   TR  2   CH  2   NT  D'          23/96   von=89   voff=89
BA    4   CR     2+3/4   TR  3   CH  3   NT  D'          23/96   von=89   voff=89
BA    4   CR     2+3/4   TR  4   CH  4   NT  E--         23/96   voff=82
BA    4   CR     2+3/4   TR  7   CH  7   NT  G'          23/96   von=67   voff=67
BA    4   CR     2+3/4   TR  7   CH  7   NT  C''         23/96   voff=67
BA    4   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA    4   CR         3   TR  1   CH  1   NT  C'          23/96   von=55   voff=55
BA    4   CR         3   TR  1   CH  1   NT  G           23/96   voff=55
BA    4   CR         3   TR  2   CH  2   NT  D'          23/96   von=73   voff=73
BA    4   CR         3   TR  3   CH  3   NT  D'          23/96   von=73   voff=73
BA    4   CR         3   TR  7   CH  7   NT  G'          23/96   von=51   voff=51
BA    4   CR         3   TR  7   CH  7   NT  C''         23/96   voff=51
BA    4   CR         3   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA    4   CR         3   TR 10   CH 10   NT  G#--        11/96   voff=71
BA    4   CR         3   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    4   CR         3   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    4   CR     3+1/4   TR  1   CH  1   NT  G           23/96   von=42   voff=42
BA    4   CR     3+1/4   TR  1   CH  1   NT  C'          23/96   voff=42
BA    4   CR     3+1/4   TR  5   CH  5   NT  C           23/96   von=74   voff=74
BA    4   CR     3+1/4   TR  5   CH  5   NT  G-          23/96   voff=74
BA    4   CR     3+1/4   TR  6   CH  6   NT  C           23/96   von=74   voff=74
BA    4   CR     3+1/4   TR  6   CH  6   NT  G-          23/96   voff=74
BA    4   CR     3+1/4   TR  7   CH  7   NT  C''         23/96   von=40   voff=40
BA    4   CR     3+1/4   TR  7   CH  7   NT  G'          23/96   voff=40
BA    4   CR     3+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    4   CR     3+1/2   TR  1   CH  1   NT  C'          23/96   von=87   voff=87
BA    4   CR     3+1/2   TR  1   CH  1   NT  E'          23/96   voff=87
BA    4   CR     3+1/2   TR  2   CH  2   NT  E'          23/96   von=93   voff=93
BA    4   CR     3+1/2   TR  3   CH  3   NT  E'          23/96   von=93   voff=93
BA    4   CR     3+1/2   TR  4   CH  4   NT  G--         23/96   voff=82
BA    4   CR     3+1/2   TR  7   CH  7   NT  E''         23/96   von=78   voff=78
BA    4   CR     3+1/2   TR  7   CH  7   NT  C''         23/96   voff=78
BA    4   CR     3+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA    4   CR     3+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    4   CR     3+1/2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA    4   CR     3+3/4   TR  1   CH  1   NT  E'          23/96   von=69   voff=69
BA    4   CR     3+3/4   TR  1   CH  1   NT  C'          23/96   voff=69
BA    4   CR     3+3/4   TR  2   CH  2   NT  E'          23/96   von=81   voff=81
BA    4   CR     3+3/4   TR  3   CH  3   NT  E'          23/96   von=81   voff=81
BA    4   CR     3+3/4   TR  7   CH  7   NT  C''         23/96   von=61   voff=61
BA    4   CR     3+3/4   TR  7   CH  7   NT  E''         23/96   voff=61

BA    5   CR         0   TR  1   CH  1   NT  E'          23/96   von=51   voff=51
BA    5   CR         0   TR  1   CH  1   NT  C'          23/96   voff=51
BA    5   CR         0   TR  5   CH  5   NT  B-          23/96   von=81   voff=81
BA    5   CR         0   TR  5   CH  5   NT  G-          23/96   voff=81
BA    5   CR         0   TR  6   CH  6   NT  B-          23/96   von=81   voff=81
BA    5   CR         0   TR  6   CH  6   NT  G-          23/96   voff=81
BA    5   CR         0   TR  7   CH  7   NT  C''         23/96   von=40   voff=40
BA    5   CR         0   TR  7   CH  7   NT  E''         23/96   voff=40
BA    5   CR         0   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    5   CR         0   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA    5   CR       1/4   TR  4   CH  4   NT  C--         23/96   voff=82
BA    5   CR       1/4   TR  5   CH  5   NT  G-          23/96   von=93   voff=93
BA    5   CR       1/4   TR  5   CH  5   NT  C           23/96   voff=93
BA    5   CR       1/4   TR  6   CH  6   NT  G-          23/96   von=93   voff=93
BA    5   CR       1/4   TR  6   CH  6   NT  C           23/96   voff=93
BA    5   CR       1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA    5   CR       1/2   TR  1   CH  1   NT  C'        1+47/96   von=72   voff=72
BA    5   CR       1/2   TR  1   CH  1   NT  E'        1+47/96   voff=72
BA    5   CR       1/2   TR  2   CH  2   NT  A'        1+47/96   von=94   voff=94
BA    5   CR       1/2   TR  3   CH  3   NT  A'        1+47/96   von=94   voff=94
BA    5   CR       1/2   TR  7   CH  7   NT  C''         47/96   von=78   voff=78
BA    5   CR       1/2   TR  7   CH  7   NT  E''         47/96   voff=78
BA    5   CR       1/2   TR 10   CH 10   NT  E'           5/32   von=70   voff=70
BA    5   CR       1/2   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    5   CR       1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    5   CR       1/2   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    5   CR       1/2   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA    5   CR       2/3   TR 10   CH 10   NT  E'           5/32   von=70   voff=70
BA    5   CR       3/4   TR  4   CH  4   NT  D--         23/96   voff=82
BA    5   CR       3/4   TR  5   CH  5   NT  G-          23/96   von=99   voff=99
BA    5   CR       3/4   TR  5   CH  5   NT  C           23/96   voff=99
BA    5   CR       3/4   TR  6   CH  6   NT  G-          23/96   von=99   voff=99
BA    5   CR       3/4   TR  6   CH  6   NT  C           23/96   voff=99
BA    5   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA    5   CR       3/4   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA    5   CR       5/6   TR 10   CH 10   NT  E'           5/32   von=69   voff=69
BA    5   CR         1   TR  4   CH  4   NT  E--         23/96   voff=82
BA    5   CR         1   TR 10   CH 10   NT  E'           5/32   voff=69
BA    5   CR         1   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    5   CR         1   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    5   CR         1   TR 10   CH 10   NT  G#--        11/96   von=70   voff=70
BA    5   CR         1   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA    5   CR     1+1/4   TR  5   CH  5   NT  G-          23/96   von=90   voff=90
BA    5   CR     1+1/4   TR  5   CH  5   NT  C           23/96   voff=90
BA    5   CR     1+1/4   TR  6   CH  6   NT  G-          23/96   von=90   voff=90
BA    5   CR     1+1/4   TR  6   CH  6   NT  C           23/96   voff=90
BA    5   CR     1+1/4   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    5   CR     1+1/4   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA    5   CR     1+1/4   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    5   CR     1+1/4   TR 10   CH 10   NT  G#--        11/96   von=70   voff=70
BA    5   CR     1+1/2   TR  4   CH  4   NT  C--         23/96   voff=82
BA    5   CR     1+1/2   TR  5   CH  5   NT  G-          23/96   von=77   voff=77
BA    5   CR     1+1/2   TR  5   CH  5   NT  C           23/96   voff=77
BA    5   CR     1+1/2   TR  6   CH  6   NT  G-          23/96   von=77   voff=77
BA    5   CR     1+1/2   TR  6   CH  6   NT  C           23/96   voff=77
BA    5   CR     1+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA    5   CR     1+1/2   TR 10   CH 10   NT  E'           5/32   von=70   voff=70
BA    5   CR     1+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    5   CR         2   TR  4   CH  4   NT  D--         23/96   voff=82
BA    5   CR         2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA    5   CR         2   TR 10   CH 10   NT  G#--        11/96   von=70   voff=70
BA    5   CR     2+1/4   TR 10   CH 10   NT  G#--        11/96   voff=70
BA    5   CR     2+1/2   TR  5   CH  5   NT  D           23/96   von=82   voff=82
BA    5   CR     2+1/2   TR  5   CH  5   NT  A-          23/96   voff=82
BA    5   CR     2+1/2   TR  6   CH  6   NT  D           23/96   von=82   voff=82
BA    5   CR     2+1/2   TR  6   CH  6   NT  A-          23/96   voff=82
BA    5   CR     2+1/2   TR  8   CH  8   NT  D'          23/96   von=92   voff=92
BA    5   CR     2+1/2   TR  9   CH  9   NT  D'          23/96   von=92   voff=92
BA    5   CR     2+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    5   CR     2+3/4   TR  4   CH  4   NT  F#--        23/96   voff=82
BA    5   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA    5   CR         3   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA    5   CR         3   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA    5   CR         3   TR 10   CH 10   NT  G#--        11/96   von=70   voff=70
BA    5   CR         3   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA    5   CR     3+1/4   TR  5   CH  5   NT  D           23/96   von=77   voff=77
BA    5   CR     3+1/4   TR  5   CH  5   NT  A-          23/96   voff=77
BA    5   CR     3+1/4   TR  6   CH  6   NT  D           23/96   von=77   voff=77
BA    5   CR     3+1/4   TR  6   CH  6   NT  A-          23/96   voff=77
BA    5   CR     3+1/4   TR  8   CH  8   NT  A           23/96   von=78   voff=78
BA    5   CR     3+1/4   TR  9   CH  9   NT  A           23/96   von=78   voff=78
BA    5   CR     3+1/4   TR 10   CH 10   NT  G#--        11/96   von=70   voff=70
BA    5   CR     3+1/2   TR  4   CH  4   NT  G--         23/96   voff=82
BA    5   CR     3+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA    5   CR     3+1/2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA    5   CR     3+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA    5   CR     3+3/4   TR  8   CH  8   NT  F#          23/96   voff=78
BA    5   CR     3+3/4   TR  9   CH  9   NT  F#          23/96   voff=78

BA    6   CR         0   TR  4   CH  4   NT  G--         23/96   von=67   voff=67
BA    6   CR         0   TR  5   CH  5   NT  A-          23/96   von=81   voff=81
BA    6   CR         0   TR  5   CH  5   NT  C#          23/96   voff=81
BA    6   CR         0   TR  6   CH  6   NT  A-          23/96   von=81   voff=81
BA    6   CR         0   TR  6   CH  6   NT  C#          23/96   voff=81
BA    6   CR         0   TR  8   CH  8   NT  B           23/96   voff=78
BA    6   CR         0   TR  9   CH  9   NT  B           23/96   voff=78
