
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA   17   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   17   CR     2+1/2   TR  1   CH  1   NT  G--           1/4
BA   17   CR     2+1/2   TR  2   CH  2   NT  C--           1/4
BA   17   CR         3   TR  1   CH  1   NT  C--           1/4
BA   17   CR         3   TR  2   CH  2   NT  C--           1/4
BA   17   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   17   CR     3+1/2   TR  1   CH  1   NT  G--           1/4
BA   17   CR     3+1/2   TR  2   CH  2   NT  C--           1/4

BA   18   CR         0   TR  1   CH  1   NT  E'            1/4
BA   18   CR         0   TR  2   CH  2   NT  F--           1/4
BA   18   CR       1/2   TR  1   CH  1   NT  F--           1/4
BA   18   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   18   CR       1/2   TR  2   CH  2   NT  F--           1/4
BA   18   CR       3/4   TR  1   CH  1   NT  C'            1/4
BA   18   CR         1   TR  2   CH  2   NT  F--           1/4
BA   18   CR     1+1/2   TR  1   CH  1   NT  F--           1/4
BA   18   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   18   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   18   CR     1+1/2   TR  2   CH  2   NT  F--           1/4
BA   18   CR         2   TR  1   CH  1   NT  E'            1/4
BA   18   CR         2   TR  2   CH  2   NT  E--           1/4
BA   18   CR     2+1/2   TR  1   CH  1   NT  E--           1/4
BA   18   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   18   CR     2+1/2   TR  2   CH  2   NT  E--           1/4
BA   18   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   18   CR         3   TR  2   CH  2   NT  E--           1/4
BA   18   CR    3+5/12   TR  1   CH  1   NT  E--           1/4
BA   18   CR    3+5/12   TR  1   CH  1   NT  C-            1/4
BA   18   CR     3+1/2   TR  2   CH  2   NT  E--           1/4

BA   19   CR         0   TR  1   CH  1   NT  Eb'           1/4
BA   19   CR         0   TR  2   CH  2   NT  Eb--          1/4
BA   19   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   19   CR       1/2   TR  1   CH  1   NT  Eb--          1/4
BA   19   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   19   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   19   CR       1/2   TR  2   CH  2   NT  Eb--          1/4
BA   19   CR         1   TR  1   CH  1   NT  Eb'           1/4
BA   19   CR         1   TR  2   CH  2   NT  Eb--          1/4
BA   19   CR     1+1/2   TR  1   CH  1   NT  Eb--          1/4
BA   19   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   19   CR     1+1/2   TR  2   CH  2   NT  Eb--          1/4
BA   19   CR     1+3/4   TR  1   CH  1   NT  D'            1/4
BA   19   CR         2   TR  2   CH  2   NT  D--           1/4
BA   19   CR     2+1/2   TR  1   CH  1   NT  F--           1/4
BA   19   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   19   CR     2+1/2   TR  2   CH  2   NT  D--           1/4
BA   19   CR         3   TR  2   CH  2   NT  G---          1/4
BA   19   CR     3+1/2   TR  1   CH  1   NT  F--           1/4
BA   19   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   19   CR     3+1/2   TR  2   CH  2   NT  G---          1/4

BA   20   CR         0   TR  1   CH  1   NT  E'            1/4
BA   20   CR         0   TR  2   CH  2   NT  F--           1/4
BA   20   CR       1/2   TR  1   CH  1   NT  F--           1/4
BA   20   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   20   CR       1/2   TR  2   CH  2   NT  F--           1/4
BA   20   CR       3/4   TR  1   CH  1   NT  C'            1/4
BA   20   CR         1   TR  2   CH  2   NT  F--           1/4
BA   20   CR     1+1/2   TR  1   CH  1   NT  F--           1/4
BA   20   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   20   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   20   CR     1+1/2   TR  2   CH  2   NT  F--           1/4
BA   20   CR         2   TR  1   CH  1   NT  E'            1/4
BA   20   CR         2   TR  2   CH  2   NT  E--           1/4
BA   20   CR     2+1/2   TR  1   CH  1   NT  E--           1/4
BA   20   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   20   CR     2+1/2   TR  2   CH  2   NT  E--           1/4
BA   20   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   20   CR         3   TR  2   CH  2   NT  E--           1/4
BA   20   CR     3+1/2   TR  1   CH  1   NT  E--           1/4
BA   20   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   20   CR     3+1/2   TR  2   CH  2   NT  E--           1/4

BA   21   CR         0   TR  1   CH  1   NT  Eb'           1/4
BA   21   CR         0   TR  2   CH  2   NT  Eb--          1/4
BA   21   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   21   CR       1/2   TR  1   CH  1   NT  Eb--          1/4
BA   21   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   21   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   21   CR       1/2   TR  2   CH  2   NT  Eb--          1/4
BA   21   CR         1   TR  1   CH  1   NT  G'            1/4
BA   21   CR         1   TR  2   CH  2   NT  Eb--          1/4
BA   21   CR     1+1/2   TR  1   CH  1   NT  Eb--          1/4
BA   21   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   21   CR     1+1/2   TR  2   CH  2   NT  Eb--          1/4
BA   21   CR         2   TR  2   CH  2   NT  D--           1/4
BA   21   CR     2+1/2   TR  1   CH  1   NT  F--           1/4
BA   21   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   21   CR     2+1/2   TR  2   CH  2   NT  D--           1/4
BA   21   CR         3   TR  2   CH  2   NT  G---          1/4
BA   21   CR     3+1/2   TR  1   CH  1   NT  F--           1/4
BA   21   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   21   CR     3+1/2   TR  2   CH  2   NT  G---          1/4

BA   22   CR         0   TR  1   CH  1   NT  C--           1/4
BA   22   CR         0   TR  1   CH  1   NT  E'            1/4
BA   22   CR         0   TR  2   CH  2   NT  C--           1/4
BA   22   CR       1/2   TR  1   CH  1   NT  G--           1/4
BA   22   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   22   CR       1/2   TR  2   CH  2   NT  C--           1/4
BA   22   CR         1   TR  1   CH  1   NT  C--           1/4
BA   22   CR         1   TR  1   CH  1   NT  C'            1/4
BA   22   CR         1   TR  2   CH  2   NT  C--           1/4
BA   22   CR     1+1/2   TR  1   CH  1   NT  G--           1/4
BA   22   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   22   CR     1+1/2   TR  2   CH  2   NT  C--           1/4
BA   22   CR     1+3/4   TR  1   CH  1   NT  G             1/4
BA   22   CR         2   TR  1   CH  1   NT  Bb---         1/4
BA   22   CR         2   TR  1   CH  1   NT  A             1/4
BA   22   CR         2   TR  2   CH  2   NT  Bb---         1/4
BA   22   CR     2+1/4   TR  1   CH  1   NT  C'            1/4
BA   22   CR     2+1/2   TR  1   CH  1   NT  F--           1/4
BA   22   CR     2+1/2   TR  1   CH  1   NT  D-            1/4
BA   22   CR     2+1/2   TR  2   CH  2   NT  Bb---         1/4
BA   22   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   22   CR         3   TR  1   CH  1   NT  Bb---         1/4
BA   22   CR         3   TR  2   CH  2   NT  Bb---         1/4
BA   22   CR     3+1/2   TR  1   CH  1   NT  F--           1/4
BA   22   CR     3+1/2   TR  1   CH  1   NT  D-            1/4
BA   22   CR     3+1/2   TR  2   CH  2   NT  Bb---         1/4
BA   22   CR     3+3/4   TR  1   CH  1   NT  D'            1/4

BA   23   CR         0   TR  1   CH  1   NT  A---          1/4
BA   23   CR         0   TR  1   CH  1   NT  E'            1/4
BA   23   CR         0   TR  2   CH  2   NT  A---          1/4
BA   23   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   23   CR       1/2   TR  1   CH  1   NT  A--           1/4
BA   23   CR       1/2   TR  1   CH  1   NT  C#-           1/4
BA   23   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   23   CR       1/2   TR  2   CH  2   NT  A---          1/4
BA   23   CR         1   TR  1   CH  1   NT  A---          1/4
BA   23   CR         1   TR  1   CH  1   NT  A             1/4
BA   23   CR         1   TR  2   CH  2   NT  A---          1/4
BA   23   CR     1+1/2   TR  1   CH  1   NT  A--           1/4
BA   23   CR     1+1/2   TR  1   CH  1   NT  C#-           1/4
BA   23   CR     1+1/2   TR  2   CH  2   NT  A---          1/4
BA   23   CR     1+3/4   TR  1   CH  1   NT  C'            1/4
BA   23   CR         2   TR  1   CH  1   NT  G#---         1/4
BA   23   CR         2   TR  2   CH  2   NT  G#---         1/4
BA   23   CR     2+1/2   TR  1   CH  1   NT  G--           1/4
BA   23   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   23   CR     2+1/2   TR  2   CH  2   NT  G#---         1/4
BA   23   CR         3   TR  1   CH  1   NT  G#---         1/4
BA   23   CR         3   TR  2   CH  2   NT  G#---         1/4
BA   23   CR     3+1/2   TR  1   CH  1   NT  G--           1/4
BA   23   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   23   CR     3+1/2   TR  2   CH  2   NT  G#---         1/4
BA   23   CR     3+3/4   TR  1   CH  1   NT  A             1/4

BA   24   CR         0   TR  1   CH  1   NT  B--             2
BA   24   CR         0   TR  1   CH  1   NT  G---            2
BA   24   CR         0   TR  1   CH  1   NT  G--             2
BA   24   CR         0   TR  1   CH  1   NT  G'            1/4
BA   24   CR         0   TR  2   CH  2   NT  G---            2
BA   24   CR       1/2   TR  1   CH  1   NT  A'            1/4
BA   24   CR         1   TR  1   CH  1   NT  G'            1/4
BA   24   CR     1+1/2   TR  1   CH  1   NT  A'            1/4
BA   24   CR         2   TR  1   CH  1   NT  G'            1/4
BA   24   CR     2+1/2   TR  2   CH  2   NT  G---          1/4
BA   24   CR     2+3/4   TR  1   CH  1   NT  G             1/4
BA   24   CR         3   TR  1   CH  1   NT  F'            1/4
BA   24   CR         3   TR  2   CH  2   NT  A---          1/4
BA   24   CR     3+1/4   TR  1   CH  1   NT  E'            1/4
BA   24   CR     3+1/2   TR  1   CH  1   NT  D'            1/4
BA   24   CR     3+1/2   TR  2   CH  2   NT  B---          1/4

BA   25   CR         0   TR  1   CH  1   NT  C--           1/4
BA   25   CR         0   TR  1   CH  1   NT  C'            1/4
BA   25   CR       1/2   TR  1   CH  1   NT  C             1/4
BA   25   CR       1/2   TR  1   CH  1   NT  G-            1/4
BA   25   CR       3/4   TR  1   CH  1   NT  G-            1/4
BA   25   CR       3/4   TR  1   CH  1   NT  E-            1/4
BA   25   CR         1   TR  1   CH  1   NT  G---          1/4
BA   25   CR     1+1/4   TR  1   CH  1   NT  C             1/4
BA   25   CR     1+1/4   TR  1   CH  1   NT  G-            1/4
BA   25   CR     1+1/2   TR  1   CH  1   NT  G-            1/4
BA   25   CR     1+1/2   TR  1   CH  1   NT  E-            1/4
BA   25   CR         2   TR  1   CH  1   NT  C--           1/4
BA   25   CR         2   TR  1   CH  1   NT  G-            1/4
BA   25   CR         2   TR  1   CH  1   NT  C             1/4
BA   25   CR     2+1/4   TR  1   CH  1   NT  E-            1/4
BA   25   CR     2+1/4   TR  1   CH  1   NT  G-            1/4
BA   25   CR     2+1/2   TR  1   CH  1   NT  G-            1/4
BA   25   CR     2+3/4   TR  1   CH  1   NT  C             1/2
BA   25   CR     2+3/4   TR  1   CH  1   NT  G-            1/2
BA   25   CR         3   TR  1   CH  1   NT  G---          1/4
BA   25   CR     3+1/3   TR  1   CH  1   NT  E-            1/4
BA   25   CR     3+1/3   TR  1   CH  1   NT  G-            1/4
BA   25   CR     3+1/2   TR  1   CH  1   NT  A---          1/4
BA   25   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   26   CR         0   TR  1   CH  1   NT  A             1/4
BA   26   CR         0   TR  1   CH  1   NT  C#            1/4
BA   26   CR         0   TR  1   CH  1   NT  A---          1/4
BA   26   CR       1/4   TR  1   CH  1   NT  E             1/4
BA   26   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   26   CR       1/2   TR  1   CH  1   NT  E             1/4
BA   26   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   26   CR       3/4   TR  1   CH  1   NT  C#--          1/4
BA   26   CR       3/4   TR  1   CH  1   NT  C#            1/2
BA   26   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   26   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   26   CR     1+1/2   TR  1   CH  1   NT  E--           1/4
BA   26   CR     1+1/2   TR  1   CH  1   NT  C#            1/4
BA   26   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   26   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   26   CR     1+3/4   TR  1   CH  1   NT  E             1/4
BA   26   CR         2   TR  1   CH  1   NT  E             1/4
BA   26   CR         2   TR  1   CH  1   NT  G             1/4
BA   26   CR     2+1/4   TR  1   CH  1   NT  C#--          1/4
BA   26   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   26   CR     2+1/4   TR  1   CH  1   NT  C#            1/2
BA   26   CR     2+3/4   TR  1   CH  1   NT  A-            2/3
BA   26   CR     2+3/4   TR  1   CH  1   NT  C#            2/3
BA   26   CR         3   TR  1   CH  1   NT  A---          1/4
BA   26   CR     3+1/2   TR  1   CH  1   NT  E--           1/4
BA   26   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   27   CR         0   TR  1   CH  1   NT  D--           1/4
BA   27   CR         0   TR  1   CH  1   NT  D             1/4
BA   27   CR         0   TR  1   CH  1   NT  A             1/4
BA   27   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   27   CR       1/2   TR  1   CH  1   NT  F             1/4
BA   27   CR       3/4   TR  1   CH  1   NT  A---          1/4
BA   27   CR       3/4   TR  1   CH  1   NT  D             1/2
BA   27   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   27   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   27   CR    1+5/12   TR  1   CH  1   NT  D--           1/4
BA   27   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   27   CR     1+1/2   TR  1   CH  1   NT  D             1/4
BA   27   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   27   CR         2   TR  1   CH  1   NT  D             1/4
BA   27   CR         2   TR  1   CH  1   NT  F             1/4
BA   27   CR     2+1/4   TR  1   CH  1   NT  D             1/2
BA   27   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   27   CR     2+1/4   TR  1   CH  1   NT  A---          1/4
BA   27   CR     2+3/4   TR  1   CH  1   NT  A-           7/12
BA   27   CR     2+3/4   TR  1   CH  1   NT  D            7/12
BA   27   CR         3   TR  1   CH  1   NT  A---          1/4
BA   27   CR     3+1/2   TR  1   CH  1   NT  G---          1/4
BA   27   CR     3+3/4   TR  1   CH  1   NT  G-            1/4

BA   28   CR         0   TR  1   CH  1   NT  B---          1/4
BA   28   CR         0   TR  1   CH  1   NT  B-            1/4
BA   28   CR         0   TR  1   CH  1   NT  G             1/4
BA   28   CR       1/4   TR  1   CH  1   NT  D             1/4
BA   28   CR       1/4   TR  1   CH  1   NT  G-            1/4
BA   28   CR       1/2   TR  1   CH  1   NT  B-            1/4
BA   28   CR       1/2   TR  1   CH  1   NT  D             1/4
BA   28   CR       3/4   TR  1   CH  1   NT  D--           1/4
BA   28   CR       3/4   TR  1   CH  1   NT  B-            1/2
BA   28   CR       3/4   TR  1   CH  1   NT  G             1/2
BA   28   CR     1+1/4   TR  1   CH  1   NT  G-            1/4
BA   28   CR     1+1/2   TR  1   CH  1   NT  B---          1/4
BA   28   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   28   CR     1+1/2   TR  1   CH  1   NT  B-            1/4
BA   28   CR     1+3/4   TR  1   CH  1   NT  G-            1/4
BA   28   CR         2   TR  1   CH  1   NT  D             1/4
BA   28   CR         2   TR  1   CH  1   NT  B-            1/4
BA   28   CR     2+1/4   TR  1   CH  1   NT  G---          1/4
BA   28   CR     2+1/4   TR  1   CH  1   NT  G             1/2
BA   28   CR     2+1/4   TR  1   CH  1   NT  B-            1/2
BA   28   CR     2+3/4   TR  1   CH  1   NT  G-            3/4
BA   28   CR     2+3/4   TR  1   CH  1   NT  B-            3/4
BA   28   CR         3   TR  1   CH  1   NT  B---          1/4
BA   28   CR     3+1/2   TR  1   CH  1   NT  C--           1/4
BA   28   CR     3+3/4   TR  1   CH  1   NT  G-            1/4

BA   29   CR         0   TR  1   CH  1   NT  G             1/4
BA   29   CR         0   TR  1   CH  1   NT  C--           1/4
BA   29   CR         0   TR  1   CH  1   NT  C             1/4
BA   29   CR       1/4   TR  1   CH  1   NT  C             1/4
BA   29   CR       1/4   TR  1   CH  1   NT  G-            1/4
BA   29   CR       1/2   TR  1   CH  1   NT  C             1/4
BA   29   CR       1/2   TR  1   CH  1   NT  E             1/4
BA   29   CR       3/4   TR  1   CH  1   NT  G---          1/4
BA   29   CR       3/4   TR  1   CH  1   NT  C             1/2
BA   29   CR       3/4   TR  1   CH  1   NT  G             1/2
BA   29   CR     1+1/4   TR  1   CH  1   NT  G-            1/4
BA   29   CR     1+1/2   TR  1   CH  1   NT  C--           1/4
BA   29   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   29   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   29   CR         2   TR  1   CH  1   NT  C--           1/4
BA   29   CR         2   TR  1   CH  1   NT  C-            1/4
BA   29   CR         2   TR  1   CH  1   NT  G             1/4
BA   29   CR     2+1/2   TR  1   CH  1   NT  B---          1/4
BA   29   CR     2+1/2   TR  1   CH  1   NT  B--           1/4
BA   29   CR     2+1/2   TR  1   CH  1   NT  F#            1/4
BA   29   CR         3   TR  1   CH  1   NT  Bb---         1/4
BA   29   CR         3   TR  1   CH  1   NT  Bb--          1/4
BA   29   CR         3   TR  1   CH  1   NT  F             1/4
BA   29   CR    3+5/12   TR  1   CH  1   NT  A---          1/4
BA   29   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   30   CR         0   TR  1   CH  1   NT  A             1/4
BA   30   CR         0   TR  1   CH  1   NT  C#            1/4
BA   30   CR         0   TR  1   CH  1   NT  A---          1/4
BA   30   CR       1/4   TR  1   CH  1   NT  E             1/4
BA   30   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   30   CR       1/2   TR  1   CH  1   NT  E             1/4
BA   30   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   30   CR       3/4   TR  1   CH  1   NT  C#--          1/4
BA   30   CR       3/4   TR  1   CH  1   NT  C#            1/2
BA   30   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   30   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   30   CR     1+1/2   TR  1   CH  1   NT  E--           1/4
BA   30   CR     1+1/2   TR  1   CH  1   NT  C#            1/4
BA   30   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   30   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   30   CR     1+3/4   TR  1   CH  1   NT  E             1/4
BA   30   CR         2   TR  1   CH  1   NT  E             1/4
BA   30   CR         2   TR  1   CH  1   NT  G             1/4
BA   30   CR     2+1/4   TR  1   CH  1   NT  C#--          1/4
BA   30   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   30   CR     2+1/4   TR  1   CH  1   NT  C#            1/2
BA   30   CR     2+3/4   TR  1   CH  1   NT  A-            2/3
BA   30   CR     2+3/4   TR  1   CH  1   NT  C#            2/3
BA   30   CR         3   TR  1   CH  1   NT  A---          1/4
BA   30   CR     3+1/2   TR  1   CH  1   NT  E--           1/4
BA   30   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   31   CR         0   TR  1   CH  1   NT  D--           1/4
BA   31   CR         0   TR  1   CH  1   NT  D             1/4
BA   31   CR         0   TR  1   CH  1   NT  A             1/4
BA   31   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   31   CR       1/2   TR  1   CH  1   NT  F             1/4
BA   31   CR       3/4   TR  1   CH  1   NT  A---          1/4
BA   31   CR       3/4   TR  1   CH  1   NT  D             1/2
BA   31   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   31   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   31   CR    1+5/12   TR  1   CH  1   NT  D--           1/4
BA   31   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   31   CR     1+1/2   TR  1   CH  1   NT  D             1/4
BA   31   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   31   CR         2   TR  1   CH  1   NT  D             1/4
BA   31   CR         2   TR  1   CH  1   NT  F             1/4
BA   31   CR     2+1/4   TR  1   CH  1   NT  D             1/2
BA   31   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   31   CR     2+1/4   TR  1   CH  1   NT  A---          1/4
BA   31   CR     2+3/4   TR  1   CH  1   NT  A-           7/12
BA   31   CR     2+3/4   TR  1   CH  1   NT  D            7/12
BA   31   CR         3   TR  1   CH  1   NT  A---          1/4
BA   31   CR     3+1/2   TR  1   CH  1   NT  G---          1/4
BA   31   CR     3+3/4   TR  1   CH  1   NT  B-            1/4

BA   32   CR         0   TR  1   CH  1   NT  B             1/4
BA   32   CR         0   TR  1   CH  1   NT  D             1/4
BA   32   CR         0   TR  1   CH  1   NT  B---          1/4
BA   32   CR       1/4   TR  1   CH  1   NT  B-            1/4
BA   32   CR       1/2   TR  1   CH  1   NT  F             1/4
BA   32   CR       1/2   TR  1   CH  1   NT  D             1/4
BA   32   CR       3/4   TR  1   CH  1   NT  D             1/2
BA   32   CR       3/4   TR  1   CH  1   NT  B             1/2
BA   32   CR       3/4   TR  1   CH  1   NT  D--           1/4
BA   32   CR     1+1/4   TR  1   CH  1   NT  B-            1/4
BA   32   CR     1+1/2   TR  1   CH  1   NT  D             1/4
BA   32   CR     1+1/2   TR  1   CH  1   NT  B             1/4
BA   32   CR     1+1/2   TR  1   CH  1   NT  B---          1/4
BA   32   CR     1+3/4   TR  1   CH  1   NT  B-            1/4
BA   32   CR         2   TR  1   CH  1   NT  D             1/4
BA   32   CR         2   TR  1   CH  1   NT  F             1/4
BA   32   CR     2+1/4   TR  1   CH  1   NT  D             1/2
BA   32   CR     2+1/4   TR  1   CH  1   NT  B             1/2
BA   32   CR     2+1/4   TR  1   CH  1   NT  G---          1/4
BA   32   CR     2+3/4   TR  1   CH  1   NT  B-            2/3
BA   32   CR     2+3/4   TR  1   CH  1   NT  D             2/3
BA   32   CR         3   TR  1   CH  1   NT  B---          1/4
BA   32   CR     3+1/2   TR  1   CH  1   NT  C--           1/4
BA   32   CR     3+3/4   TR  1   CH  1   NT  C             1/4

BA   33   CR         0   TR  1   CH  1   NT  G             1/4
BA   33   CR         0   TR  1   CH  1   NT  E             1/4
BA   33   CR         0   TR  1   CH  1   NT  C--           1/4
BA   33   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   33   CR       1/4   TR  1   CH  1   NT  C             1/4
BA   33   CR       1/2   TR  1   CH  1   NT  C             1/2
BA   33   CR       1/2   TR  1   CH  1   NT  E             1/2
BA   33   CR       3/4   TR  1   CH  1   NT  G---          1/4
BA   33   CR         1   TR  1   CH  1   NT  C             1/4
BA   33   CR     1+1/4   TR  1   CH  1   NT  G             1/4
BA   33   CR     1+1/2   TR  1   CH  1   NT  A---          1/4
BA   33   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   33   CR     1+3/4   TR  1   CH  1   NT  B             1/4
BA   33   CR         2   TR  1   CH  1   NT  E             1/4
BA   33   CR         2   TR  1   CH  1   NT  C--           1/4
BA   33   CR         2   TR  1   CH  1   NT  C'            1/4
BA   33   CR     2+1/2   TR  1   CH  1   NT  G---          1/4
BA   33   CR     2+1/2   TR  1   CH  1   NT  D             1/4
BA   33   CR     2+1/2   TR  1   CH  1   NT  B             1/4
BA   33   CR         3   TR  1   CH  1   NT  C--           1/4
BA   33   CR         3   TR  1   CH  1   NT  E             1/4
BA   33   CR         3   TR  1   CH  1   NT  C'            1/4
BA   33   CR     3+1/2   TR  1   CH  1   NT  E--           1/4

BA   34   CR         0   TR  1   CH  1   NT  C--           1/4
BA   34   CR         0   TR  1   CH  1   NT  E'            1/4
BA   34   CR         0   TR  2   CH  2   NT  C--           1/4
BA   34   CR       1/2   TR  1   CH  1   NT  E-            1/4
BA   34   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   34   CR       1/2   TR  2   CH  2   NT  C--           1/4
BA   34   CR         1   TR  1   CH  1   NT  E--           1/4
BA   34   CR         1   TR  1   CH  1   NT  C'            1/4
BA   34   CR         1   TR  2   CH  2   NT  E--           1/4
BA   34   CR     1+1/2   TR  1   CH  1   NT  E-            1/4
BA   34   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   34   CR     1+1/2   TR  2   CH  2   NT  E--           1/4
BA   34   CR     1+3/4   TR  1   CH  1   NT  G             1/4
BA   34   CR         2   TR  1   CH  1   NT  F--           1/4
BA   34   CR         2   TR  1   CH  1   NT  A             1/4
BA   34   CR         2   TR  2   CH  2   NT  F--           1/4
BA   34   CR     2+1/4   TR  1   CH  1   NT  C'            1/4
BA   34   CR     2+1/2   TR  1   CH  1   NT  F-            1/4
BA   34   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   34   CR     2+1/2   TR  2   CH  2   NT  F--           1/4
BA   34   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   34   CR         3   TR  1   CH  1   NT  F#--          1/4
BA   34   CR         3   TR  2   CH  2   NT  F#--          1/4
BA   34   CR     3+1/2   TR  1   CH  1   NT  F#-           1/4
BA   34   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   34   CR     3+1/2   TR  2   CH  2   NT  F#--          1/4
BA   34   CR     3+3/4   TR  1   CH  1   NT  A             1/4

BA   35   CR         0   TR  1   CH  1   NT  E--           1/4
BA   35   CR         0   TR  1   CH  1   NT  G             1/4
BA   35   CR         0   TR  2   CH  2   NT  E--           1/4
BA   35   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   35   CR       1/2   TR  1   CH  1   NT  E-            1/4
BA   35   CR       1/2   TR  1   CH  1   NT  C'            1/4
BA   35   CR       1/2   TR  2   CH  2   NT  E--           1/4
BA   35   CR         1   TR  1   CH  1   NT  Eb--          1/4
BA   35   CR         1   TR  1   CH  1   NT  C'            1/4
BA   35   CR         1   TR  2   CH  2   NT  Eb--          1/4
BA   35   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   35   CR     1+1/2   TR  1   CH  1   NT  Eb-           1/4
BA   35   CR     1+1/2   TR  1   CH  1   NT  G'            1/4
BA   35   CR     1+1/2   TR  2   CH  2   NT  Eb--          1/4
BA   35   CR         2   TR  1   CH  1   NT  D--           1/4
BA   35   CR         2   TR  1   CH  1   NT  E'            1/4
BA   35   CR         2   TR  2   CH  2   NT  D--           1/4
BA   35   CR     2+1/2   TR  1   CH  1   NT  B--           1/4
BA   35   CR     2+1/2   TR  1   CH  1   NT  D-            1/4
BA   35   CR     2+1/2   TR  2   CH  2   NT  D--           1/4
BA   35   CR     2+3/4   TR  1   CH  1   NT  D'            1/4
BA   35   CR         3   TR  1   CH  1   NT  G---          1/4
BA   35   CR         3   TR  2   CH  2   NT  G---          1/4
BA   35   CR     3+1/2   TR  1   CH  1   NT  B--           1/4
BA   35   CR     3+1/2   TR  1   CH  1   NT  D-            1/4
