
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Violins (MIDI)"
BA    1   CR         0   TR 14   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 14   CH 15   ST &BE &0A &31
BA    1   CR         0   TR 14   CH 15   Channel volume 75
BA    1   CR         0   TR 14   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 14   CH 15   Instrument 44
BA    1   CR         0   TR 14   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 14   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 14   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 14   CH 15   ST &BE &0A &31
BA    1   CR         0   TR 14   CH 15   Channel volume 75
BA    1   CR         0   TR 14   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 14   CH 15   Instrument 44
BA    1   CR         0   TR 14   CH 15   ST &BE &0A &40
BA    1   CR         0   TR 14   CH 15   Channel volume 75
BA    1   CR         0   TR 14   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 14   CH 15   Instrument 44
BA    1   CR         0   TR 14   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 14   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 14   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 14   CH 15   ST &BE &0A &40
BA    1   CR         0   TR 14   CH 15   Channel volume 75
BA    1   CR         0   TR 14   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 14   CH 15   Instrument 44
BA    1   CR         0   TR 14   CH 15   ST &BE &0A &40
BA    1   CR         0   TR 14   CH 15   Channel volume 75
BA    1   CR         0   TR 14   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 14   CH 15   Instrument 44
BA    1   CR         0   TR 14   CH 15   NT  C--       3+31/32   von=80
BA    1   CR         0   TR 15   CH 16   Text type 3: "Harp (MIDI)"
BA    1   CR         0   TR 15   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 15   CH 16   Channel volume 100
BA    1   CR         0   TR 15   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 15   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 15   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 15   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 15   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 15   CH 16   Channel volume 100
BA    1   CR         0   TR 15   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 15   CH 16   Instrument 47
BA    1   CR         0   TR 15   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 15   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 15   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 15   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 15   CH 16   Channel volume 100
BA    1   CR         0   TR 15   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 15   CH 16   Instrument 47
BA    1   CR         0   TR 15   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 15   CH 16   Channel volume 100
BA    1   CR         0   TR 15   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 15   CH 16   Instrument 47
BA    1   CR         0   TR 15   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 15   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 15   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 15   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 15   CH 16   Channel volume 100
BA    1   CR         0   TR 15   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 15   CH 16   Instrument 47
BA    1   CR         0   TR 15   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 15   CH 16   Channel volume 100
BA    1   CR         0   TR 15   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 15   CH 16   Instrument 47
BA    1   CR         0   TR 16   CH 16   Text type 3: "554-Flobakks Choir  Aahs (736KB) (MIDI)"
BA    1   CR         0   TR 16   CH 11   ST &BA &0A &4C
BA    1   CR         0   TR 16   CH 11   Channel volume 100
BA    1   CR         0   TR 16   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 16   CH 11   ST &BA &65 &00
BA    1   CR         0   TR 16   CH 11   ST &BA &64 &00
BA    1   CR         0   TR 16   CH 11   ST &BA &06 &0C
BA    1   CR         0   TR 16   CH 11   ST &BA &0A &4C
BA    1   CR         0   TR 16   CH 11   Channel volume 100
BA    1   CR         0   TR 16   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 16   CH 11   Instrument 53
BA    1   CR         0   TR 16   CH 11   ST &BA &65 &00
BA    1   CR         0   TR 16   CH 11   ST &BA &64 &00
BA    1   CR         0   TR 16   CH 11   ST &BA &06 &0C
BA    1   CR         0   TR 16   CH 11   ST &BA &0A &4C
BA    1   CR         0   TR 16   CH 11   Channel volume 100
BA    1   CR         0   TR 16   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 16   CH 11   Instrument 53
BA    1   CR         0   TR 16   CH 11   ST &BA &0A &4C
BA    1   CR         0   TR 16   CH 11   Channel volume 100
BA    1   CR         0   TR 16   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 16   CH 11   Instrument 53
BA    1   CR         0   TR 16   CH 11   ST &BA &65 &00
BA    1   CR         0   TR 16   CH 11   ST &BA &64 &00
BA    1   CR         0   TR 16   CH 11   ST &BA &06 &0C
BA    1   CR         0   TR 16   CH 11   ST &BA &0A &4C
BA    1   CR         0   TR 16   CH 11   Channel volume 100
BA    1   CR         0   TR 16   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 16   CH 11   Instrument 53
BA    1   CR         0   TR 16   CH 11   ST &BA &0A &4C
BA    1   CR         0   TR 16   CH 11   Channel volume 100
BA    1   CR         0   TR 16   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 16   CH 11   Instrument 53
BA    1   CR         1   TR  5   CH  5   NT  C'          11/32
BA    1   CR         1   TR  6   CH  6   NT  C'          11/32
BA    1   CR         1   TR  7   CH  7   NT  C           11/32
BA    1   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA    1   CR     1+1/2   TR  5   CH  5   NT  C'          11/32
BA    1   CR     1+1/2   TR  6   CH  6   NT  C'          11/32
BA    1   CR     1+1/2   TR  7   CH  7   NT  C           11/32
BA    1   CR         2   TR  5   CH  5   NT  Eb'       1+15/32
BA    1   CR         2   TR  6   CH  6   NT  Eb'       1+15/32   von=96
BA    1   CR         2   TR  7   CH  7   NT  Eb        1+15/32
BA    1   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA    1   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA    1   CR     3+1/2   TR  5   CH  5   NT  Bb'         15/32
BA    1   CR     3+1/2   TR  6   CH  6   NT  Bb'         15/32   von=98
BA    1   CR     3+1/2   TR  7   CH  7   NT  Bb          15/32

BA    2   CR         0   TR  1   CH  1   ST &B0 &0A &54
BA    2   CR         0   TR  2   CH  2   ST &B1 &0A &4B
BA    2   CR         0   TR  3   CH  3   ST &B2 &0A &2C
BA    2   CR         0   TR  4   CH  4   ST &B3 &0A &32
BA    2   CR         0   TR  5   CH  5   ST &B4 &0A &26
BA    2   CR         0   TR  5   CH  5   NT  G#'         15/32
BA    2   CR         0   TR  6   CH  6   ST &B5 &0A &37
BA    2   CR         0   TR  6   CH  6   NT  G#'         15/32
BA    2   CR         0   TR  7   CH  7   ST &B6 &0A &4E
BA    2   CR         0   TR  7   CH  7   NT  G#          15/32
BA    2   CR         0   TR  8   CH  8   ST &B7 &0A &34
BA    2   CR         0   TR  8   CH  8   NT  F-        3+31/32
BA    2   CR         0   TR  8   CH  8   NT  F--       3+31/32
BA    2   CR         0   TR  9   CH  9   ST &B8 &0A &43
BA    2   CR         0   TR  9   CH  9   NT  F--       3+31/32   von=96
BA    2   CR         0   TR 10   CH 10   ST &B9 &0A &4B
BA    2   CR         0   TR 10   CH 10   NT  F#-         31/32   von=98
BA    2   CR         0   TR 11   CH 12   ST &BB &0A &53
BA    2   CR         0   TR 11   CH 12   NT  F---        15/32
BA    2   CR         0   TR 11   CH 12   NT  F-          15/32
BA    2   CR         0   TR 11   CH 12   NT  F--         15/32
BA    2   CR         0   TR 12   CH 13   ST &BC &0A &52
BA    2   CR         0   TR 13   CH 14   ST &BD &0A &32
BA    2   CR         0   TR 14   CH 15   ST &BE &0A &31
BA    2   CR         0   TR 14   CH 15   NT  F--       3+31/32
BA    2   CR       1/2   TR  5   CH  5   NT  G'          15/32
BA    2   CR       1/2   TR  6   CH  6   NT  G'          15/32   von=97
BA    2   CR       1/2   TR  7   CH  7   NT  G           15/32
BA    2   CR         1   TR  5   CH  5   NT  G#'       1+31/32
BA    2   CR         1   TR  6   CH  6   NT  G#'       1+31/32   von=95
BA    2   CR         1   TR  7   CH  7   NT  G#        1+31/32
BA    2   CR         1   TR 10   CH 10   NT  F#-         31/32   von=64
BA    2   CR         2   TR 10   CH 10   NT  F#-         31/32
BA    2   CR         3   TR 10   CH 10   NT  F#-         31/32
BA    2   CR     3+1/2   TR  5   CH  5   NT  F'          15/32
BA    2   CR     3+1/2   TR  6   CH  6   NT  F'          15/32   von=99
BA    2   CR     3+1/2   TR  7   CH  7   NT  F           15/32

BA    3   CR         0   TR  5   CH  5   NT  G'        3+31/32
BA    3   CR         0   TR  6   CH  6   NT  G'        3+31/32
BA    3   CR         0   TR  7   CH  7   NT  G         3+31/32
BA    3   CR         0   TR  8   CH  8   NT  C-        3+31/32
BA    3   CR         0   TR  8   CH  8   NT  C--       3+31/32
BA    3   CR         0   TR  9   CH  9   NT  C--       3+31/32
BA    3   CR         0   TR 10   CH 10   NT  F#-         31/32   von=82
BA    3   CR         0   TR 10   CH 10   NT  A'           3/32
BA    3   CR         0   TR 11   CH 12   NT  C---        31/32
BA    3   CR         0   TR 11   CH 12   NT  C-          15/32
BA    3   CR         0   TR 11   CH 12   NT  C--         31/32
BA    3   CR         0   TR 14   CH 15   NT  C--       3+31/32
BA    3   CR         0   TR 16   CH 11   NT  C--         23/48   von=110
BA    3   CR       1/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR       1/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR       3/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR       1/2   TR 10   CH 10   NT  A'           3/32
BA    3   CR       5/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR       3/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR       7/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR         1   TR 10   CH 10   NT  A'           3/32
BA    3   CR         1   TR 10   CH 10   NT  F#-         31/32   von=65
BA    3   CR     1+1/8   TR 10   CH 10   NT  A'           3/32   von=82
BA    3   CR     1+1/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR     1+3/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     1+1/2   TR 10   CH 10   NT  A'           3/32
BA    3   CR     1+5/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     1+3/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR     1+7/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR         2   TR 10   CH 10   NT  A'           3/32
BA    3   CR         2   TR 10   CH 10   NT  F#-         31/32   von=63
BA    3   CR         2   TR 15   CH 16   NT  D-           3/32   von=127
BA    3   CR     2+1/8   TR 10   CH 10   NT  A'           3/32   von=82
BA    3   CR     2+1/8   TR 15   CH 16   NT  E-           3/32
BA    3   CR     2+1/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR     2+1/4   TR 15   CH 16   NT  F-           3/32
BA    3   CR     2+3/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     2+3/8   TR 15   CH 16   NT  G-           3/32
BA    3   CR     2+1/2   TR 10   CH 10   NT  A'           3/32
BA    3   CR     2+1/2   TR 15   CH 16   NT  A-           3/32
BA    3   CR     2+5/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     2+5/8   TR 15   CH 16   NT  B-           3/32
BA    3   CR     2+3/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR     2+3/4   TR 15   CH 16   NT  C            3/32
BA    3   CR     2+7/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     2+7/8   TR 15   CH 16   NT  D            3/32
BA    3   CR         3   TR 10   CH 10   NT  A'           3/32
BA    3   CR         3   TR 10   CH 10   NT  F#-         31/32   von=61
BA    3   CR         3   TR 15   CH 16   NT  E            3/32
BA    3   CR     3+1/8   TR 10   CH 10   NT  A'           3/32   von=82
BA    3   CR     3+1/8   TR 15   CH 16   NT  F            3/32
BA    3   CR     3+1/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR     3+1/4   TR 15   CH 16   NT  G            3/32
BA    3   CR     3+3/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     3+3/8   TR 15   CH 16   NT  A            3/32
BA    3   CR     3+1/2   TR 10   CH 10   NT  A'           3/32
BA    3   CR     3+1/2   TR 15   CH 16   NT  B            3/32
BA    3   CR     3+5/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     3+5/8   TR 15   CH 16   NT  C'           3/32
BA    3   CR     3+3/4   TR 10   CH 10   NT  A'           3/32
BA    3   CR     3+3/4   TR 15   CH 16   NT  G'           3/32
BA    3   CR     3+7/8   TR 10   CH 10   NT  A'           3/32
BA    3   CR     3+7/8   TR 15   CH 16   NT  C''          3/32

BA    4   CR         0   TR  9   CH  9   NT  C--       3+31/32   von=95
BA    4   CR         0   TR 10   CH 10   NT  F#-         31/32   von=99
BA    4   CR         0   TR 16   CH 11   NT  C--         23/48
BA    4   CR         1   TR 10   CH 10   NT  F#-         31/32   von=67
BA    4   CR         2   TR 10   CH 10   NT  F#-         31/32
BA    4   CR         3   TR 10   CH 10   NT  F#-         31/32

BA    5   CR         0   TR  9   CH  9   NT  C--         15/32   von=97
BA    5   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA    5   CR         0   TR 16   CH 11   NT  C--         23/48
BA    5   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA    5   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA    5   CR         3   TR  9   CH  9   NT  C--          7/32   von=35
BA    5   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA    5   CR     3+1/4   TR  9   CH  9   NT  A---         7/32   von=45
BA    5   CR     3+1/2   TR  9   CH  9   NT  C--          7/32   von=56
BA    5   CR     3+3/4   TR  9   CH  9   NT  A---         7/32   von=67

BA    6   CR         0   TR  9   CH  9   NT  C--         15/32   von=96
BA    6   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA    6   CR         0   TR 16   CH 11   NT  C--         23/48
BA    6   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA    6   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA    6   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62

BA    7   CR         0   TR  4   CH  4   NT  C           31/32   von=109
BA    7   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA    7   CR         0   TR 10   CH 10   NT  F#-         31/32
BA    7   CR         0   TR 11   CH 12   NT  C--       2+31/32
BA    7   CR         1   TR  4   CH  4   NT  C           15/32
BA    7   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA    7   CR     1+1/2   TR  4   CH  4   NT  C           15/32
BA    7   CR         2   TR  4   CH  4   NT  Eb        1+15/32
BA    7   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA    7   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62
BA    7   CR     3+1/2   TR  4   CH  4   NT  Bb          15/32

BA    8   CR         0   TR  4   CH  4   NT  G#          15/32
BA    8   CR         0   TR 10   CH 10   NT  F#-         31/32   von=97
BA    8   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA    8   CR         0   TR 11   CH 12   NT  D--       2+31/32
BA    8   CR       1/2   TR  4   CH  4   NT  G           15/32
BA    8   CR         1   TR  4   CH  4   NT  G#        1+31/32
BA    8   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA    8   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA    8   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62
BA    8   CR     3+1/2   TR  4   CH  4   NT  F           15/32

BA    9   CR         0   TR  4   CH  4   NT  G           15/32
BA    9   CR         0   TR 10   CH 10   NT  F#-         31/32   von=97
BA    9   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA    9   CR         0   TR 11   CH 12   NT  Eb--      2+31/32
BA    9   CR       1/2   TR  4   CH  4   NT  F           15/32
BA    9   CR         1   TR  4   CH  4   NT  G         1+31/32
BA    9   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA    9   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA    9   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62
BA    9   CR     3+1/2   TR  4   CH  4   NT  Eb          15/32

BA   10   CR         0   TR  4   CH  4   NT  F           15/32
BA   10   CR         0   TR 10   CH 10   NT  F#-         31/32   von=97
BA   10   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   10   CR         0   TR 11   CH 12   NT  F--       2+31/32
BA   10   CR       1/2   TR  4   CH  4   NT  G           15/32
BA   10   CR         1   TR  4   CH  4   NT  F         1+31/32
BA   10   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   10   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   10   CR         3   TR  4   CH  4   NT  Eb          15/32
BA   10   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62
BA   10   CR     3+1/2   TR  4   CH  4   NT  D           15/32

BA   11   CR         0   TR  4   CH  4   NT  C           31/32
BA   11   CR         0   TR 10   CH 10   NT  F#-         31/32   von=97
BA   11   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   11   CR         0   TR 11   CH 12   NT  C--       2+31/32
BA   11   CR         1   TR  4   CH  4   NT  C           15/32
BA   11   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   11   CR     1+1/2   TR  4   CH  4   NT  C           15/32
BA   11   CR         2   TR  4   CH  4   NT  Eb        1+15/32
BA   11   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   11   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62
BA   11   CR     3+1/2   TR  4   CH  4   NT  G           15/32

BA   12   CR         0   TR  4   CH  4   NT  F           15/32
BA   12   CR         0   TR 10   CH 10   NT  F#-         31/32   von=97
BA   12   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   12   CR         0   TR 11   CH 12   NT  G#--      1+31/32
BA   12   CR       1/2   TR  4   CH  4   NT  G           15/32
BA   12   CR         1   TR  4   CH  4   NT  G#          31/32
BA   12   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   12   CR         2   TR  4   CH  4   NT  Eb          31/32
BA   12   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   12   CR         2   TR 11   CH 12   NT  Bb--      1+31/32
BA   12   CR         3   TR  4   CH  4   NT  D           31/32
BA   12   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62

BA   13   CR         0   TR  4   CH  4   NT  C         2+31/32   von=96
BA   13   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   13   CR         0   TR 10   CH 10   NT  F#-         31/32
BA   13   CR         0   TR 11   CH 12   NT  C-        3+31/32
BA   13   CR         1   TR  1   CH  1   NT  G-          31/32   von=97
BA   13   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   13   CR         2   TR  1   CH  1   NT  C           31/32
BA   13   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   13   CR         3   TR  1   CH  1   NT  Eb          27/32
BA   13   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62

BA   14   CR         0   TR  1   CH  1   NT  Eb        2+31/32
BA   14   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   14   CR         0   TR 10   CH 10   NT  F#-         31/32
BA   14   CR         0   TR 11   CH 12   NT  G#--      1+31/32
BA   14   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   14   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   14   CR         2   TR 11   CH 12   NT  Bb--      1+31/32
BA   14   CR         3   TR  1   CH  1   NT  D           31/32
BA   14   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62

BA   15   CR         0   TR  1   CH  1   NT  C         3+31/32
BA   15   CR         0   TR  9   CH  9   NT  C--         15/32
BA   15   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   15   CR         0   TR 10   CH 10   NT  F#-         31/32
BA   15   CR         0   TR 11   CH 12   NT  C-        3+31/32
BA   15   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   15   CR         2   TR  9   CH  9   NT  C--         15/32
BA   15   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   15   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62

BA   16   CR         0   TR  9   CH  9   NT  C--         15/32
BA   16   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   16   CR         0   TR 10   CH 10   NT  F#-         31/32
BA   16   CR         0   TR 16   CH 11   NT  C--         23/48
BA   16   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   16   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   16   CR         3   TR 10   CH 10   NT  F#-         15/32   von=62

BA   17   CR         0   TR  7   CH  7   NT  C--       1+15/32
BA   17   CR         0   TR  8   CH  8   NT  C--       1+15/32   von=96
BA   17   CR         0   TR  9   CH  9   NT  C--       1+15/32   von=127
BA   17   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   17   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   17   CR         2   TR  6   CH  6   NT  G         1+15/32   von=127
BA   17   CR         2   TR  7   CH  7   NT  G-        1+15/32
BA   17   CR         2   TR  7   CH  7   NT  G--       1+15/32
BA   17   CR         2   TR  8   CH  8   NT  Eb--      1+15/32
BA   17   CR         2   TR  8   CH  8   NT  Eb-       1+15/32
BA   17   CR         2   TR  9   CH  9   NT  D--       1+15/32
BA   17   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   17   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62

BA   18   CR         0   TR  6   CH  6   NT  G#        2+31/32
BA   18   CR         0   TR  7   CH  7   NT  G#-       2+31/32
BA   18   CR         0   TR  7   CH  7   NT  G#--      2+31/32
BA   18   CR         0   TR  8   CH  8   NT  F--       2+31/32
BA   18   CR         0   TR  8   CH  8   NT  F-        2+31/32
BA   18   CR         0   TR  9   CH  9   NT  Eb--      1+15/32
BA   18   CR         0   TR 10   CH 10   NT  A'           3/32   von=82
BA   18   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   18   CR       1/8   TR 10   CH 10   NT  A'           3/32   von=82
BA   18   CR       1/4   TR 10   CH 10   NT  A'           3/32
BA   18   CR       3/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR       1/2   TR 10   CH 10   NT  A'           3/32
BA   18   CR       5/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR       3/4   TR 10   CH 10   NT  A'           3/32
BA   18   CR       7/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR         1   TR 10   CH 10   NT  A'           3/32
BA   18   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   18   CR     1+1/8   TR 10   CH 10   NT  A'           3/32   von=82
BA   18   CR     1+1/4   TR 10   CH 10   NT  A'           3/32
BA   18   CR     1+3/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR     1+1/2   TR 10   CH 10   NT  A'           3/32
BA   18   CR     1+5/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR     1+3/4   TR 10   CH 10   NT  A'           3/32
BA   18   CR     1+7/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR     1+7/8   TR 15   CH 16   NT  G            3/32
BA   18   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   18   CR         2   TR 10   CH 10   NT  A'           3/32   von=82
BA   18   CR         2   TR 15   CH 16   NT  A            3/32   von=124
BA   18   CR     2+1/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR     2+1/8   TR 15   CH 16   NT  B            3/32   von=122
BA   18   CR     2+1/4   TR 10   CH 10   NT  A'           3/32
BA   18   CR     2+1/4   TR 15   CH 16   NT  C'           3/32   von=120
BA   18   CR     2+3/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR     2+3/8   TR 15   CH 16   NT  D'           3/32   von=118
BA   18   CR     2+1/2   TR 10   CH 10   NT  A'           3/32
BA   18   CR     2+1/2   TR 15   CH 16   NT  E'           3/32   von=115
BA   18   CR     2+5/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR     2+5/8   TR 15   CH 16   NT  F'           3/32   von=113
BA   18   CR     2+3/4   TR 10   CH 10   NT  A'           3/32
BA   18   CR     2+3/4   TR 15   CH 16   NT  G'           3/32   von=110
BA   18   CR     2+7/8   TR 10   CH 10   NT  A'           3/32
BA   18   CR     2+7/8   TR 15   CH 16   NT  A'           3/32   von=108
BA   18   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   18   CR         3   TR 15   CH 16   NT  B'           3/32   von=105
BA   18   CR     3+1/8   TR 15   CH 16   NT  C''          3/32   von=103
BA   18   CR     3+1/4   TR 15   CH 16   NT  E''          3/32   von=100
BA   18   CR     3+3/8   TR 15   CH 16   NT  G''          3/32   von=91

BA   19   CR         0   TR  7   CH  7   NT  C--       1+15/32
BA   19   CR         0   TR  8   CH  8   NT  C--       1+15/32
BA   19   CR         0   TR  9   CH  9   NT  C--       1+15/32
BA   19   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   19   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   19   CR         2   TR  6   CH  6   NT  G         1+15/32
BA   19   CR         2   TR  7   CH  7   NT  G-        1+15/32
BA   19   CR         2   TR  7   CH  7   NT  G--       1+15/32
BA   19   CR         2   TR  8   CH  8   NT  Eb--      1+15/32
BA   19   CR         2   TR  8   CH  8   NT  Eb-       1+15/32
BA   19   CR         2   TR  9   CH  9   NT  D--       1+15/32
BA   19   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   19   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62

BA   20   CR         0   TR  6   CH  6   NT  G#        2+31/32
BA   20   CR         0   TR  7   CH  7   NT  G#-       2+31/32
BA   20   CR         0   TR  7   CH  7   NT  G#--      2+31/32
BA   20   CR         0   TR  8   CH  8   NT  F--       2+31/32
BA   20   CR         0   TR  8   CH  8   NT  F-        2+31/32
BA   20   CR         0   TR  9   CH  9   NT  Eb--      1+15/32
BA   20   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   20   CR         0   TR 10   CH 10   NT  A'           3/32   von=82
BA   20   CR       1/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR       1/4   TR 10   CH 10   NT  A'           3/32
BA   20   CR       3/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR       1/2   TR 10   CH 10   NT  A'           3/32
BA   20   CR       5/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR       3/4   TR 10   CH 10   NT  A'           3/32
BA   20   CR       7/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   20   CR         1   TR 10   CH 10   NT  A'           3/32   von=82
BA   20   CR     1+1/8   TR 10   CH 10   NT  A'           3/32
